Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
find song by humming,Informational,12100,"0.54,1.00,1.00,0.36,0.36,0.29,0.36,0.54,0.29,0.44,0.44,0.36",29,3.54,0.04,"Sitelinks, AI Overview, Video, Video carousel, Related searches",10
lionel richie the song hello,"Informational, Transactional",12100,"0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.67,0.81,0.00,0.06,0.00",28,1.02,0.00,"Image, Video, People also ask, Carousel, Related searches",9
love song lyrics,Informational,12100,"0.55,0.66,0.82,0.82,1.00,0.66,0.66,0.82,0.66,0.66,0.66,0.82",25,0.04,0.01,"AI Overview, Video, Video carousel, Related searches",9
songs christmas songs,"Informational, Transactional",12100,"0.00,0.45,1.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",26,0.80,0.01,"Image pack, Video, Video carousel, Carousel, Discussions and forums, Related searches",10
thanksgiving songs,"Informational, Transactional",12100,"0.07,1.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01",23,0.03,0.04,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Carousel, Discussions and forums, Related searches",9
yacht rock songs,Informational,12100,"0.44,0.54,1.00,0.81,0.54,0.54,0.66,0.66,0.66,0.81,0.81,0.44",29,0.43,0.03,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Carousel, Related searches",10
baby song,"Navigational, Transactional",9900,"0.55,0.55,0.44,0.15,0.67,0.67,0.67,0.55,0.55,0.82,1.00,0.55",27,0.12,0.03,"Video, Carousel, Related searches",10
brenda song and macaulay culkin,Informational,9900,"0.11,0.44,1.00,0.44,0.22,1.00,0.22,0.11,0.22,0.11,0.11,0.11",29,0.04,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Top stories, Related searches",9
easy guitar songs guitar,Informational,9900,"0.05,0.01,0.02,0.00,1.00,1.00,0.81,0.81,0.44,0.00,0.04,0.36",25,2.87,0.09,"Sitelinks, Image, Video, Video carousel, Related searches",188000000
electronic wedding songs,"Informational, Commercial",9900,"0.13,0.01,0.03,0.00,0.81,0.81,1.00,0.54,0.24,0.00,0.03,0.44",22,0.09,0.06,"Sitelinks, AI Overview, Image, Video, People also ask, Carousel, Discussions and forums, Related searches",171000000
gospel music songs,Informational,9900,"1.00,0.29,0.54,0.54,0.29,0.24,0.29,0.10,0.19,0.24,0.13,0.16",29,1.60,0.03,"Sitelinks, Video, Video carousel, Carousel, Discussions and forums, Related searches",277000000
josh groban songs,Informational,9900,"0.29,0.19,1.00,0.36,0.16,0.44,1.00,0.54,0.36,0.24,0.16,0.54",25,0.25,0.00,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Related searches",10
macaulay culkin and brenda song,Informational,9900,"0.09,0.23,0.36,0.30,0.18,1.00,0.30,0.18,0.16,0.11,0.11,0.23",27,0.04,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches",1210000
mariah carey christmas song,Informational,9900,"0.03,0.16,1.00,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.04",29,0.29,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Carousel, Top stories, Related searches",7
song old song,"Navigational, Transactional",9900,"0.00,0.00,0.00,0.00,0.66,1.00,0.81,0.81,0.44,0.00,0.04,0.36",26,0.55,0.02,"Sitelinks, Video, Related searches",10
songs about bob dylan,Informational,9900,"0.00,0.01,0.00,0.01,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.11",17,2.50,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, See results about",10
songs about frank sinatra,Informational,9900,"0.00,0.00,0.02,0.00,0.66,0.66,1.00,0.44,0.29,0.00,0.03,0.00",18,0.17,0.00,"Sitelinks, AI Overview, Video, Related searches",9
songs by group chicago,Informational,9900,"0.81,0.81,0.67,1.00,0.81,0.81,0.81,0.81,0.81,0.00,0.01,0.00",29,0.99,0.00,"Video, Video carousel, People also ask, Knowledge panel, Related searches",9
spotify song downloader,"Informational, Transactional",9900,"0.81,0.66,0.81,0.81,0.81,1.00,0.54,0.66,0.54,0.44,0.81,0.81",21,1.54,0.01,"Sitelinks, Video, Video carousel, People also ask, Related searches",592000000
words to song thinking out loud,Informational,9900,"0.07,0.01,0.04,0.00,1.00,1.00,0.81,0.81,0.44,0.00,0.05,0.00",28,17.79,0.00,"Video, Video carousel, Knowledge panel, Related searches",24900000
best walk up songs,Commercial,8100,"0.24,0.16,0.19,0.29,0.66,1.00,1.00,1.00,0.81,0.44,0.66,0.54",25,0.17,0.06,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",
break up songs,Commercial,8100,"1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.67,0.67,0.67,0.67",23,0.04,0.07,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",10
ccr creedence clearwater revival songs,Informational,8100,"0.00,0.00,0.01,0.00,0.66,0.00,1.00,0.44,0.44,0.00,0.00,0.00",24,0.43,0.00,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Related searches",9
christian christmas songs,"Informational, Transactional",8100,"0.11,0.36,1.00,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05",24,0.15,0.08,"AI Overview, Image, Video, Video carousel, People also ask, Carousel, Discussions and forums, Related searches",222000000
christmas song and,"Informational, Commercial",8100,"0.20,1.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00",25,0.61,0.02,"Image, Image pack, Video, Video carousel, Carousel, Discussions and forums, Related searches",9
download spotify songs,Informational,8100,"1.00,0.81,1.00,1.00,0.36,0.44,0.29,0.24,0.19,0.29,0.44,0.44",25,1.23,0.01,"Sitelinks, Video, Video carousel, People also ask, Related searches",10
easy ukulele songs,"Informational, Transactional",8100,"0.67,0.54,0.67,1.00,0.67,0.67,0.81,0.67,0.67,0.67,0.54,0.44",15,1.07,0.07,"Sitelinks, Image, Video, Video carousel, People also ask, Carousel, Related searches",10
four non blondes what's going on song,Informational,8100,"0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.54,0.24,0.00,0.00,0.00",28,0.17,0.00,"AI Overview, Video, Featured video, People also ask, Knowledge panel, Related searches",10
hype songs,Informational,8100,"1.00,0.82,0.67,1.00,0.82,1.00,1.00,1.00,0.67,0.67,0.82,1.00",26,0.15,0.02,"Sitelinks, AI Overview, Video, Carousel, Discussions and forums, Related searches",311000000
just dance 2025 song list,Informational,8100,"0.36,0.54,1.00,0.66,0.44,0.36,0.19,0.24,0.24,0.24,0.19,0.29",25,0.16,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Carousel, Related searches",
love your body song lyrics,"Informational, Transactional",8100,"0.08,0.02,0.05,0.00,0.66,0.81,1.00,1.00,0.54,0.00,0.07,0.00",23,16.93,0.00,"Video, Video carousel, Related searches, See results about",361000000
lullaby lullaby songs,"Informational, Transactional",8100,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.36,0.00,0.04,0.29",25,0.23,0.06,"Sitelinks, Video, Video carousel, Carousel, Discussions and forums, Related searches",9
mom groom wedding songs,"Informational, Transactional",8100,"0.08,0.03,0.05,0.00,0.66,0.81,0.81,1.00,0.54,0.00,0.05,0.66",6,0.03,0.59,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Carousel, Discussions and forums, Related searches, Ads bottom",6
mother son wedding dance songs,Informational,8100,"0.54,0.67,0.36,1.00,0.54,0.67,0.67,0.67,0.67,0.67,1.00,0.81",19,0.04,0.53,"Sitelinks, AI Overview, Video, Related searches",222000000
mother son wedding songs,Informational,8100,"0.67,0.54,0.44,0.44,0.67,0.81,0.67,0.81,1.00,0.81,0.44,0.81",23,0.04,0.50,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",247000000
popular 80s songs,"Informational, Commercial",8100,"0.44,0.67,0.67,0.82,1.00,0.67,0.82,1.00,0.82,0.44,0.82,0.82",27,0.06,0.21,"Sitelinks, Image, Image pack, Video, Video carousel, Carousel, Related searches",10
song step to the left,"Informational, Transactional",8100,"0.05,0.01,0.04,0.00,0.66,1.00,0.66,0.81,0.29,0.00,0.04,0.36",27,0.82,0.00,"Sitelinks, Video, People also ask, Related searches",505000000
top christian songs,"Informational, Commercial",8100,"0.66,0.66,0.54,1.00,0.66,0.81,0.81,0.81,0.81,0.54,0.66,0.81",27,2.97,0.01,"Sitelinks, Video, Video carousel, People also ask, Carousel, Discussions and forums, Related searches, Ads bottom",10
top christmas songs,Commercial,8100,"0.03,0.29,1.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01",28,0.15,0.06,"AI Overview, Image, Video, Video carousel, People also ask, Carousel, Discussions and forums, Related searches, Ads bottom, Ads middle",9
top karaoke songs,"Informational, Commercial",8100,"0.54,0.66,1.00,0.66,0.54,0.54,0.54,0.54,0.54,0.66,0.66,0.44",22,0.02,0.25,"Sitelinks, Video, Featured video, People also ask, Knowledge panel, Discussions and forums, Related searches",10
wedding songs for the groom and his mother,"Informational, Transactional",8100,"0.08,0.03,0.05,0.00,0.66,0.81,0.81,1.00,0.54,0.00,0.05,0.66",13,0.04,0.53,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",10
all my friends are dead song,"Informational, Transactional",6600,"0.81,0.81,0.67,1.00,0.81,0.54,0.36,0.67,0.44,0.36,0.36,0.44",29,0.19,0.01,"Sitelinks, Image, Image pack, Video, Featured video, People also ask, Knowledge panel, Related searches, See results about",10
best songs on lover,"Informational, Commercial",6600,"0.19,0.00,0.00,0.01,1.00,0.66,0.81,0.66,0.66,0.00,0.07,0.44",16,0.04,0.21,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",10
bluey song,Informational,6600,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.81",26,0.90,0.01,"Sitelinks, Video, Carousel, Related searches",8
clean songs,Informational,6600,"0.81,0.54,0.36,0.81,0.66,0.66,0.66,1.00,0.29,0.24,1.00,0.81",26,0.16,0.00,"Video, Video carousel, Carousel, Discussions and forums, Related searches",733000000
disco songs,"Informational, Transactional",6600,"1.00,1.00,0.81,0.81,0.81,0.67,0.54,0.67,0.54,0.54,0.67,0.54",29,0.56,0.00,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Carousel, Related searches",10
duet songs,Informational,6600,"0.81,1.00,1.00,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.81",26,0.06,0.01,"Sitelinks, Image, Image pack, Video, Video carousel, Carousel, Discussions and forums, Related searches",10
easiest guitar songs,Informational,6600,"0.67,0.67,1.00,0.55,0.55,0.36,0.67,0.29,0.29,0.82,0.82,0.55",20,2.76,0.15,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",10
easy karaoke songs,"Informational, Commercial",6600,"0.67,0.81,1.00,0.81,0.67,1.00,0.81,1.00,1.00,0.81,0.81,0.67",27,0.04,0.12,"Sitelinks, AI Overview, Video, People also ask, Related searches",283000000
find a song by humming,Informational,6600,"0.67,1.00,1.00,0.82,0.55,0.82,0.67,0.67,0.67,0.67,0.55,0.44",28,5.39,0.05,"Sitelinks, AI Overview, Video, Video carousel, Related searches",10
first dance songs,Commercial,6600,"0.82,0.55,0.67,1.00,0.67,0.82,0.82,0.82,0.82,0.82,0.82,0.82",9,0.02,0.25,"Sitelinks, Video, Video carousel, People also ask, Carousel, Discussions and forums, Related searches",10
humming song to find,Informational,6600,"0.00,0.00,0.00,0.00,0.00,0.81,1.00,0.29,0.00,0.00,0.00,0.00",29,5.39,0.05,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",10100000
lyrics to the song be thou my vision,"Informational, Transactional",6600,"0.10,0.04,0.00,0.00,0.81,1.00,0.81,0.67,0.67,0.00,0.09,0.00",9,0.12,0.00,"Video, Video carousel, People also ask, Related searches",919000
macdonald farm song lyrics,Informational,6600,"0.24,0.04,0.08,0.01,1.00,0.81,1.00,0.81,0.81,0.00,0.08,0.54",15,0.02,0.00,"Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches",10
most soulful love songs,"Informational, Commercial",6600,"0.19,0.02,0.07,0.01,1.00,0.66,0.81,0.66,0.66,0.00,0.07,0.44",26,0.05,0.22,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Carousel, Discussions and forums, Related searches",10
mother and son dance songs at weddings,Informational,6600,"0.08,0.03,0.05,0.00,0.00,0.81,0.81,1.00,0.00,0.00,0.05,0.66",20,0.04,0.53,"Sitelinks, AI Overview, Image, Video, Video carousel, Discussions and forums, Related searches, Ads bottom",10
night market song,"Informational, Navigational",6600,"0.81,0.67,1.00,0.81,0.16,1.00,0.81,0.81,0.81,1.00,0.44,1.00",24,1.47,0.06,"Sitelinks, Image, Image pack, Video, Knowledge panel, Related searches",9
popular 90s songs,Commercial,6600,"0.44,0.67,1.00,0.54,0.54,0.44,0.44,0.54,0.54,0.36,0.36,0.36",28,0.03,0.11,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",9
song about george strait songs,"Informational, Transactional",6600,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.44,0.00,0.03,0.00",19,0.84,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, See results about",10
song id,"Informational, Commercial",6600,"0.67,0.67,0.67,0.54,0.67,0.44,0.67,0.44,0.44,1.00,0.44,0.28",25,0.22,0.02,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",10
song pt,Informational,6600,"0.01,0.00,0.03,0.00,0.10,0.13,1.00,0.05,0.36,0.00,0.00,0.07",22,0.62,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",10
song thinking out loud by ed sheeran,"Informational, Transactional",6600,"0.02,0.01,0.07,0.01,0.81,1.00,1.00,0.66,0.81,0.01,0.08,0.00",29,4.90,0.01,"Video, Featured video, Video carousel, Short videos, People also ask, Knowledge panel, Related searches",4750000
songs about ariana grande,Informational,6600,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.36,0.00,0.03,0.00",27,0.84,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",7
songs about bruce springsteen,Informational,6600,"0.03,0.01,0.01,0.01,0.00,0.01,1.00,0.81,0.44,0.00,0.03,0.36",12,1.19,0.01,"AI Overview, Video, Video carousel, People also ask, Related searches",10
songs about prince,Informational,6600,"0.00,0.01,0.03,0.00,0.01,0.81,1.00,0.05,0.36,0.00,0.03,0.00",26,0.11,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",395000000
top 80s songs,"Informational, Commercial",6600,"0.67,1.00,0.36,0.67,0.54,0.67,0.81,1.00,0.67,1.00,0.44,1.00",27,0.04,0.23,"Sitelinks, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, See results about",8
top 90s songs,"Informational, Commercial",6600,"0.54,0.28,0.81,0.54,0.28,1.00,0.67,0.54,1.00,0.67,1.00,0.44",27,0.03,0.11,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",9
walk up songs,Informational,6600,"0.44,0.23,0.19,0.44,0.66,0.81,0.81,1.00,0.54,0.44,0.81,0.66",24,0.43,0.04,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",9
80's songs,Commercial,5400,"0.44,1.00,0.35,0.54,0.66,0.81,1.00,1.00,0.54,0.81,0.54,0.54",29,0.04,0.07,"Sitelinks, Image, Video, Video carousel, People also ask, Carousel, Discussions and forums, Related searches",10
90s rock songs,Informational,5400,"0.66,0.66,0.81,1.00,0.81,0.81,0.81,1.00,1.00,0.66,0.81,0.81",19,0.50,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Discussions and forums, Related searches",10
all the young dudes song,"Informational, Transactional",5400,"0.54,0.67,0.67,1.00,0.19,0.44,0.19,0.44,0.54,0.81,0.54,0.36",29,0.55,0.09,"Sitelinks, Image pack, Video, Featured video, Video carousel, Knowledge panel, Related searches, See results about",10
beach songs,Informational,5400,"0.54,0.19,0.30,0.24,0.30,0.54,0.54,0.81,1.00,1.00,0.67,0.35",25,0.03,0.06,"Sitelinks, Video, Video carousel, People also ask, Carousel, Discussions and forums, Related searches",10
best baseball walk up songs,Commercial,5400,"0.28,0.10,0.10,0.28,0.36,1.00,1.00,0.81,1.00,0.54,0.67,0.54",27,0.17,0.06,"AI Overview, Video, People also ask, Discussions and forums, Related searches",82100000
best karaoke songs for women,Commercial,5400,"0.66,0.81,0.66,0.54,0.54,0.66,0.81,0.81,0.81,1.00,0.81,0.66",24,0.04,0.26,"Sitelinks, AI Overview, Video, People also ask, Related searches",10
bridge falling down song,"Informational, Transactional",5400,"0.19,0.03,0.07,0.01,0.81,1.00,1.00,0.66,0.00,0.00,0.07,0.00",23,0.02,0.00,"Video, Featured video, Knowledge panel, Related searches",10
christian song christian song,Informational,5400,"0.05,0.01,0.04,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.04,0.00",27,1.64,0.01,"Sitelinks, Video, People also ask, Carousel, Related searches",847000000
colter wall songs,"Informational, Transactional",5400,"1.00,0.81,1.00,1.00,0.44,0.44,0.36,0.44,0.44,0.54,0.44,0.44",28,8.92,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",10
duet karaoke songs,Informational,5400,"0.66,0.66,1.00,0.66,0.54,0.66,0.54,0.66,0.54,0.54,0.54,0.44",23,0.06,0.02,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",10
easy piano songs for beginners,Informational,5400,"0.67,0.81,0.81,0.81,0.36,0.67,0.54,0.81,1.00,0.81,0.81,1.00",14,3.77,0.33,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",565000000
elvis costello songs,Informational,5400,"0.36,0.54,0.44,0.44,0.67,0.44,0.44,0.54,0.54,1.00,0.54,0.54",27,0.26,0.00,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Related searches",8
father daughter wedding songs,Informational,5400,"0.66,0.44,0.35,0.54,0.44,0.66,0.44,0.81,1.00,0.81,1.00,0.66",12,0.05,0.48,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Carousel, Related searches, Ads bottom",10
first dance wedding songs,"Informational, Commercial",5400,"0.24,0.34,0.45,0.66,0.34,0.66,0.83,1.00,1.00,1.00,1.00,0.55",26,0.02,0.29,"Sitelinks, Video, Video carousel, People also ask, Carousel, Related searches",457000000
friends song,"Informational, Transactional",5400,"1.00,0.36,0.82,0.82,0.66,0.36,0.66,0.55,0.66,0.55,0.82,0.55",29,0.04,0.06,"Image, Image pack, Video, People also ask, Carousel, Related searches",9
greatest christmas songs,"Informational, Commercial",5400,"0.08,1.00,1.00,0.03,0.01,0.00,0.00,0.02,0.00,0.01,0.00,0.01",25,0.05,0.09,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Ads middle",9
guardians of the galaxy ride songs,Informational,5400,"0.54,0.54,0.81,0.81,0.54,1.00,0.54,1.00,0.67,0.81,0.67,1.00",27,1.58,0.00,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",3020000
guardians of the galaxy songs,"Informational, Transactional",5400,"0.20,0.20,0.44,0.36,0.36,0.44,0.36,0.36,0.54,1.00,0.12,0.36",27,0.43,0.03,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches, See results about",6670000
hip hop songs,"Informational, Transactional",5400,"1.00,0.81,0.81,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81,1.00",28,0.21,0.01,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",10
introduction of bridal party songs,"Informational, Commercial",5400,"0.15,0.04,0.15,0.01,0.44,0.81,0.81,1.00,0.81,0.00,0.03,0.54",13,0.10,0.03,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",639000
life is a highway song,Informational,5400,"0.13,0.54,1.00,0.24,0.36,0.24,0.08,0.16,0.16,0.13,0.19,0.24",29,1.43,0.00,"Sitelinks, Video, Featured video, People also ask, Knowledge panel, Related searches, See results about",10
london is falling down song,"Informational, Transactional",5400,"0.19,0.03,0.07,0.01,0.81,1.00,1.00,0.66,0.00,0.00,0.07,0.00",20,0.02,0.00,"Image, Video, People also ask, Carousel, Related searches",8
lyrics of the song in christ alone,Informational,5400,"0.05,0.01,0.00,0.00,1.00,1.00,0.00,0.00,0.44,0.00,0.01,0.00",11,0.03,0.00,"Video, Video carousel, People also ask, Knowledge panel, Related searches",27800000
mamma mia movie soundtrack songs,Informational,5400,"0.00,0.00,0.05,0.00,0.66,0.00,1.00,1.00,0.36,0.00,0.00,0.00",29,0.81,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",1910000
mamma mia the film songs,Informational,5400,"0.00,0.00,0.05,0.00,0.66,0.00,1.00,1.00,0.36,0.00,0.00,0.00",29,0.91,0.01,"Sitelinks, Image, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",4440000
marriage first dance songs,Informational,5400,"0.05,0.02,0.08,0.00,0.16,0.54,1.00,0.66,0.81,0.00,0.00,0.00",4,0.02,0.29,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Carousel, Discussions and forums, Related searches",10
nirvana songs entertain us,"Informational, Transactional",5400,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",29,0.16,0.00,"Sitelinks, Video, Featured video, Video carousel, Knowledge panel, Related searches",8
phil collins song i can feel it,"Informational, Transactional",5400,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.54,0.24,0.00,0.00,0.00",28,0.41,0.00,"Video, Featured video, People also ask, Knowledge panel, Discussions and forums, Related searches",8
poop song,Commercial,5400,"1.00,0.82,0.82,0.36,0.55,0.82,0.82,1.00,0.82,0.66,0.55,0.55",26,0.56,0.00,"Video, Carousel, Related searches",10
public domain songs,Informational,5400,"0.54,0.54,0.54,0.81,0.81,0.66,0.54,0.81,1.00,0.81,0.54,0.66",20,1.43,0.16,"Sitelinks, AI Overview, Image, Video, Video carousel, Carousel, Discussions and forums, Related searches",74400000
raffi songs,Informational,5400,"0.66,0.81,0.54,0.66,1.00,0.54,0.54,0.66,0.66,0.81,0.54,0.54",29,0.42,0.00,"Sitelinks, Video, Video carousel, Knowledge panel, Related searches",10
saddest songs of all time,Informational,5400,"0.81,1.00,0.81,0.81,0.66,0.81,0.81,0.81,0.66,0.81,0.81,0.66",27,0.04,0.03,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches",59000000
silent night song,"Informational, Transactional",5400,"0.08,0.24,1.00,0.07,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.04",28,0.12,0.01,"Sitelinks, Image pack, Video, Video carousel, People also ask, Carousel, Related searches",9
song birds,"Informational, Transactional",5400,"0.19,0.24,0.10,0.13,0.13,0.13,0.19,1.00,0.13,0.16,0.16,0.29",29,3.67,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Knowledge panel, Related searches",10
song name generator,Informational,5400,"0.81,1.00,0.54,0.66,0.66,0.81,0.81,1.00,0.54,0.66,0.66,0.54",27,1.05,0.01,"Sitelinks, Video, Related searches",173000000
song slide to the left,"Informational, Transactional",5400,"0.05,0.01,0.04,0.00,0.01,1.00,0.66,0.81,0.00,0.00,0.05,0.00",29,1.47,0.00,"Sitelinks, Video, Featured video, People also ask, Knowledge panel, Related searches",9
songs about family,"Informational, Commercial",5400,"0.82,1.00,0.82,0.82,0.67,0.67,0.67,1.00,0.55,0.55,0.67,0.67",12,0.03,0.00,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",8
songs download christmas,"Informational, Transactional",5400,"0.01,0.81,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",21,1.35,0.15,"Video, Video carousel, Related searches, Ads bottom",10
songs for good,"Informational, Transactional",5400,"0.07,0.01,0.04,0.03,0.02,0.01,1.00,1.00,0.66,0.00,0.07,0.44",26,0.76,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Featured video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",10
