Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
304 area code,Informational,74000,"0.81,0.81,0.66,0.81,0.66,0.81,0.81,0.81,0.66,1.00,0.81,0.66",23,0.47,0.00,"AI Overview, Image pack, Video, People also ask, Related searches, Things to know",166000000
332 area code,Informational,74000,"1.00,0.81,0.66,0.81,0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81",14,1.06,0.00,"Sitelinks, AI Overview, Image, Image pack, Related searches, See results about",9
336 area code,Informational,74000,"1.00,0.67,0.67,0.67,0.82,0.67,0.67,0.55,0.55,0.67,0.82,0.67",12,0.58,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches",10
360 area code,Informational,74000,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.66",28,0.28,0.00,"AI Overview, People also ask, Related searches",547000000
401 area code,Informational,74000,"1.00,0.81,0.81,0.81,0.81,1.00,0.81,1.00,1.00,1.00,1.00,1.00",25,0.82,0.00,"AI Overview, People also ask, Related searches, Things to know",163000000
412 area code,Informational,74000,"1.00,0.81,0.81,1.00,0.81,1.00,0.81,0.81,0.81,1.00,1.00,1.00",14,0.90,0.00,"AI Overview, Image pack, Video, People also ask, Related searches",5
425 area code,"Informational, Commercial",74000,"1.00,1.00,1.00,1.00,0.81,1.00,1.00,1.00,1.00,1.00,1.00,1.00",25,0.98,0.00,"AI Overview, Image pack, Video, People also ask, Related searches",124000000
484 area code,"Informational, Commercial",74000,"1.00,0.81,0.81,1.00,0.81,1.00,1.00,0.81,1.00,1.00,1.00,0.81",24,0.78,0.00,"Sitelinks, AI Overview, Related searches, See results about",
501 area code,Informational,74000,"0.81,0.66,0.81,0.81,0.66,0.81,0.81,0.81,0.81,0.81,1.00,1.00",23,0.74,0.00,"AI Overview, Video, People also ask, Related searches, Things to know",178000000
505 area code,Informational,74000,"0.67,0.67,0.67,0.67,0.55,0.55,0.67,0.82,0.82,0.82,0.82,1.00",24,0.44,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",112000000
508 area code,Informational,74000,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.54,0.66,0.81,1.00,0.66",12,0.72,0.00,"Sitelinks, AI Overview, Video, Related searches",
585 area code,Informational,74000,"0.54,0.66,1.00,0.54,0.36,0.36,0.30,0.36,0.44,0.44,0.44,0.54",22,4.99,0.00,"AI Overview, Image pack, Video",
612 area code,Informational,74000,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.66",20,0.39,0.00,"Featured snippet, Image pack, Video, People also ask, Related searches",9
662 area code,Informational,74000,"0.67,0.55,0.55,0.55,0.55,1.00,0.67,0.67,0.67,0.82,0.82,0.67",19,0.99,0.00,"AI Overview, Video, People also ask, Related searches",63500000
682 area code,Informational,74000,"0.81,0.44,0.66,0.66,0.66,0.81,0.81,0.81,0.81,0.81,1.00,0.66",15,0.61,0.00,"AI Overview, Related searches, See results about",
737 area code,Informational,74000,"0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00",27,0.54,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, See results about",70000000
747 area code,"Informational, Commercial",74000,"1.00,0.82,0.82,0.82,0.82,0.82,0.67,0.82,0.82,0.82,0.82,0.82",21,0.42,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",9
781 area code,Informational,74000,"0.81,1.00,1.00,0.81,0.54,0.66,0.66,0.54,0.66,0.81,0.81,0.54",22,0.62,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",54900000
843 area code,"Informational, Commercial",74000,"1.00,1.00,0.81,0.81,0.66,0.81,0.81,1.00,0.66,0.81,0.81,0.81",11,0.53,0.00,"Sitelinks, AI Overview, Image pack, Related searches",6
845 area code,Informational,74000,"0.82,0.82,0.67,0.82,0.67,0.67,0.67,0.82,1.00,0.67,0.67,0.67",17,0.49,0.00,"AI Overview, Video, Related searches",8
847 area code,Informational,74000,"1.00,0.81,0.81,1.00,1.00,1.00,1.00,1.00,0.81,1.00,1.00,0.81",20,0.20,0.00,"AI Overview, Image pack, Video, People also ask, Related searches",9
855 area code,Informational,74000,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81",25,0.39,0.00,"Sitelinks, AI Overview, Video, Related searches",9
857 area code,Informational,74000,"1.00,1.00,0.67,0.82,0.55,0.55,0.45,0.36,0.45,0.45,0.45,0.55",23,0.34,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, See results about",10
858 area code,"Informational, Commercial",74000,"1.00,0.81,1.00,1.00,0.66,0.66,0.66,0.54,0.66,0.81,0.81,0.81",28,0.98,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, See results about",44200000
860 area code,Informational,74000,"0.81,0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.66",28,0.91,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches",10
870 area code,Informational,74000,"0.54,0.82,1.00,0.24,0.16,0.24,0.20,0.24,0.20,0.20,0.24,0.16",12,0.31,0.00,"AI Overview, Image pack, Video, Related searches",7
903 area code,Informational,74000,"0.81,0.81,0.66,0.81,0.81,0.81,0.66,1.00,0.81,0.81,0.81,0.66",14,0.69,0.00,"AI Overview, Image pack, Video, People also ask, Related searches",9
912 area code,Informational,74000,"0.81,0.66,0.66,0.81,0.66,1.00,0.81,0.81,0.66,0.66,0.81,0.66",28,0.73,0.00,"AI Overview, Image pack, Video, People also ask, Related searches, Things to know",44200000
928 area code,Informational,74000,"0.82,0.67,0.55,0.67,0.55,0.55,0.55,0.55,0.45,0.55,0.67,1.00",12,1.18,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches",10
970 area code,Informational,74000,"0.67,0.55,0.67,0.82,0.67,0.67,1.00,0.67,0.55,0.67,0.67,0.45",26,1.87,0.00,"AI Overview, Image pack, Video, Related searches",10
973 area code,Informational,74000,"1.00,0.81,0.81,0.66,0.81,0.81,0.66,0.66,0.66,0.66,1.00,0.81",27,0.69,0.00,"Featured snippet, Sitelinks, Image pack, Video, People also ask, Related searches",9
980 area code,Informational,74000,"0.81,0.66,0.66,1.00,0.81,0.81,0.81,0.81,0.66,0.81,0.81,0.81",24,0.98,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches, See results about",65300000
256 area code,Informational,60500,"0.67,0.81,0.81,0.81,1.00,0.81,0.81,1.00,0.67,0.81,1.00,0.81",12,0.42,0.00,"Sitelinks, AI Overview, Image pack, Related searches",10
262 area code,Informational,60500,"0.66,0.54,0.54,1.00,0.66,0.81,0.66,0.66,0.66,0.66,0.66,0.66",29,0.70,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",287000000
318 area code,Informational,60500,"0.81,0.66,0.66,1.00,0.66,0.81,0.81,0.81,1.00,0.81,0.81,0.81",24,1.08,0.00,"AI Overview, Image pack, Video, People also ask",134000000
385 area code,Informational,60500,"0.81,0.66,0.66,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81",22,0.58,0.00,"Featured snippet, Video, People also ask, Related searches, See results about",155000000
386 area code,Informational,60500,"0.55,0.45,0.45,0.55,0.55,0.55,0.45,0.45,1.00,0.55,0.67,0.36",25,0.90,0.00,"AI Overview, People also ask, Related searches, Things to know",128000000
413 area code,Informational,60500,"0.81,1.00,0.81,0.81,0.54,0.81,0.67,0.54,0.67,0.81,0.81,0.54",22,0.92,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",96400000
414 area code,Informational,60500,"1.00,0.81,0.81,1.00,0.67,1.00,1.00,0.81,0.81,0.81,1.00,0.67",27,0.42,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",96100000
419 area code,Informational,60500,"0.81,0.81,0.81,1.00,0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.54",13,0.98,0.00,"AI Overview, Image pack, Video, People also ask, Related searches",10
423 area code,Informational,60500,"1.00,0.66,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,1.00,0.66",12,0.38,0.00,"AI Overview, Image pack, Video, Related searches",10
509 area code,Informational,60500,"1.00,0.81,0.66,0.81,0.81,1.00,0.66,0.81,0.81,1.00,1.00,0.81",20,0.55,0.00,"AI Overview, Video, People also ask, Related searches, Things to know",101000000
515 area code,Informational,60500,"0.81,0.66,0.66,0.81,0.66,1.00,1.00,0.54,0.81,0.81,1.00,0.81",25,0.25,0.00,"Sitelinks, AI Overview, Video, Related searches",92200000
551 area code,"Informational, Commercial",60500,"1.00,1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.66,0.81,0.81,0.54",20,1.27,0.00,"Featured snippet, Image pack, People also ask, Related searches",10
570 area code,Informational,60500,"1.00,0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81",14,0.64,0.00,"AI Overview, People also ask, Related searches, Things to know",10
601 area code,Informational,60500,"0.66,0.66,0.54,0.54,0.44,0.54,0.54,0.54,1.00,0.81,0.81,0.54",12,0.74,0.00,"AI Overview, Image, Video, Related searches",10
603 area code,Informational,60500,"0.81,0.81,0.66,0.81,0.81,0.66,0.81,0.81,0.66,1.00,1.00,0.81",13,0.70,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Things to know",10
607 area code,Informational,60500,"1.00,0.44,0.36,0.67,0.36,0.36,0.44,0.30,0.44,0.44,0.44,0.44",14,0.20,0.00,"AI Overview, Image pack, Video, People also ask, Related searches, Things to know",10
608 area code,Informational,60500,"1.00,0.81,0.66,0.81,0.81,1.00,0.81,0.81,0.81,1.00,0.81,0.81",14,0.71,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",8
610 area code,Informational,60500,"1.00,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.81,0.81,1.00,0.81",25,3.65,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",111000000
740 area code,Informational,60500,"0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.81,0.81,0.81",27,0.71,0.00,"AI Overview, Video, People also ask, Related searches",80300000
754 area code,"Informational, Commercial",60500,"0.30,0.44,1.00,0.44,0.44,0.36,0.24,0.30,0.36,0.44,0.30,0.30",29,0.87,0.00,"AI Overview, Image pack, People also ask, Related searches",19900000
774 area code,"Informational, Commercial",60500,"0.44,1.00,0.67,0.67,0.44,0.44,0.36,0.36,0.36,0.36,0.44,0.36",14,0.91,0.00,"AI Overview, Image pack, People also ask, Related searches",10
812 area code,Informational,60500,"1.00,1.00,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,1.00,0.81",29,0.87,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",54300000
815 area code,"Informational, Commercial",60500,"0.81,0.81,0.66,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.66",15,0.64,0.00,"Sitelinks, AI Overview, Related searches",69000000
864 area code,Informational,60500,"1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81",25,0.39,0.00,"AI Overview, Related searches",46000000
866 area code,Informational,60500,"0.81,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81",27,3.87,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",10
920 area code,Informational,60500,"0.81,0.66,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.81,1.00,1.00",22,0.61,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches, Things to know",61000000
937 area code,"Informational, Commercial",60500,"0.81,0.67,0.81,0.81,1.00,1.00,1.00,0.67,0.67,0.81,0.81,0.67",11,0.70,0.00,"AI Overview, Image pack, Video, Related searches",10
941 area code,"Informational, Commercial",60500,"0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00,1.00,0.82",14,0.83,0.00,"AI Overview, Image pack, Video, People also ask, Related searches",10
971 area code,Informational,60500,"1.00,0.66,0.81,0.81,0.81,1.00,1.00,0.81,0.81,0.81,0.81,0.81",23,0.20,0.00,"AI Overview, Video, Related searches",54900000
seatgeek promo code,"Informational, Transactional",60500,"0.81,0.66,0.54,0.54,0.54,0.54,0.66,0.66,0.54,0.66,0.66,1.00",25,1.17,0.17,"Sitelinks, AI Overview, Video, People also ask, Related searches",3120000
212 area code,Informational,49500,"1.00,0.44,0.44,0.44,0.30,0.30,0.20,0.24,0.30,0.36,0.36,0.44",26,3.74,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",136000000
225 area code,Informational,49500,"0.66,0.66,0.54,0.81,0.81,0.66,0.54,0.54,0.66,0.66,1.00,0.54",20,0.16,0.00,"AI Overview, Image pack, Video, Related searches",321000000
229 area code,Informational,49500,"0.81,0.81,0.81,1.00,0.66,0.81,1.00,1.00,0.81,0.81,1.00,0.81",26,0.60,0.00,"AI Overview, Video, Related searches",272000000
