Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
warframe tier list,"Informational, Transactional",18100,23,4.27,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
wuthering waves tier list,"Informational, Transactional",18100,23,6.20,"Sitelinks, Image, Image pack, Video, Related searches"
black clover filler list,Informational,14800,20,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches"
karaoke songs list,Informational,14800,25,0.09,"Sitelinks, Video, People also ask, Knowledge panel, Related searches"
listen for the lie,"Informational, Transactional",14800,9,0.39,"Sitelinks, Image, Video, People also ask, Knowledge panel, Related searches"
pokemon unite tier list,"Informational, Commercial",14800,26,17.97,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches"
ppp warrant list,Informational,14800,28,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
psu tier list,Commercial,14800,23,0.00,"Sitelinks, Video, Related searches"
vivica a fox movies list,Informational,14800,22,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, See results about"
151 card list,"Informational, Transactional",12100,17,0.52,"Sitelinks, Image, Image pack, Video, Related searches"
adc tier list,"Informational, Transactional",12100,26,0.00,"Sitelinks, Image, Image pack, Video, Related searches"
arena tier list,Commercial,12100,28,0.00,"Sitelinks, Image, Video, Related searches"
astral radiance card list,"Informational, Commercial",12100,20,0.45,"Sitelinks, Image pack, Video, Related searches, Ads bottom"
brilliant stars card list,Informational,12100,7,0.16,"Sitelinks, Image pack, Video, Related searches"
camilla belle movies list,Informational,12100,27,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, See results about"
command list integration,Informational,12100,9,3.59,"Sitelinks, AI Overview, Video, People also ask, Related searches"
commander ban list,Informational,12100,21,0.01,"Sitelinks, Image pack, Video, People also ask, Related searches"
cookie run kingdom tier list,"Informational, Transactional",12100,29,8.97,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches"
etheria restart tier list,Informational,12100,25,4.98,"Sitelinks, Image, Video, Video carousel, Related searches"
f-list,Informational,12100,28,0.00,"Sitelinks, Image pack, Video, Related searches"
hgtv shows love it or list it,Informational,12100,27,0.73,"Sitelinks, Image, Video, Video carousel, People also ask, Knowledge panel, Top stories, Discussions and forums, Related searches"
how to create drop down list in excel,Informational,12100,14,0.16,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches"
jungle tier list,Commercial,12100,29,0.06,"Sitelinks, Video, Related searches"
kaley cuoco movie list,Informational,12100,25,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Knowledge panel, Related searches"
list several activities during which the near point is important,Informational,12100,10,0.00,"AI Overview, Video, Related searches"
listen linda,Informational,12100,29,0.00,"Image, Video, Short videos, People also ask, Related searches"
lost origin card list,"Informational, Transactional",12100,11,0.02,"Sitelinks, Image, Image pack, Video, Related searches"
pokemon 151 card list,Informational,12100,25,0.38,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
summer bucket list,Informational,12100,21,0.06,"Sitelinks, Image, Image pack, Video, People also ask, Discussions and forums, Related searches"
teir list,Navigational,12100,26,0.86,"Sitelinks, Video, Video carousel, Related searches"
48 laws of power list,Informational,9900,22,0.50,"AI Overview, Image pack, Video, Related searches"
anime last stand tier list,"Informational, Transactional",9900,28,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
anime vanguard tier list,Commercial,9900,28,0.00,"Sitelinks, Image pack, Video, People also ask, Discussions and forums, Related searches"
beltrami county inmate list,"Informational, Transactional",9900,12,0.00,"Sitelinks, Video, Related searches"
brain rot words list,Informational,9900,26,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches, Ads middle"
clearwater county inmate list,Informational,9900,26,0.00,"AI Overview, Related searches"
create drop down list in excel,Informational,9900,27,0.19,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches"
crk tier list,"Informational, Transactional",9900,26,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
drop down list in excel,Informational,9900,23,0.16,"Sitelinks, AI Overview, Video, Video carousel, Related searches"
elizabeth pena movie list,"Informational, Commercial",9900,24,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, See results about"
fgo tier list,"Informational, Transactional",9900,19,31.24,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
jujutsu infinite tier list,"Informational, Commercial",9900,19,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
julia fox movie list,Informational,9900,24,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, See results about"
lee min ho series list,Informational,9900,23,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches"
list of champion trees ohio state ohio champion tree program,"Informational, Transactional",9900,9,0.00,"AI Overview, Video, Related searches"
listen linda video,"Informational, Transactional",9900,26,0.00,"Video, Short videos, Related searches"
schindler's list cast,Informational,9900,23,0.00,"Sitelinks, Image, Video, Knowledge panel, Related searches"
tiffani thiessen movie list,Informational,9900,28,0.00,"Sitelinks, AI Overview, Image, Video, Related searches, See results about"
uma support card tier list,Commercial,9900,16,0.00,"Sitelinks, Image pack, Video, Video carousel, Related searches"
wild rift tier list,Commercial,9900,25,0.00,"Sitelinks, Image, Video, Related searches"
24 hour arrest list knox tn,Navigational,8100,27,0.00,"Sitelinks, Image, Video, Related searches"
afk journey tier list,"Informational, Commercial",8100,19,7.42,"Sitelinks, Image, Video, Related searches"
anime rangers x tier list,"Informational, Commercial",8100,15,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
arknights tier list,Informational,8100,26,14.11,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches"
azur lane tier list,"Informational, Transactional",8100,22,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
battle partners card list,"Informational, Transactional",8100,16,0.33,"Sitelinks, Video, Related searches"
bibb county inmate listing,"Informational, Transactional",8100,29,0.00,
champion trees delaware county ohio list champion trees ohio,Informational,8100,15,0.00,"AI Overview, Image, Video, People also ask, Related searches"
crawler list baltimore,Commercial,8100,27,0.00,
creatures of sonaria value list,"Informational, Transactional",8100,17,0.00,"Sitelinks, Image, Video, Related searches"
deadlock tier list,"Informational, Transactional",8100,25,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
faribault county jail list,Informational,8100,27,0.00,"Sitelinks, Related searches"
fusion strike card list,"Informational, Commercial",8100,15,0.09,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
grocery list ideas,Informational,8100,29,0.34,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
grow a garden pet tier list,"Informational, Commercial",8100,25,0.30,"Sitelinks, AI Overview, Image, Video, Related searches"
how to make a drop down list in excel,Informational,8100,29,0.17,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
jamie chung movies list,"Informational, Commercial",8100,23,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, See results about"
just dance 2025 song list,Informational,8100,25,0.16,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Carousel, Related searches"
limbus company tier list,"Informational, Transactional",8100,19,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
list clawer,Navigational,8100,16,2.35,"Sitelinks, People also ask"
list crawling louisville ky,"Informational, Transactional",8100,24,0.00,
list of seed oils,Informational,8100,25,0.30,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
mac demarco birthday song list,Informational,8100,29,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Carousel, Related searches"
mcoc tier list,"Informational, Transactional",8100,27,0.00,"Sitelinks, Image, Video, Video carousel, Related searches"
movie listings milford ct,Informational,8100,24,0.06,"Sitelinks, Video, Related searches"
oig exclusion list,Navigational,8100,22,2.99,"Sitelinks, Video, People also ask, Related searches"
okx major listing,"Navigational, Transactional",8100,15,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
reverse 1999 tier list,"Informational, Transactional",8100,15,3.68,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
shining fates card list,"Informational, Commercial",8100,16,0.55,"Sitelinks, Image, Image pack, Video, Related searches"
xrp rich list,Informational,8100,22,0.00,"Video, Related searches"
anime reborn tier list,Transactional,6600,26,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
astd x tier list,Commercial,6600,25,0.00,"Sitelinks, Image, Video, Related searches"
best friends list planets,Commercial,6600,20,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Carousel, Discussions and forums, Related searches"
evolving skies card list,"Informational, Commercial",6600,20,0.11,"Sitelinks, Image pack, Video, Video carousel, Related searches"
gfl2 tier list,"Informational, Commercial",6600,25,0.00,"Sitelinks, Image, Video, Discussions and forums, Related searches"
girls frontline 2 tier list,"Informational, Commercial",6600,22,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
how to listen to audiobooks,Informational,6600,29,3.36,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches"
kanye west traitor list,Informational,6600,27,0.00,"Sitelinks, Image, Video, People also ask, Related searches"
krysten ritter movies list,Informational,6600,26,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches, See results about"
list comprehension python,"Informational, Transactional",6600,27,0.58,"Sitelinks, AI Overview, Video, Video carousel, Related searches"
list crawler houston,"Navigational, Transactional",6600,23,0.00,
list crawlers in memphis,Navigational,6600,23,0.00,Sitelinks
list of monsters in mythology,Informational,6600,26,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
list of perfect squares,Informational,6600,26,0.00,"AI Overview, Video, Video carousel, People also ask, Related searches"
listen with linda,Informational,6600,26,0.00,"Sitelinks, Image, Video, Related searches, See results about"
mary elizabeth mastrantonio movies list,Informational,6600,24,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, See results about"
packing list for vacation,Informational,6600,24,0.17,"Sitelinks, AI Overview, Image, Video, Discussions and forums, Related searches, Ads top, Ads bottom"
peyton list naked,Informational,6600,19,0.00,
prismatic evolution card list,"Informational, Transactional",6600,22,0.19,"Sitelinks, Image, Image pack, Video, Related searches"
red list of the iucn,Navigational,6600,27,4.91,"Sitelinks, Video, People also ask, Related searches"
sanctuary jurisdictions list removed dhs,Informational,6600,29,0.00,"AI Overview, Image pack, Video, Video carousel, Related searches"
simon rex movie list,"Informational, Commercial",6600,21,0.00,"Sitelinks, Image, Image pack, Video, Related searches, See results about"
star rail tier list,Commercial,6600,20,4.22,"Image, Video, Related searches"
support tier list,Commercial,6600,27,2.10,"Sitelinks, Image, Video, Related searches"
terastal festival card list,"Informational, Commercial",6600,9,1.24,"Sitelinks, Image pack, Video, Related searches"
tv listings okc ok,"Informational, Commercial",6600,13,0.00,"AI Overview, Video, People also ask, Related searches"
uma musume tier list maker,Transactional,6600,22,0.00,"Image pack, Related searches"
umamusume tier list,"Informational, Commercial",6600,16,0.00,"Sitelinks, Image, Video, People also ask, Related searches"
vacation packing list,Informational,6600,27,0.17,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
video of linda listen,"Informational, Transactional",6600,27,0.00,"Image, Video, Short videos, People also ask, Related searches"
white flare card list,"Informational, Commercial",6600,14,0.08,"Sitelinks, Image, Image pack, Video, Related searches"
zenless zone zero tier list,Commercial,6600,27,4.81,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
zillow bans private listings,Informational,6600,23,0.00,"Sitelinks, AI Overview, Image pack, Video, Top stories, Related searches"
zillow listing ban,Informational,6600,18,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Top stories, Related searches"
all star tower defense x tier list,"Informational, Transactional",5400,18,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
als tier list,Commercial,5400,25,0.00,"Sitelinks, Video, Related searches"
bfdi tier list,"Navigational, Transactional",5400,23,0.00,"Image, Image pack, Video, Related searches"
black bolt card list,"Informational, Commercial",5400,10,0.08,"Sitelinks, Image, Video, Related searches"
chilling reign card list,"Informational, Commercial",5400,16,0.13,"Sitelinks, Video, Related searches"
commerce control list,Informational,5400,26,5.37,"AI Overview, Video, Video carousel, Related searches, See results about"
create a drop down list in excel,Informational,5400,23,0.19,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
darkness ablaze card list,Informational,5400,13,0.69,"Sitelinks, Image, Image pack, Video, Related searches"
dbd killer tier list,"Informational, Transactional",5400,29,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
dollar general penny list june 2025,Informational,5400,24,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches"
feh tier list,Informational,5400,19,0.00,"Sitelinks, Video, Video carousel, Discussions and forums, Related searches"
guardians roster change paternity list,"Informational, Transactional",5400,29,0.00,"Sitelinks, Video, People also ask, Related searches"
helldivers 2 weapon tier list,Commercial,5400,27,0.00,"Featured snippet, Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches"
hitchcock movies list,"Informational, Transactional",5400,27,0.02,"Image, Image pack, Video, People also ask, Related searches, See results about"
how to hide following list on instagram,Informational,5400,24,0.00,"Sitelinks, AI Overview, Video, Related searches"
how to make drop down list in excel,Informational,5400,29,0.14,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches, Ads bottom"
job listings in greenville nc,Commercial,5400,26,0.50,"Sitelinks, People also ask, Jobs, Related searches, Ads bottom"
linda linda linda listen linda,Informational,5400,24,0.00,"Image, Video, Short videos, Related searches"
list and describe 5 different ways to allocate resources.,Informational,5400,26,0.00,"AI Overview, Video, Related searches"
list crawlee,Navigational,5400,12,2.35,"Sitelinks, People also ask"
list crawler tampa,"Navigational, Transactional",5400,25,0.00,People also ask
list crawling cleveland,"Informational, Transactional",5400,26,0.00,People also ask
list of adverbs,Informational,5400,27,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
list of cryptids,Informational,5400,16,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
list of ryan reynolds films,Informational,5400,25,0.02,"Sitelinks, AI Overview, Image, Video carousel, People also ask, Related searches, See results about"
list of slurs,Navigational,5400,24,0.00,Sitelinks
lister junior,"Informational, Transactional",5400,17,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
make drop down list in excel,Informational,5400,29,0.19,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads bottom"
mega evolution card list,"Informational, Commercial",5400,24,2.53,"Sitelinks, Video, Related searches"
mega evolutions card list,Informational,5400,28,2.53,"Sitelinks, Image pack, Video, Related searches"
memphis list crawling,"Informational, Transactional",5400,6,0.00,
mid tier list,Commercial,5400,22,0.00,"Sitelinks, Video, Related searches"
pact act presumptive conditions list,Informational,5400,6,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches, Ads bottom"
paldean fates cards list,Informational,5400,7,0.08,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
peyton list and jacob bertrand,Informational,5400,27,0.00,"AI Overview, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
peyton list boyfriend,"Informational, Transactional",5400,25,0.00,"AI Overview, Image, Image pack, Video, Video carousel, Short videos, Related searches"
peyton list nudes,"Informational, Commercial",5400,24,0.00,
qantas first class wine list,Informational,5400,19,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
record store day 2025 list,"Informational, Transactional",5400,27,0.00,"Sitelinks, Video, Related searches"
rsd 2025 list,Informational,5400,19,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
sf6 tier list,"Informational, Transactional",5400,23,0.00,"Sitelinks, Image, Video, Related searches"
shippuden episode list filler,Informational,5400,27,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches"
shopify product listing upwork masood,"Navigational, Transactional",5400,25,0.00,"Video, People also ask"
smash bros tier list,Informational,5400,25,0.00,"Sitelinks, Image, Image pack, Video, Related searches"
subordinating conjunctions list,Informational,5400,25,0.30,"AI Overview, Image, Image pack, Video, Related searches"
summer bucket list ideas,Informational,5400,16,0.22,"Sitelinks, AI Overview, Image, Image pack, Video, Discussions and forums, Related searches"
supervive tier list,"Informational, Transactional",5400,20,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
surging sparks card list price,Commercial,5400,23,0.04,"Sitelinks, Image pack, Video, Video carousel, Related searches"
tekken 8 tier list,"Informational, Transactional",5400,24,0.00,"Sitelinks, AI Overview, Image, Video, Related searches"
thanksgiving food list,Informational,5400,29,0.06,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
tier list uma musume,"Informational, Transactional",5400,16,0.00,"Sitelinks, Image, Video, Related searches"
top lane tier list,Commercial,5400,27,0.05,"Sitelinks, Image, Video, Discussions and forums, Related searches"
tv guide listings chicago,Informational,5400,28,2.60,Related searches
tv listings for detroit michigan,"Informational, Commercial",5400,25,0.00,"Video, People also ask"
tv listings zap2it,Informational,5400,22,0.00,"Sitelinks, AI Overview, Video, Related searches"
uk bank holidays 2025 list,Informational,5400,17,0.00,"FAQ, People also ask, Knowledge panel, Related searches"
uma musume card tier list,Commercial,5400,18,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches"
uma tier list,"Informational, Transactional",5400,20,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches"
vivid voltage card list,"Informational, Transactional",5400,10,1.75,"Sitelinks, Image, Image pack, Video, Related searches"
what happened to hilary on love it or list it,Informational,5400,24,0.01,"Sitelinks, AI Overview, Image, Video, Discussions and forums, Related searches"
what is the best title for this bulleted list,Commercial,5400,16,0.00,"AI Overview, Video, Related searches, Questions and answers"
wizard spell list 5e,Commercial,5400,25,0.00,"Sitelinks, Image, Video, Related searches"
