Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
genesight testing,"Informational, Navigational",22200,"0.81,0.81,0.81,1.00,0.81,0.81,1.00,0.81,1.00,1.00,1.00,1.00",25,0.97,0.34,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches, Things to know, Ads bottom, Ads middle",135000
genetic methylation test,Informational,22200,"0.37,0.44,0.19,0.54,0.44,0.54,0.54,1.00,0.54,0.37,0.30,0.30",25,4.42,1.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Things to know, Ads bottom",12900000
race purity test,Navigational,22200,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.24",21,4.46,0.00,"Sitelinks, Image pack, Video, Video carousel, Related searches",10
staar released test,"Informational, Transactional",22200,"0.04,0.04,0.03,0.13,0.13,0.45,1.00,0.07,0.07,0.06,0.04,0.09",26,2.07,0.00,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",10
test out,"Informational, Transactional",22200,"0.66,1.00,0.66,0.54,0.66,0.66,0.66,0.36,0.24,0.16,0.24,0.66",17,3.98,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",3820000000
act test dates 2025,Informational,18100,"0.07,0.13,0.24,0.54,0.29,0.67,0.67,0.81,1.00,0.81,0.81,1.00",22,0.84,0.26,"Sitelinks, AI Overview, Image pack, Video, Knowledge panel, Related searches",8
asian test symposium,"Informational, Commercial",18100,"0.00,0.00,0.01,0.00,1.00,0.54,0.81,0.44,0.29,0.00,0.00,0.24",10,9.77,0.23,"Sitelinks, Video, Related searches",9
battery tester,"Informational, Transactional",18100,"0.55,0.67,1.00,0.82,0.67,0.67,0.55,0.67,0.55,0.67,0.82,0.67",22,0.57,1.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches, Popular products",559000000
childhood trauma test,Informational,18100,"0.69,0.44,0.81,0.69,1.00,0.56,0.56,0.69,0.69,0.44,0.44,0.25",29,0.37,0.44,"Sitelinks, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Things to know",1070000000
chloride blood test high,Informational,18100,"0.66,0.66,0.81,0.81,0.81,0.66,0.81,0.81,1.00,1.00,1.00,0.81",27,0.02,0.00,"AI Overview, Image, Image pack, Video, People also ask, Related searches, Things to know",9
diamond tester,Commercial,18100,"0.55,0.55,0.67,0.67,0.55,1.00,0.82,1.00,0.82,0.82,0.67,0.67",23,0.38,0.89,"Sitelinks, Image, Video, People also ask, Related searches, Popular products, Things to know",802000000
purity test,Informational,18100,"1.00,1.00,1.00,0.62,0.62,1.00,1.00,1.00,1.00,1.00,0.77,1.00",18,5.64,0.00,"Sitelinks, Video, Related searches",10
test tube,"Informational, Transactional",18100,"0.36,0.25,0.25,0.36,0.30,0.30,0.25,0.36,0.16,0.25,1.00,0.67",24,1.13,0.28,"Sitelinks, Image, Video, People also ask, Related searches, Popular products, Things to know",2710000000
tilt table test,Informational,18100,"0.81,0.66,0.66,0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.81,0.81",15,1.81,0.04,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Things to know",8
trauma test,"Informational, Commercial",18100,"0.24,0.36,1.00,0.66,0.36,0.44,0.29,0.24,0.24,0.29,0.29,0.24",23,0.50,0.67,"Image, Image pack, Video, People also ask, Related searches, Things to know, Ads bottom",10
5 love languages test,Informational,14800,"0.20,0.20,0.12,0.12,0.30,0.55,1.00,0.30,0.36,0.36,0.44,0.24",29,0.68,0.59,"Sitelinks, Video, Discussions and forums, Related searches, Ads top, Ads bottom",490000000
alkaline phosphatase blood test,Informational,14800,"0.81,0.81,0.81,0.44,0.67,0.67,0.81,0.67,0.81,1.00,1.00,0.81",26,1.41,0.07,"AI Overview, Image, Image pack, Video, People also ask, Related searches, Things to know",10
at home strep test,Commercial,14800,"0.66,0.66,0.81,0.81,1.00,1.00,0.81,0.66,0.44,0.44,0.54,0.66",29,0.85,0.97,"Sitelinks, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products, Things to know",110000000
borderline personality disorder test,"Informational, Commercial",14800,"1.00,0.81,0.81,0.81,0.81,0.81,0.67,0.67,0.67,0.56,0.56,0.56",23,0.68,0.61,"Sitelinks, People also ask, Discussions and forums, Related searches",10
breathalyser alcohol tester,Commercial,14800,"1.00,0.81,1.00,0.81,0.66,0.81,0.81,0.81,0.54,0.00,0.05,0.66",29,2.50,1.00,"Sitelinks, Image, Video, People also ask, Discussions and forums, Related searches, Popular products, Ads bottom",2300000
cat dna test,Commercial,14800,"1.00,0.66,0.81,0.66,0.43,0.66,0.54,0.54,0.54,0.54,0.54,0.54",22,0.82,0.95,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products, Things to know",10
cortisol test,Informational,14800,"0.66,0.54,0.54,0.66,0.66,1.00,0.81,1.00,1.00,0.66,0.81,0.54",27,1.27,0.90,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Things to know, Ads bottom, Ads middle",10
faint line on pregnancy test,Informational,14800,"0.67,0.67,0.81,0.81,0.67,1.00,0.81,0.81,0.67,0.81,0.81,0.81",19,0.43,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Discussions and forums, Related searches",8
false positive pregnancy test,Informational,14800,"0.81,0.81,0.81,0.81,0.67,1.00,0.81,0.81,0.67,0.67,0.67,0.67",23,0.01,0.03,"Sitelinks, AI Overview, Image, Image pack, Video, Discussions and forums, Related searches",9
how to pass a drug test,Informational,14800,"1.00,0.81,1.00,1.00,0.81,0.81,0.67,0.81,0.67,0.81,0.81,0.81",14,1.25,0.09,"AI Overview, Video, Video carousel, People also ask, Discussions and forums",637000000
illuminate testing,Informational,14800,"0.81,0.81,0.81,0.81,1.00,1.00,1.00,0.54,0.10,0.02,0.36,0.81",29,0.57,0.00,"Video, Related searches",73100000
liability adequacy test,Informational,14800,"0.00,0.00,0.01,0.00,0.81,0.66,1.00,0.54,0.36,0.16,0.03,0.24",10,1.17,0.00,"AI Overview, Video, People also ask, Related searches",9
postal service covid tests,"Informational, Transactional",14800,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",28,2.28,0.11,"Video, People also ask, Related searches",8810000
racism purity test,Informational,14800,"0.66,0.81,0.81,0.66,0.54,0.66,0.66,1.00,0.81,0.81,1.00,0.66",16,4.46,0.00,AI Overview,10
sneak peek gender test,"Informational, Transactional",14800,"0.81,0.81,0.66,1.00,0.81,0.81,1.00,1.00,1.00,0.81,0.81,0.81",13,1.34,1.00,"Sitelinks, Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches, Popular products, Ads bottom",3640000
speakeasy speed test,Informational,14800,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.82,0.82,0.82,1.00,0.82",22,0.19,0.01,"Video, Related searches",9
testing for allergic reactions,Informational,14800,"0.36,0.29,0.29,0.36,0.36,0.54,1.00,0.44,0.00,0.00,0.00,0.00",25,2.06,0.28,"Sitelinks, AI Overview, Image, Image pack, Video carousel, People also ask, Local pack, Related searches, See results about, Things to know",10
tibc blood test,Informational,14800,"0.66,0.66,0.54,0.66,0.66,1.00,0.81,0.81,0.66,0.81,0.81,0.81",20,0.72,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Things to know",10
what does rdw stand for on blood test,Informational,14800,"0.81,0.81,0.81,0.81,0.81,1.00,1.00,1.00,0.54,0.00,0.00,0.00",18,0.01,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches",10
5 panel drug test,Informational,12100,"1.00,0.82,1.00,1.00,0.82,1.00,1.00,1.00,0.82,0.82,1.00,0.82",18,2.16,0.58,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches, Ads bottom, Ads middle",216000000
aces assessment test,Informational,12100,"0.66,0.54,0.44,1.00,0.81,0.66,0.81,0.54,0.54,0.00,0.05,0.44",24,0.65,0.17,"AI Overview, Image pack, Video, People also ask, Related searches, Things to know, Ads top, Ads bottom",10
aces test,"Informational, Commercial",12100,"1.00,0.82,0.55,0.82,1.00,0.82,0.82,0.67,0.55,0.55,0.55,0.82",24,0.58,0.18,"Sitelinks, Image pack, Video, Video carousel, Related searches, Ads top, Ads bottom",7
alk phos blood test,Informational,12100,"0.67,0.67,0.54,0.67,0.54,0.67,0.81,1.00,0.67,1.00,0.81,0.81",28,1.41,0.07,"AI Overview, Image pack, Video, People also ask, Related searches, Things to know",10
casper test,Navigational,12100,"0.54,0.36,0.36,0.36,0.30,0.30,0.54,0.81,0.81,1.00,0.67,0.54",25,1.30,0.00,"Sitelinks, Video, Video carousel, People also ask, Related searches",9
compliance test specification,Informational,12100,"0.01,0.01,0.02,0.00,0.81,0.81,1.00,0.54,0.36,0.00,0.03,0.44",20,2.00,0.59,"Sitelinks, AI Overview, Video, People also ask, Related searches",10
compression tester,Commercial,12100,"0.66,0.66,0.66,0.66,0.66,0.81,0.81,1.00,1.00,1.00,1.00,0.81",28,0.39,0.98,"Sitelinks, Image, Video, Related searches, Popular products",388000000
how many questions are on the permit test,Informational,12100,"0.44,0.44,0.44,0.81,0.54,0.66,0.66,0.54,0.81,1.00,1.00,0.54",29,0.08,0.02,"Sitelinks, AI Overview, Video, Video carousel, Related searches",263000000
how to test alternator,Informational,12100,"0.81,0.81,0.81,0.66,0.81,0.66,0.81,0.81,1.00,0.81,1.00,1.00",21,0.05,0.07,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches",65700000
hsg test,Informational,12100,"0.36,0.36,0.30,0.36,0.36,0.44,0.44,0.44,0.36,1.00,0.44,0.44",28,5.17,0.08,"AI Overview, Image, Image pack, Video, Video carousel, Related searches",22700000
love language test free,"Informational, Transactional",12100,"0.81,0.66,1.00,0.44,1.00,0.54,0.66,0.66,0.54,0.81,0.66,0.54",28,0.84,0.72,"Sitelinks, Video, People also ask, Discussions and forums, Related searches, Ads bottom, Ads middle",1430000000
mchc blood test high,Informational,12100,"0.81,0.54,0.54,0.66,0.81,1.00,0.81,0.81,0.66,0.81,0.81,0.81",27,0.02,0.00,"Sitelinks, AI Overview, Image, Image pack, Related searches",9
pre polytechnic test,"Informational, Commercial",12100,"0.04,0.01,0.03,0.00,0.81,0.81,1.00,0.67,0.44,0.00,0.03,0.44",16,1.36,0.03,"AI Overview, Video, People also ask, Related searches",37900000
psychopath test,"Informational, Commercial",12100,"0.83,0.83,0.67,0.67,0.83,1.00,1.00,0.54,0.54,0.54,0.42,0.42",25,0.26,0.35,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, See results about",8
raised mcv in blood test,Informational,12100,"0.01,0.01,0.02,0.00,0.81,0.81,1.00,0.54,0.54,0.00,0.05,0.44",21,0.01,0.01,"Sitelinks, AI Overview, Image, Video, Related searches",10
regression testing,Informational,12100,"1.00,1.00,0.67,0.82,0.82,0.82,1.00,0.67,0.67,0.67,0.55,0.82",28,7.84,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches, Things to know",10
sat reasoning test dates,Informational,12100,"0.00,0.00,0.01,0.00,0.54,0.66,1.00,0.44,0.36,0.00,0.03,0.24",27,0.34,0.31,"People also ask, Knowledge panel, Related searches",10
servsafe practice test,"Informational, Transactional",12100,"0.81,0.67,0.67,0.81,0.81,1.00,0.81,0.67,0.54,0.67,0.81,0.67",24,0.24,0.36,"Sitelinks, Video, Video carousel, People also ask, Related searches",677000
smog test,Commercial,12100,"0.81,0.67,0.81,1.00,0.81,0.54,0.36,0.30,0.54,0.54,0.44,0.30",25,1.58,0.21,"Image, Image pack, Video, Video carousel, People also ask, Local pack, Related searches, Things to know",10
specific gravity test for urine,Informational,12100,"0.01,0.01,0.01,0.00,1.00,0.00,1.00,0.36,0.00,0.00,0.00,0.00",13,2.61,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Things to know",10
test boost max,"Informational, Transactional",12100,"0.55,0.55,0.55,1.00,0.55,0.55,1.00,0.82,0.55,0.45,0.30,0.23",22,3.72,1.00,"Sitelinks, Image, Video, Video carousel, People also ask, Knowledge panel, Related searches",482000000
titer test,Informational,12100,"0.36,0.36,0.36,0.36,0.66,1.00,0.81,0.54,0.54,0.54,0.54,0.54",21,2.50,0.18,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",9
vital surge testo gummies,"Informational, Commercial",12100,"1.00,1.00,0.29,0.16,0.07,0.03,0.02,0.01,0.00,0.00,0.00,0.00",25,0.74,1.00,"AI Overview, Image pack, Video, People also ask, Related searches",6
vocal range test,Informational,12100,"0.66,0.54,0.54,0.54,0.54,0.54,0.54,0.66,0.54,0.54,0.66,1.00",25,1.41,0.02,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",75900000
voltage tester,"Informational, Transactional",12100,"1.00,0.81,1.00,0.81,0.66,0.81,0.66,0.81,0.81,0.81,1.00,0.81",25,0.37,1.00,"Sitelinks, AI Overview, Image, Video, Related searches, Popular products",521000000
air force physical fitness test,Informational,9900,"0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.08,0.02,0.03,1.00",26,1.59,0.00,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",59300000
allen test,Informational,9900,"1.00,1.00,0.55,0.82,1.00,1.00,0.82,0.55,0.55,0.67,0.44,0.82",23,2.52,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Things to know",501000000
armed services vocational aptitude battery test practice,Informational,9900,"0.00,0.00,0.01,0.00,0.00,0.00,0.66,0.44,1.00,0.00,0.02,0.66",21,0.58,0.24,"Sitelinks, AI Overview, Video, Related searches",10
asbestos test kit,Commercial,9900,"0.81,0.81,0.66,1.00,0.81,1.00,0.81,0.81,0.81,1.00,1.00,0.81",9,1.28,0.97,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products, Things to know",9
backflow testing,Informational,9900,"0.54,0.44,0.36,0.36,0.44,0.54,0.66,0.81,0.66,1.00,1.00,0.81",23,16.29,0.66,"AI Overview, Image, Video, Video carousel, Short videos, Local pack, Related searches",15100000
caaspp practice test,Informational,9900,"0.00,0.00,0.00,0.02,0.05,0.45,1.00,0.82,0.00,0.00,0.00,0.02",17,1.36,0.06,"Sitelinks, Image pack, Video, People also ask, Related searches",10
ck blood test,Informational,9900,"0.66,0.66,0.66,0.66,0.81,0.66,0.66,0.54,0.54,0.66,1.00,0.66",27,1.90,0.01,"AI Overview, Image, Image pack, Video, People also ask, Related searches, Things to know",10
comptia a+ practice test,Commercial,9900,"0.24,1.00,0.19,0.54,0.24,0.19,0.24,0.29,0.24,0.19,0.16,0.13",18,1.63,0.33,"Sitelinks, Video, People also ask, Related searches, Ads bottom",2520000
digital pregnancy test,"Informational, Commercial",9900,"0.44,0.81,0.44,0.54,0.44,0.66,0.54,1.00,0.54,1.00,0.54,0.54",21,0.94,0.11,"Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products, Things to know",10
electroencephalogram tested,Informational,9900,"0.01,0.01,0.02,0.00,0.81,0.81,1.00,0.54,0.36,0.00,0.04,0.36",23,0.74,0.03,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",10
free pregnancy test,Commercial,9900,"0.44,0.54,0.36,0.54,0.54,0.54,0.54,0.54,0.66,1.00,1.00,0.81",19,1.97,0.39,"AI Overview, Image, Video, Discussions and forums, Related searches, Ads bottom",369000000
gi map test,Informational,9900,"0.54,0.81,0.54,0.66,0.81,0.66,0.66,1.00,1.00,0.81,0.66,0.54",20,2.48,1.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",245000000
hair porosity test,Informational,9900,"0.66,0.66,0.66,0.54,0.66,0.81,0.66,0.66,0.66,1.00,0.66,0.54",9,0.17,0.12,"Sitelinks, AI Overview, Image pack, Video, Discussions and forums, Related searches",8
iat test,Navigational,9900,"0.81,0.81,0.66,0.29,0.54,1.00,0.54,0.36,0.36,0.24,0.24,0.66",22,3.69,0.02,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",10
low mean cell volume blood test,Informational,9900,"0.05,0.01,0.04,0.00,0.66,1.00,0.81,0.81,0.44,0.00,0.05,0.36",28,0.01,0.00,"Sitelinks, AI Overview, Image, Video, Related searches",8
mcat practice test,Informational,9900,"0.44,0.44,0.66,0.66,0.66,1.00,1.00,0.81,0.81,0.81,1.00,0.81",28,1.34,0.19,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Related searches, Ads bottom",10
mch in blood test is high,Informational,9900,"0.00,0.01,0.04,0.00,1.00,1.00,0.81,0.81,0.44,0.00,0.04,0.00",25,0.01,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",10
mchc laboratory test,Informational,9900,"0.00,0.00,0.00,0.00,0.16,1.00,0.00,0.00,0.00,0.00,0.01,0.20",26,0.02,0.01,"Sitelinks, AI Overview, Image, Related searches",10
neurodivergent test,"Informational, Commercial",9900,"0.67,0.67,0.82,1.00,0.67,0.82,0.82,0.55,0.44,0.67,0.67,0.67",15,0.58,0.31,"Sitelinks, Image, Image pack, Video, Related searches",8
phalen test,Informational,9900,"0.54,1.00,1.00,0.16,0.54,0.24,1.00,0.54,0.44,0.81,0.81,0.81",22,0.51,0.00,"AI Overview, Image, Image pack, Video, Knowledge panel, Related searches",10
print test page,"Informational, Transactional",9900,"1.00,0.81,0.67,0.81,1.00,0.81,0.67,0.81,0.67,0.67,0.81,0.54",23,1.68,0.00,"Sitelinks, Image pack, Video, Video carousel, People also ask",
ptcb practice test,"Informational, Commercial",9900,"0.81,0.81,0.67,1.00,0.81,1.00,1.00,1.00,0.81,1.00,0.81,0.81",9,1.12,0.31,"Sitelinks, Video, Related searches",8
radonmätare test,Informational,9900,"0.00,0.01,0.01,0.00,0.66,0.66,1.00,0.44,0.01,0.00,0.00,0.00",7,1.47,0.69,"Sitelinks, AI Overview, Video, Related searches, See results about",9
rsv test,Informational,9900,"0.36,0.44,1.00,1.00,0.81,0.44,0.22,0.19,0.14,0.14,0.14,0.22",29,0.94,0.17,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches, Ads bottom",35700000
singapore urine test,Informational,9900,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.29,0.00,0.03,0.29",17,2.29,0.00,"Sitelinks, Image, Image pack, Video, Related searches",9
spark plug tester,Commercial,9900,"0.66,0.44,0.44,0.54,0.44,0.81,0.81,1.00,0.54,0.81,0.54,0.81",26,0.40,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products, Things to know, Ads bottom",9
telpas practice test,Informational,9900,"0.01,0.02,0.02,0.30,1.00,0.08,0.05,0.00,0.00,0.00,0.00,0.01",11,1.61,0.00,"Sitelinks, Video, Video carousel, Related searches",33900
test rapid streptococ,"Informational, Commercial",9900,"0.04,0.01,0.03,0.16,0.36,0.66,1.00,0.66,0.20,0.00,0.04,0.24",12,1.04,0.12,"Image, Image pack, Video, People also ask, Related searches, See results about",10
tsi practice test,"Informational, Transactional",9900,"0.54,0.54,0.44,0.66,0.66,0.66,1.00,1.00,0.66,0.66,0.66,0.44",23,0.08,0.13,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",10
uibc blood test,Informational,9900,"1.00,0.67,0.67,1.00,1.00,1.00,1.00,0.81,0.81,0.81,0.67,0.54",25,0.72,0.00,"Sitelinks, Image, Video, People also ask, Related searches",201000
what is chloride in blood test,Informational,9900,"0.81,0.81,0.54,0.66,0.81,0.81,0.66,1.00,0.81,0.66,0.81,0.66",20,0.01,0.00,"AI Overview, Image, Image pack, Video, People also ask, Related searches",10
when is the best time to take a pregnancy test,Commercial,9900,"0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00",17,0.40,0.14,"AI Overview, Video, People also ask, Discussions and forums, Related searches",7
accu chek test strips,Informational,8100,"0.44,0.36,0.36,0.66,0.44,1.00,0.81,1.00,0.54,0.54,0.54,0.66",25,1.69,1.00,"Sitelinks, Image, Video, People also ask, Related searches, Ads bottom",2120000
adhd test free,Informational,8100,"1.00,0.66,0.81,0.81,0.81,0.81,0.66,0.54,0.44,0.54,0.54,0.54",23,0.40,0.73,"Sitelinks, People also ask, Discussions and forums, Related searches",10
ase practice test,"Informational, Transactional",8100,"0.66,0.66,0.66,0.66,0.66,0.81,0.81,1.00,0.66,0.54,0.66,0.66",19,0.40,0.28,"Sitelinks, Image pack, Video, Video carousel, Related searches",9
astigmatism test,Informational,8100,"0.82,1.00,0.82,0.66,0.82,0.66,0.66,0.55,0.55,0.43,0.43,0.66",9,0.98,0.10,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches, Ads bottom, Ads middle",10
c reactive protein test,Informational,8100,"1.00,1.00,0.81,1.00,0.81,0.67,0.67,0.67,0.81,0.81,0.81,0.81",23,1.25,0.04,"AI Overview, Image, Image pack, Video, Related searches",10
clearblue ovulation test,Commercial,8100,"0.66,0.36,0.54,0.44,0.36,0.66,0.44,0.66,1.00,0.66,0.44,0.54",29,0.48,0.23,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products, Things to know",3010000
crash test dummies mmm lyrics,Informational,8100,"0.54,0.23,0.36,0.36,0.44,0.54,0.67,0.81,0.67,1.00,0.81,0.81",26,0.13,0.00,"Sitelinks, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches",45400
dog pregnancy test,"Informational, Transactional",8100,"0.54,0.54,1.00,1.00,0.44,1.00,0.81,0.81,0.66,0.66,0.54,0.44",11,0.65,0.90,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",289000000
elevated rdw in blood test,Informational,8100,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.36,0.00,0.00,0.00",22,0.96,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Things to know",9
hesi practice test,"Informational, Transactional",8100,"0.67,0.67,0.67,1.00,0.81,1.00,1.00,0.81,0.67,1.00,0.81,0.81",23,0.60,0.38,"Sitelinks, Image pack, Video, People also ask, Related searches, Ads bottom",9
houses in harry potter test,Informational,8100,"0.07,0.02,0.05,0.00,0.66,0.81,1.00,1.00,0.54,0.00,0.16,0.24",28,0.04,0.13,"Sitelinks, Image, Image pack, Video, Related searches",8
how to pass mouth swab test in 12 hours,Informational,8100,"1.00,0.66,0.66,0.66,0.29,0.66,0.66,0.54,0.44,0.54,0.54,0.54",17,0.48,0.00,"Sitelinks, AI Overview, Image, Discussions and forums, Related searches",3000000
how to test a capacitor,Informational,8100,"0.36,0.44,0.44,0.54,0.54,0.44,0.54,0.66,0.81,1.00,0.81,0.66",26,0.09,0.02,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",10
labrador test,"Informational, Transactional",8100,"0.08,0.01,0.05,0.01,0.66,0.81,0.66,0.44,0.44,0.00,0.07,1.00",17,4.01,0.02,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",10
lipoprotein a test,Informational,8100,"0.66,0.66,0.44,0.66,0.66,1.00,1.00,1.00,0.66,0.81,0.81,0.81",26,1.45,0.40,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Ads bottom",8
low mpv blood test,Informational,8100,"0.54,0.54,0.54,0.66,0.66,1.00,0.81,0.81,0.66,0.66,0.66,0.66",16,0.68,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches",10
