Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
date ideas near me,Transactional,18100,"0.66,1.00,0.81,1.00,0.81,1.00,0.66,0.66,0.66,0.66,1.00,0.81",23,1.12,0.12,"Sitelinks, AI Overview, Video, People also ask, Discussions and forums, Related searches",1340000000
easy painting ideas,Informational,18100,"0.67,0.67,0.83,0.83,0.83,1.00,1.00,0.83,0.67,1.00,0.83,0.67",29,0.26,0.03,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",10
keto dinner ideas,Informational,18100,"0.55,0.45,0.45,1.00,0.82,0.82,0.66,0.66,0.66,0.45,0.66,0.45",15,0.07,0.60,"Sitelinks, Image, Video, Recipes, Related searches",169000000
kitchen backsplash ideas,Informational,18100,"1.00,1.00,0.66,1.00,1.00,0.82,0.66,0.82,0.66,0.82,0.66,0.66",27,0.44,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products, Ads bottom",10
stocking stuffer ideas,Informational,18100,"0.04,0.38,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",24,0.22,0.86,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches, Popular products, Ads bottom, Ads middle",9
air dry clay ideas,Informational,14800,"0.44,0.54,0.54,0.81,0.81,1.00,0.81,1.00,0.81,0.81,0.66,0.81",28,0.16,0.23,"Image, Image pack, Video, People also ask, Related searches, Popular products",10
anything but a cup ideas,Informational,14800,"0.36,1.00,0.81,0.29,0.36,0.36,0.44,0.44,0.13,0.08,0.10,0.24",28,0.12,0.04,"Sitelinks, Image, Image pack, Video, Short videos, People also ask, Discussions and forums, Related searches",377000000
bachelorette party ideas,Informational,14800,"0.37,0.67,0.44,1.00,0.67,0.81,0.67,0.67,0.67,0.67,0.54,0.44",19,0.36,0.88,"Sitelinks, AI Overview, Image, Video, Related searches",41600000
bathroom tile ideas,Informational,14800,"0.55,0.67,0.67,0.55,1.00,0.82,0.55,0.36,0.44,0.36,0.55,0.36",29,0.67,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",239000000
craft ideas craft,Informational,14800,"0.02,0.00,0.01,0.00,0.16,0.20,0.20,0.13,1.00,0.00,0.02,0.29",28,0.17,0.05,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches, Popular products",10
crazy hair day ideas,Informational,14800,"1.00,0.30,0.25,0.30,0.36,0.44,0.44,0.44,0.20,0.16,0.10,0.44",26,0.19,0.02,"Sitelinks, Image, Image pack, Video, Related searches",201000000
date night ideas near me,Transactional,14800,"0.81,0.81,0.66,1.00,0.66,0.81,0.66,0.66,0.66,0.54,0.54,0.44",20,1.08,0.17,"Sitelinks, Image pack, Video, People also ask, Local pack, Related searches",10
easy pumpkin carving ideas,Informational,14800,"1.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04",21,0.08,0.76,"AI Overview, Image, Video, Video carousel, Recipes, Discussions and forums, Related searches",10
front porch ideas,Informational,14800,"0.44,0.19,0.24,0.37,0.37,0.81,1.00,0.81,0.54,0.30,0.44,0.30",26,0.50,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",8
fundraiser ideas,Informational,14800,"0.81,1.00,0.54,0.67,0.67,0.67,0.67,0.67,0.54,0.54,0.67,0.81",28,1.25,0.46,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Ads bottom",10
graduation video music ideas,Informational,14800,"0.03,0.01,0.02,0.00,0.24,0.29,0.66,1.00,0.29,0.00,0.02,0.10",19,0.03,0.08,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",9
nail ideas 2025,Informational,14800,"0.00,0.00,0.01,0.54,1.00,0.54,0.67,1.00,0.36,0.36,0.81,0.29",23,0.09,0.93,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",10
nail painting ideas designs,Informational,14800,"0.00,0.00,0.01,0.00,1.00,0.54,0.81,0.36,0.29,0.00,0.00,0.00",28,0.09,0.96,"AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",6
rhyme without reason ideas,"Informational, Commercial",14800,"1.00,0.20,0.16,0.30,0.30,0.30,0.36,0.20,0.09,0.10,0.20,0.67",28,0.01,0.01,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",11400000
secret santa gift ideas,"Informational, Commercial",14800,"0.02,0.55,1.00,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00",28,0.13,0.67,"Sitelinks, Image, Image pack, Video, People also ask, Popular products",57100000
chest tattoo ideas for guys,Informational,12100,"0.00,0.01,0.02,0.00,1.00,0.10,1.00,0.44,0.36,0.00,0.03,0.20",25,0.53,0.01,"Image, Image pack, Video, Video carousel, Related searches",9
christmas eve dinner ideas,Informational,12100,"0.01,0.06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",23,0.05,0.11,"Sitelinks, Image, Image pack, Video, People also ask",54200000
christmas tree decorating ideas,Informational,12100,"0.16,1.00,0.54,0.02,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.07",28,0.16,1.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Short videos, People also ask, Related searches, Popular products",472000000
esdi to ide,Informational,12100,"0.00,0.00,0.01,0.00,0.24,0.44,1.00,0.36,0.29,0.00,0.03,0.20",25,0.49,0.00,"People also ask, Related searches",4360
fun date ideas,Informational,12100,"1.00,0.81,0.67,1.00,1.00,0.81,1.00,0.81,0.67,0.81,0.81,0.81",28,0.67,0.34,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches",1800000000
gingerbread house ideas,"Informational, Commercial",12100,"0.02,0.37,1.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",18,0.07,0.81,"AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",10
graduation gift ideas,"Informational, Commercial",12100,"0.06,0.06,0.11,0.03,0.06,0.11,0.56,1.00,0.56,0.08,0.03,0.03",28,0.30,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",10
halloween food ideas,Informational,12100,"1.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.19",26,0.06,0.74,"AI Overview, Image, Image pack, Video, Recipes, Related searches, See results about",10
ideas painting rocks,"Informational, Commercial",12100,"0.03,0.01,0.03,0.00,0.44,0.66,1.00,0.66,0.44,0.00,0.04,0.36",29,0.13,0.99,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",22500000
jack o lantern ideas,Informational,12100,"1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02",24,0.09,0.85,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",8
kitchen island ideas,Informational,12100,"0.55,0.83,0.83,0.69,1.00,0.69,0.83,0.69,0.69,0.69,0.55,0.69",29,0.49,1.00,"Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",10
light dinner ideas,Informational,12100,"0.66,0.66,0.66,0.54,0.66,1.00,1.00,1.00,1.00,1.00,1.00,0.81",25,0.06,0.35,"Sitelinks, AI Overview, Image, Image pack, Video, Recipes, Discussions and forums, Related searches",5
makeup ideas,Informational,12100,"0.82,0.82,1.00,1.00,0.67,0.82,0.67,1.00,0.82,1.00,0.67,0.55",27,0.47,0.01,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",6
picnic food ideas,Informational,12100,"0.66,0.30,0.16,0.23,0.30,0.55,0.82,1.00,0.82,0.82,0.66,0.36",26,0.06,0.44,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Recipes, Discussions and forums, Related searches",9
pregnancy announcement ideas,Informational,12100,"0.81,0.81,0.81,0.81,0.67,0.81,0.81,1.00,0.67,0.67,0.67,0.54",26,0.41,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",10
short nails ideas,Informational,12100,"0.05,0.19,0.07,0.08,0.10,0.08,1.00,0.81,0.66,0.66,0.81,0.66",26,0.09,0.93,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",310000000
simple tattoo ideas,Informational,12100,"1.00,0.66,0.66,1.00,1.00,0.82,0.82,1.00,0.82,0.82,0.66,0.43",29,0.35,0.18,"Image, Image pack, Video, People also ask, Related searches",10
taco bar ideas,Informational,12100,"0.54,0.44,1.00,0.44,0.54,0.44,0.54,0.66,0.54,0.44,0.44,0.44",28,0.12,0.72,"Sitelinks, AI Overview, Image, Video, Recipes, Related searches",10
30th birthday ideas,"Informational, Commercial",9900,"0.81,0.67,0.54,1.00,0.67,0.81,0.67,0.67,0.67,0.67,0.67,0.67",13,0.47,0.99,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",10
beef dinner ideas,Informational,9900,"0.36,1.00,0.81,0.54,0.81,1.00,0.66,0.44,0.44,0.66,0.44,0.66",29,0.14,0.37,"AI Overview, Image, Video, Video carousel, Recipes, Related searches",10
beware the ides of march,Informational,9900,"0.02,0.02,0.04,0.09,0.16,1.00,0.25,0.05,0.04,0.02,0.04,0.02",29,0.02,0.00,"Sitelinks, AI Overview, Image, Video, Related searches",438000
birthday birthday ideas,Informational,9900,"0.05,0.01,0.04,0.00,1.00,1.00,0.81,0.81,0.44,0.00,0.05,0.36",22,0.80,0.43,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",953000000
boo basket ideas,Informational,9900,"1.00,0.13,0.06,0.06,0.02,0.00,0.00,0.00,0.00,0.02,0.24,0.81",26,0.24,0.86,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches, Popular products",10
bridal shower gift ideas,Commercial,9900,"0.44,0.24,0.36,0.67,0.67,1.00,0.82,0.67,0.67,1.00,1.00,0.82",27,0.27,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",10
charades ideas,Informational,9900,"0.36,0.81,1.00,0.56,0.56,0.56,0.44,0.56,0.56,0.56,0.44,0.36",23,0.02,0.22,"AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches",9
cover up tattoo ideas,Informational,9900,"0.54,0.24,0.54,0.44,0.54,0.67,0.67,1.00,0.67,1.00,0.44,0.09",25,0.51,0.05,"AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",7
deck ideas,Informational,9900,"0.44,0.22,0.22,0.22,0.28,0.81,0.67,1.00,0.67,0.67,0.56,0.28",26,1.01,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",9
easy lunch ideas for work,Informational,9900,"0.83,1.00,0.55,1.00,0.69,1.00,1.00,0.83,0.69,0.69,1.00,0.83",27,0.35,0.58,"Sitelinks, AI Overview, Image, Image pack, Video, Recipes, Discussions and forums, Related searches",8
fall nail ideas,Informational,9900,"0.66,0.44,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.36,1.00",28,0.08,0.94,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",9
false nails ideas,Informational,9900,"0.07,0.00,0.00,0.00,1.00,1.00,0.66,0.81,0.44,0.00,0.05,0.29",20,0.09,0.91,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",9
family costume ideas,Informational,9900,"1.00,0.05,0.00,0.03,0.05,0.03,0.02,0.03,0.03,0.24,0.30,0.67",13,0.11,0.85,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",10
french manicure ideas,Informational,9900,"0.54,0.44,0.54,0.66,0.66,0.66,0.81,1.00,0.66,0.81,0.81,0.54",23,0.09,0.99,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",10
funny elf on the shelf ideas,Informational,9900,"0.00,0.07,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",24,0.07,0.78,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",10
gift ideas for dad,Commercial,9900,"0.12,0.54,1.00,0.09,0.12,0.12,0.10,0.10,0.30,0.16,0.10,0.16",25,0.25,0.98,"Sitelinks, Image, Video, Video carousel, Related searches",130000000
hair ideas,Informational,9900,"0.44,0.67,0.36,0.44,0.44,0.82,1.00,0.82,0.67,1.00,0.82,0.36",29,0.29,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",10
halloween ideas,Informational,9900,"1.00,0.02,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.11,0.20,0.55",22,0.18,0.63,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",1080000000
high protein dinner ideas,Informational,9900,"0.36,0.36,0.29,1.00,0.54,0.54,0.44,0.36,0.36,0.29,0.29,0.36",25,0.09,0.46,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Recipes, Discussions and forums, Related searches",10
high protein lunch ideas,Informational,9900,"0.66,0.66,0.66,1.00,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81",26,0.49,0.70,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Recipes, Discussions and forums, Related searches",300000000
ide twins,Informational,9900,"0.05,0.01,0.03,0.00,0.54,0.81,1.00,0.67,0.36,0.00,0.04,0.29",29,0.55,0.00,"Image, Image pack, Video, People also ask",7330000
ideas to draw,Informational,9900,"0.66,0.66,0.66,0.81,0.66,0.66,1.00,1.00,0.29,0.24,0.44,0.44",28,0.35,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",10
lunch ideas for work,Informational,9900,"0.54,0.54,0.44,1.00,0.81,1.00,0.81,0.81,0.81,0.81,1.00,1.00",28,0.22,0.55,"Sitelinks, AI Overview, Image, Video, Recipes, Related searches",10
maternity photoshoot ideas,Informational,9900,"1.00,0.67,0.67,0.67,0.82,1.00,1.00,0.82,0.82,0.82,0.82,0.82",22,0.43,0.16,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",7140000
mens tattoo ideas,Informational,9900,"0.44,0.44,1.00,0.44,0.67,1.00,0.67,0.82,0.82,0.82,0.44,0.44",28,0.36,0.03,"Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",10
painted pumpkin ideas,Informational,9900,"1.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29",26,0.08,0.28,"Image, Image pack, Video, Short videos, Related searches",50000000
party food ideas,Informational,9900,"0.54,0.54,1.00,0.44,0.44,0.54,0.44,0.54,0.44,0.54,0.54,0.36",29,0.24,0.88,"Sitelinks, AI Overview, Image, Video, Short videos, Recipes, Related searches",2320000000
short nail ideas,Informational,9900,"0.36,0.28,0.44,0.44,0.67,0.81,0.81,1.00,0.67,0.67,0.56,0.56",24,0.09,0.71,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",10
sleepover ideas,Informational,9900,"0.54,0.67,0.67,0.81,0.67,0.81,0.67,0.81,1.00,0.81,0.81,0.67",25,0.16,0.50,"AI Overview, Image, Image pack, Video, Related searches",10
sleeve tattoo ideas for men,Informational,9900,"0.04,0.44,1.00,0.24,0.19,0.19,0.19,0.36,0.29,0.19,0.16,0.13",25,0.53,0.05,"Sitelinks, Image, Image pack, Video, Related searches",10
small laundry room ideas,Informational,9900,"0.67,0.67,1.00,0.67,1.00,0.82,0.67,0.67,0.55,0.67,0.82,0.55",29,0.25,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",10
small tattoo ideas for men,Informational,9900,"0.66,0.55,0.36,0.36,0.66,1.00,0.82,0.66,0.55,0.55,0.66,0.55",25,0.36,0.04,"Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",9
sweet 16 party ideas,Informational,9900,"0.55,0.44,0.36,1.00,0.55,0.55,0.55,0.44,0.55,0.44,0.44,0.55",17,0.27,0.90,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches, Popular products, Ads bottom",4
thanksgiving dessert ideas,Informational,9900,"0.06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01",27,0.07,0.57,"Image, Image pack, Video, Video carousel, Recipes, Discussions and forums, Related searches, Ads bottom",307000000
wedding registry ideas,"Informational, Commercial",9900,"0.67,0.67,0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.81,0.67,0.54",25,1.01,0.78,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products, Ads bottom",81500000
year wedding anniversary gift ideas,Informational,9900,"0.05,0.01,0.04,0.00,1.00,1.00,0.81,0.81,0.44,0.00,0.04,0.54",18,0.32,0.75,"Sitelinks, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products",10
2 truths and a lie ideas,Informational,8100,"0.44,0.66,0.66,0.81,0.54,0.54,0.81,0.81,0.66,0.54,1.00,0.81",12,0.02,0.13,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",10
21st birthday ideas,Informational,8100,"0.82,0.66,0.66,1.00,0.66,0.82,0.66,0.66,0.55,0.55,0.55,0.43",28,0.45,1.00,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",140000000
acrylic nail ideas,"Informational, Commercial",8100,"0.17,0.21,0.33,0.67,0.42,1.00,0.54,0.83,0.33,0.67,0.83,0.42",28,0.09,0.89,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",7
anniversary ideas,Informational,8100,"1.00,0.55,0.44,0.55,0.36,0.55,0.44,0.55,0.55,0.55,0.55,0.67",28,0.71,0.99,"Sitelinks, AI Overview, Image, Video, Knowledge panel, Related searches, Popular products",
birthday cake ideas,Informational,8100,"0.67,0.81,0.67,1.00,0.81,0.81,0.67,0.67,1.00,0.54,0.81,0.67",28,0.06,0.83,"Sitelinks, Image, Image pack, Video, People also ask, Recipes, Related searches",398000000
birthday dinner ideas,Informational,8100,"0.82,0.67,0.67,1.00,0.82,1.00,0.67,0.67,0.55,0.67,0.82,0.67",21,0.41,0.18,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Recipes, Related searches",10
bridal shower ideas,Informational,8100,"0.24,0.29,0.29,1.00,0.82,0.82,0.67,0.67,0.67,0.55,0.55,0.44",29,0.18,1.00,"Sitelinks, AI Overview, Image, Video, Related searches",58800000
bulletin board ideas,Informational,8100,"0.36,0.30,0.30,0.66,0.30,0.45,0.36,0.45,0.45,0.82,1.00,0.66",15,0.24,0.97,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",10
camping food ideas,Informational,8100,"0.44,0.20,0.12,0.20,0.15,0.29,0.36,0.82,0.67,1.00,0.67,0.44",25,0.06,0.46,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Recipes, Related searches",134000000
canvas painting ideas,Informational,8100,"0.34,0.83,0.28,0.83,0.83,1.00,0.69,1.00,0.55,0.83,0.83,0.69",26,0.53,0.74,"Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",10
couple tattoo ideas,Informational,8100,"0.66,0.66,0.43,0.66,0.82,0.82,0.82,1.00,0.55,0.82,0.55,0.82",28,0.14,0.03,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",67700000
dating date ideas,Informational,8100,"0.00,0.00,0.01,0.00,0.00,0.54,1.00,0.00,0.00,0.00,0.03,0.29",26,0.45,0.25,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",8
easy costume ideas,"Informational, Commercial",8100,"1.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04",26,0.11,0.87,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches",
elf on a shelf ideas,Informational,8100,"0.01,0.20,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,0.07,0.96,"Sitelinks, AI Overview, Image, Video, Short videos, People also ask, Related searches, Ads bottom, Ads middle",28400000
elf on the shelf ideas easy,Informational,8100,"0.00,0.01,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,0.06,0.65,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products",8
family tattoo ideas,Informational,8100,"0.54,0.67,0.67,0.54,0.67,1.00,0.81,0.81,0.67,0.54,0.81,0.44",28,0.26,0.02,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches",10
fingernail design ideas for short nails,Informational,8100,"0.04,0.01,0.03,0.00,1.00,0.00,1.00,0.54,0.00,0.00,0.00,0.00",24,0.09,0.93,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",10
galentines day ideas,Informational,8100,"0.00,0.00,0.10,1.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00",18,0.13,0.56,"AI Overview, Image, Video, Related searches",6070000
gift ideas for father in law,"Informational, Commercial",8100,"0.03,0.44,1.00,0.02,0.01,0.00,0.01,0.00,0.00,0.02,0.01,0.01",26,0.26,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches, Popular products, Ads bottom",10
graduation cap ideas,Informational,8100,"0.07,0.07,0.13,0.03,0.10,0.20,0.80,1.00,0.53,0.03,0.07,0.07",26,0.18,0.57,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products, Ads bottom",7
grocery list ideas,Informational,8100,"0.67,0.54,0.67,1.00,0.67,0.67,0.67,0.67,0.67,0.81,0.67,0.81",29,0.34,0.98,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches",
hairdressing ideas,Informational,8100,"0.08,0.02,0.05,0.00,0.66,0.81,1.00,1.00,0.54,0.00,0.07,0.44",21,0.27,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",10
hand tattoo ideas,Informational,8100,"0.55,0.43,0.55,0.55,0.55,1.00,0.82,0.82,0.66,0.55,0.66,1.00",28,0.57,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches",85500000
hoco proposal ideas,Informational,8100,"0.37,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.44,1.00",28,0.19,0.04,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches",10
idea cosmetics,Informational,8100,"0.10,0.02,0.07,0.01,0.81,1.00,1.00,0.66,0.81,0.00,0.07,0.36",8,0.47,0.01,"Sitelinks, Video, People also ask, Knowledge panel, Related searches",151000000
idea education,Informational,8100,"0.01,0.02,0.00,0.01,0.13,1.00,0.04,0.13,0.03,0.03,0.01,0.02",26,3.53,0.03,"Sitelinks, AI Overview, Image pack, Video, Knowledge panel, Related searches",8
