Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
find codes for rca universal remote,"Informational, Transactional",5400,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.81,0.44,0.00,0.04,0.00",29,0.99,0.00,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",2310000
find my i phone,Informational,5400,"0.54,0.44,0.81,0.30,0.44,0.44,0.44,0.81,0.44,1.00,0.44,0.44",25,0.99,0.03,"Image pack, Video, Video carousel, Related searches",9
find waldo,Informational,5400,"1.00,1.00,0.81,0.54,0.44,0.67,0.44,0.54,0.54,0.54,0.67,0.67",25,0.18,0.52,"Sitelinks, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches, Things to know",9
findings,Informational,5400,"0.54,0.54,0.81,0.44,0.81,0.81,0.67,0.81,0.44,0.54,1.00,0.54",29,0.49,0.00,"Sitelinks, Image pack, Video, Related searches",6
how can i find my iphone,Informational,5400,"0.67,0.55,0.67,0.55,1.00,0.18,0.09,0.36,0.29,0.67,0.29,0.55",28,1.08,0.39,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads middle",7
how to find a sphere's volume,Informational,5400,"0.02,0.01,0.03,0.00,0.16,0.00,1.00,0.67,0.10,0.00,0.00,0.00",27,2.08,0.00,"Sitelinks, Instant answer, Video, Video carousel, People also ask, Discussions and forums, Related searches",10
how to find hypotenuse,Informational,5400,"0.55,0.36,0.44,0.67,0.55,0.67,0.82,1.00,0.29,0.24,0.55,0.67",21,1.91,0.00,"AI Overview, Image pack, Video, Video carousel, Related searches, Questions and answers",10
how to find my ring size,Informational,5400,"0.10,0.13,1.00,0.81,0.29,0.19,0.29,0.36,0.23,0.66,0.44,0.66",29,0.42,0.80,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",10
how to find oblique asymptotes,Informational,5400,"1.00,0.67,0.82,0.12,0.24,0.24,1.00,0.67,0.36,0.05,0.44,0.44",22,1.47,0.00,"AI Overview, Image pack, Video, Video carousel, Related searches",157000
how to find someone's birthday,Informational,5400,"0.36,0.24,0.19,0.16,0.29,1.00,0.44,0.36,0.44,0.24,0.29,0.36",29,0.84,0.56,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",144000000
how to find the diameter of a circle,Informational,5400,"0.54,0.30,0.36,0.36,0.30,0.67,1.00,0.81,0.36,0.23,0.36,0.36",26,1.59,0.00,"AI Overview, Image pack, Video, Video carousel, Related searches, Questions and answers",10
how to find the volume of a triangular prism,Informational,5400,"0.07,0.13,0.13,0.13,0.15,0.44,0.67,1.00,0.06,0.04,0.06,0.06",27,1.97,0.01,"Sitelinks, Instant answer, Image pack, Video, Video carousel, Related searches",9
hunting range finder,Commercial,5400,"0.81,0.81,0.66,0.23,0.15,0.15,0.19,0.19,0.19,0.29,0.36,1.00",26,0.55,1.00,"Sitelinks, Image, Video, Related searches, Popular products",10
i hope this doesn't find you,Informational,5400,"0.10,0.08,0.23,0.44,0.19,0.66,0.66,1.00,0.66,0.66,0.54,0.44",15,0.58,0.03,"Sitelinks, Video, People also ask, Knowledge panel, Discussions and forums, Related searches",909000000
i hope this message finds you well,Informational,5400,"0.82,0.67,1.00,0.82,0.44,0.67,0.82,0.55,0.67,0.67,0.67,0.67",14,0.14,0.06,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches",10
only finder,Commercial,5400,"1.00,0.83,0.42,0.67,0.42,0.54,0.42,0.33,0.42,0.33,0.42,0.42",11,0.21,0.22,Video,214000
seek and you shall find,Informational,5400,"0.81,0.81,1.00,1.00,0.81,0.81,0.81,0.67,0.67,0.81,0.81,0.81",25,0.01,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches",346000000
set boundaries find peace,Informational,5400,"0.81,0.67,0.81,1.00,0.81,0.54,0.81,0.81,0.81,0.81,0.81,0.67",27,0.82,0.84,"Sitelinks, Video, People also ask, Knowledge panel, Related searches, Popular products, Things to know, Ads bottom",129000000
tempo and key finder,Informational,5400,"0.81,0.54,1.00,0.81,0.44,0.19,0.44,0.54,0.54,0.66,0.44,0.81",27,2.41,0.00,"Sitelinks, Video, Related searches",10
tempo finder,"Informational, Commercial",5400,"0.81,1.00,0.66,1.00,0.81,0.81,1.00,1.00,0.81,1.00,0.81,0.81",28,0.58,0.00,"Sitelinks, Video, People also ask, Related searches",10
