Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
falcons logo,Informational,9900,"1.00,0.67,0.67,0.67,0.44,0.30,0.30,0.54,0.23,0.36,0.54,1.00",28,0.75,0.45,"Sitelinks, Image, Image pack, Video, People also ask, Top stories, Related searches",58800000
logan ohio,Informational,9900,"0.82,0.82,0.66,0.66,0.55,0.82,0.82,0.82,0.82,1.00,1.00,0.66",23,0.72,0.04,"Sitelinks, Image, Image pack, Video, Video carousel, Knowledge panel, Related searches",9
michigan state logo,Informational,9900,"0.54,0.54,0.54,0.66,0.44,1.00,1.00,0.66,0.36,0.54,0.36,0.66",20,0.31,0.16,"Sitelinks, Image, Image pack, Video, Related searches",506000000
new orleans saints logo,Informational,9900,"0.81,1.00,0.81,0.54,0.29,0.29,0.36,0.24,0.29,0.44,0.36,0.81",21,0.11,0.58,"Sitelinks, AI Overview, Instant answer, Image, Image pack, Video, People also ask, Knowledge panel, Top stories, Related searches",8
panthers logo,Informational,9900,"1.00,0.66,0.66,0.66,0.29,0.36,0.44,0.66,0.44,0.44,0.81,1.00",17,1.65,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",7
under armour logo,Navigational,9900,"0.66,0.66,0.81,0.54,0.66,0.44,0.54,0.54,0.54,0.44,0.54,1.00",19,1.75,0.06,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",10
versace logo,Informational,9900,"1.00,0.82,0.82,0.67,0.67,0.67,0.67,0.67,0.55,0.67,0.67,0.67",26,1.56,0.17,"Sitelinks, Image, Image pack, Video, Short videos, People also ask, Related searches",84100000
walgreens logo,Transactional,9900,"0.82,0.67,0.82,0.82,0.82,1.00,0.82,0.82,0.82,1.00,0.82,0.82",26,0.46,0.00,"Sitelinks, Image, Image pack, Video, Related searches",10
warriors logo,Informational,9900,"0.55,0.55,0.55,0.44,0.55,0.67,1.00,0.67,0.44,0.44,0.67,0.55",27,1.29,0.04,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",10
wood splitter log,"Informational, Transactional",9900,"0.01,0.19,0.03,0.00,1.00,1.00,0.66,0.44,0.54,0.00,0.05,0.36",29,0.34,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products, Things to know",10300000
alfa romeo logo,Informational,8100,"0.44,0.67,0.44,0.44,1.00,0.67,0.54,0.54,0.67,0.54,0.54,0.35",29,0.10,0.03,"Sitelinks, AI Overview, Image, Video, Related searches",108000000
alligator logo,Informational,8100,"0.02,0.02,1.00,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02",29,0.37,0.01,"AI Overview, Image, Image pack, Video, Related searches",10
anderson rtc logan express,Informational,8100,"0.10,0.02,0.07,0.01,0.81,1.00,1.00,0.66,0.66,0.00,0.08,0.54",18,1.08,0.06,"Sitelinks, Image, Image pack, Video, Knowledge panel, Related searches",9
braves logo,Informational,8100,"0.36,0.28,0.28,0.36,0.56,0.44,0.56,0.67,0.36,0.56,1.00,0.81",18,0.24,0.32,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",9
bulls logo,Informational,8100,"1.00,0.81,0.44,0.35,0.81,0.81,1.00,0.81,0.54,0.44,0.44,0.54",21,0.53,0.19,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",6
commanders logo,Informational,8100,"0.30,0.36,0.30,1.00,0.18,0.16,0.11,0.18,0.11,0.11,0.30,0.45",27,0.09,0.29,"Sitelinks, Image, Image pack, Video, Related searches",358000000
florida state logo,Informational,8100,"0.36,0.44,0.44,0.36,0.36,0.44,0.66,0.66,0.36,0.44,0.54,1.00",27,0.20,0.25,"AI Overview, Image, Video, People also ask, Related searches",8
jeep logo,Informational,8100,"0.82,0.82,0.67,0.82,0.82,0.67,0.82,1.00,0.67,0.55,0.82,1.00",24,0.33,0.30,"Sitelinks, Image, Image pack, Video, Related searches",
kroger logo,Informational,8100,"1.00,0.54,0.44,0.54,0.44,0.66,0.66,0.54,0.66,0.54,0.54,0.44",21,1.17,0.00,"Sitelinks, Image, Image pack, Video, Related searches",9
log in odesk,"Navigational, Transactional",8100,"0.07,0.01,0.04,0.00,1.00,0.44,0.66,0.44,0.44,0.00,0.04,0.36",24,2.01,0.10,"Sitelinks, Video, Related searches",10
logan express woburn,Informational,8100,"0.54,1.00,1.00,0.44,1.00,0.36,0.67,0.81,0.44,0.54,0.67,0.81",27,1.08,0.06,"Sitelinks, Image, Image pack, Video, Knowledge panel, Related searches",9
logan to framingham,Informational,8100,"0.01,0.01,0.02,0.00,1.00,1.00,0.00,0.66,0.54,0.00,0.04,0.44",18,1.56,0.05,"Sitelinks, Image, Video, Video carousel, Related searches",10
logan's roadhouse menu,Navigational,8100,"0.19,0.36,0.29,1.00,0.08,0.29,0.08,0.16,0.16,0.10,0.16,0.13",29,0.22,0.03,"Sitelinks, Image pack, Video, Related searches, See results about",
logo bmw,Informational,8100,"0.03,0.02,1.00,0.54,0.36,0.44,0.36,0.36,0.29,0.29,0.13,0.54",28,0.19,0.08,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products",10
logo vikings minnesota,Informational,8100,"0.01,0.02,0.04,0.00,1.00,1.00,1.00,0.67,0.67,0.00,0.06,0.67",28,0.92,0.50,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",35700000
msu logo,Informational,8100,"0.44,0.44,0.36,0.44,0.44,0.81,0.81,0.81,0.44,0.36,0.44,1.00",20,0.31,0.16,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",10
myvikingjourney com log in,,8100,"0.01,0.01,0.01,0.02,0.03,1.00,0.44,0.10,0.03,0.00,0.00,0.00",21,2.87,0.00,"Sitelinks, Video, Related searches",7
oakland raiders logo,Informational,8100,"0.82,0.82,1.00,0.55,0.24,0.20,0.15,0.12,0.82,0.82,0.82,0.55",25,0.41,0.65,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",10
ohio state university logo,Navigational,8100,"0.44,0.81,1.00,0.44,0.66,0.44,0.81,0.54,0.54,0.29,0.66,0.54",27,0.22,0.26,"Sitelinks, Image, Image pack, Video, Related searches",8
parking at logan airport,"Navigational, Commercial",8100,"0.55,0.82,0.55,0.67,1.00,0.67,0.82,0.67,0.55,0.44,0.44,0.82",29,1.25,0.49,"Sitelinks, Image, Video, People also ask, Local pack, Related searches",10
us army logo,Informational,8100,"0.82,1.00,0.67,0.82,0.67,0.82,0.67,0.82,0.67,0.67,0.67,0.67",26,0.51,0.28,"Image, Image pack, Video, Short videos, People also ask, Related searches",1100000000
washington commanders logo,Informational,8100,"0.46,0.46,0.31,1.00,0.15,0.15,0.08,0.15,0.08,0.15,0.23,0.31",28,0.10,0.70,"Image, Image pack, Video, People also ask, Related searches",4
astros logo,Informational,6600,"0.36,0.28,0.28,0.22,0.36,0.56,0.67,0.56,0.44,0.44,0.56,1.00",21,0.14,0.23,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",8
central reach log in,"Navigational, Transactional",6600,"0.29,0.36,0.55,0.55,0.36,0.67,1.00,0.55,0.44,0.36,0.55,0.20",23,5.24,0.00,"Sitelinks, Video, Related searches",741000000
chevrolet logo,Informational,6600,"0.81,0.66,0.81,1.00,0.81,1.00,1.00,0.81,0.81,0.66,1.00,1.00",24,0.33,0.23,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",370000000
dolphins logo,Informational,6600,"0.54,0.67,0.44,0.44,0.44,0.30,0.44,0.54,0.44,0.35,0.54,1.00",18,0.48,0.26,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",10
framingham logan express,Commercial,6600,"0.44,1.00,0.36,0.36,0.81,0.23,0.44,0.54,0.23,0.44,0.66,0.54",24,1.56,0.05,"Sitelinks, Image, Video, Local pack, Related searches",344000
john deere logo,Informational,6600,"0.82,0.82,0.67,1.00,0.55,0.67,0.67,1.00,0.55,0.55,0.82,0.82",27,0.52,0.36,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",10
laura logan,Informational,6600,"0.12,0.12,0.08,0.82,0.15,0.67,0.15,0.36,0.15,0.55,0.44,1.00",28,0.13,0.00,"Knowledge panel, Top stories",10
liverpool victoria logo,Navigational,6600,"0.00,0.00,0.19,0.00,0.13,0.07,1.00,0.67,0.36,0.00,0.01,0.44",26,0.99,0.24,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",104000000
log burners for tents,"Informational, Transactional",6600,"0.66,1.00,0.81,0.81,0.44,0.29,0.19,0.13,0.13,0.00,0.00,0.00",21,0.29,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products, Ads bottom",10
log splitter for sale,Transactional,6600,"0.81,1.00,0.81,0.67,0.36,0.44,0.44,0.30,0.44,0.36,0.44,0.67",28,0.31,1.00,"Sitelinks, Image, Video, People also ask, Related searches, Popular products",19200000
log splitter rental,Commercial,6600,"1.00,0.81,0.81,0.54,0.44,0.67,0.67,0.67,0.67,0.67,0.67,1.00",28,0.40,0.70,"Image, Video, People also ask, Local pack, Related searches, Popular products",2660000
logging into find my iphone,Informational,6600,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.16,0.00,0.02,0.30",28,1.35,0.01,"AI Overview, Video, Video carousel, People also ask, Related searches",9
logo florida state,Informational,6600,"0.02,0.00,0.24,0.00,0.54,0.54,1.00,0.66,0.54,0.00,0.08,0.54",25,0.20,0.25,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",10
logo playboy bunny,"Informational, Transactional",6600,"0.10,0.24,0.07,0.01,0.02,0.03,1.00,0.66,0.81,0.00,1.00,0.54",16,0.95,0.01,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",10
logs for log fire,"Informational, Transactional",6600,"0.44,0.81,0.81,1.00,0.36,0.24,0.00,0.00,0.00,0.00,0.00,0.00",19,0.91,0.99,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Related searches, Popular products",39800000
marine corps logo,Informational,6600,"0.81,1.00,0.81,0.24,0.16,0.24,0.24,0.36,0.19,0.24,0.24,0.19",18,0.40,0.34,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",10
navy logo,Informational,6600,"0.81,1.00,0.67,0.67,0.44,0.54,0.81,0.81,0.44,0.67,0.67,1.00",29,0.32,0.16,"Image, Image pack, Video, Related searches",1070000000
okc thunder logo,Informational,6600,"0.24,0.29,0.29,0.29,0.29,0.36,0.24,0.81,1.00,0.36,0.36,0.36",28,1.92,0.26,"Sitelinks, Image, Image pack, Video, Related searches",10
philadelphia phillies logo,Informational,6600,"0.82,0.43,0.55,0.43,0.16,0.23,0.23,0.16,1.00,0.82,0.23,1.00",26,1.09,0.41,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",10
publix logo,"Informational, Transactional",6600,"0.81,0.81,0.54,0.66,0.81,1.00,1.00,0.81,0.66,0.66,0.81,0.81",21,0.16,0.01,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",8
raid log,Informational,6600,"0.81,0.67,0.54,0.81,0.81,1.00,1.00,0.81,0.81,0.81,0.81,1.00",17,6.58,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches",9
reading log,Informational,6600,"1.00,0.67,0.55,0.82,0.67,0.67,0.67,0.55,0.36,0.29,0.82,1.00",23,0.18,0.77,"Sitelinks, Image, Image pack, Video, Related searches, Ads bottom",10
realtor logo,Informational,6600,"0.67,0.44,1.00,0.67,0.81,0.81,0.81,0.81,1.00,0.67,0.81,0.81",25,2.08,0.13,"Sitelinks, Image, Image pack, Related searches",
unified products and services logo,Informational,6600,"0.12,0.04,0.08,0.01,1.00,0.81,1.00,0.81,0.81,0.00,0.10,0.66",12,5.86,0.00,"Image, Image pack, Video, Related searches",163000000
uninterruptible power supply logo,Informational,6600,"0.12,0.04,0.08,0.01,1.00,0.81,1.00,0.81,0.81,0.00,0.10,0.66",22,5.86,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",6390000
wonder woman logo,Informational,6600,"1.00,0.43,0.55,0.55,0.66,0.82,0.82,0.66,0.66,0.82,0.66,0.82",28,0.39,0.15,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",8
atlanta hawks logo,"Informational, Transactional",5400,"0.66,0.66,0.82,0.66,1.00,0.55,0.66,1.00,0.66,0.66,0.82,0.66",14,1.14,0.05,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",9
audi logo logo,Informational,5400,"0.19,0.02,0.07,0.01,0.81,1.00,1.00,0.00,0.02,0.00,0.08,0.54",18,0.25,0.04,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",10
define ethos pathos and logos,Informational,5400,"0.55,0.67,0.82,1.00,0.05,0.05,0.55,0.29,0.02,0.11,0.82,0.55",23,0.30,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",10
dell logo,Informational,5400,"0.81,0.81,0.81,0.81,0.67,1.00,0.81,0.81,0.67,0.67,0.67,0.81",26,8.47,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",10
fast food logos,Informational,5400,"0.67,0.54,0.44,0.44,0.81,1.00,0.81,1.00,0.44,0.54,0.81,1.00",28,2.31,0.00,"Image, Image pack, Video, Video carousel, People also ask, Related searches",2500000000
fiverr logo png,Informational,5400,"0.00,0.00,0.29,1.00,0.00,0.02,0.04,0.00,0.00,0.00,0.00,0.00",16,2.50,0.05,"Image, Image pack, People also ask, Related searches",11000000
foxwoods log in,"Navigational, Transactional",5400,"0.19,0.10,0.24,0.29,0.66,0.66,0.54,0.02,0.00,0.36,1.00,0.24",18,0.65,0.02,"Video, Related searches",10
gas logs,Commercial,5400,"0.44,0.67,0.82,1.00,0.29,0.20,0.15,0.15,0.12,0.24,0.24,0.24",25,0.84,1.00,"Sitelinks, Image, Video, Related searches, Popular products",
harbor freight log splitter,Navigational,5400,"0.66,0.54,0.66,1.00,0.44,0.23,0.29,0.23,0.29,0.29,0.36,0.36",28,0.29,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",470000
identifix log in,"Navigational, Transactional",5400,"0.24,0.29,0.36,0.24,0.81,1.00,0.01,0.01,0.07,0.01,0.02,0.36",19,4.14,0.01,"Sitelinks, Video, Related searches",9
kia finance log in,"Navigational, Transactional",5400,"0.81,0.81,0.67,0.81,1.00,0.04,0.00,0.00,0.54,0.81,1.00,0.44",25,3.27,0.00,"Sitelinks, Video, Related searches",66800000
kidkare log in,"Navigational, Transactional",5400,"0.23,0.19,0.15,0.19,0.81,0.81,0.81,0.81,1.00,0.44,0.00,0.00",13,4.26,0.00,"Sitelinks, Video, Related searches",8
kinnser log in,,5400,"0.81,1.00,0.44,0.29,0.19,0.16,0.10,0.16,0.29,0.16,0.16,0.54",21,4.85,0.00,"Sitelinks, Video, Related searches",7
lion logo,Informational,5400,"0.81,0.67,0.67,0.81,0.81,0.67,0.81,0.54,0.54,0.44,0.67,1.00",27,1.60,0.25,"Image, Image pack, Video, People also ask, Related searches",1100000000
log in prosper,"Navigational, Transactional",5400,"0.12,0.02,0.03,0.02,0.00,0.19,1.00,0.81,0.81,0.00,0.66,0.54",15,8.47,0.02,"Video, Related searches",8
marine logo,Informational,5400,"1.00,0.55,0.67,0.55,0.44,0.44,0.82,0.82,0.44,0.55,0.44,0.55",25,0.34,0.35,"AI Overview, Image, Image pack, Video, Video carousel, Related searches",10
og&e log in,"Navigational, Transactional",5400,"0.29,0.24,0.36,0.44,0.00,0.00,0.00,0.00,0.29,0.44,1.00,0.19",26,0.25,0.15,"Sitelinks, Video, Related searches",26600
old man logan,"Informational, Transactional",5400,"1.00,0.66,0.66,1.00,0.83,0.55,0.66,0.45,0.66,0.55,0.66,0.66",23,0.33,0.03,"Sitelinks, Image, Image pack, Video, Knowledge panel, Related searches, Popular products",10
pirates logo,Informational,5400,"0.54,0.20,0.36,0.44,0.44,0.81,1.00,1.00,0.54,0.54,0.67,0.44",17,1.24,0.12,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",9
porche logo,Informational,5400,"0.67,0.67,0.42,0.54,0.42,0.54,0.79,1.00,0.54,0.67,0.54,0.54",24,0.84,0.01,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",10
rivian logo,Navigational,5400,"1.00,1.00,0.54,0.66,0.81,0.81,1.00,0.81,0.54,0.54,0.54,0.54",20,10.98,0.03,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches",10
sale log splitter,Transactional,5400,"1.00,1.00,0.81,0.81,0.54,0.66,0.54,0.23,0.36,0.00,0.00,0.00",29,0.31,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",12700000
setworks log in,"Navigational, Transactional",5400,"0.54,1.00,0.54,1.00,0.00,0.00,0.00,0.00,0.16,0.54,0.00,0.00",20,5.32,0.00,"Video, Related searches",643000
space force logo,Informational,5400,"1.00,0.81,0.67,0.67,1.00,0.67,0.53,0.67,0.44,0.53,0.53,0.67",22,0.42,0.04,"Sitelinks, Image, Image pack, Video, Related searches",10
the logan hotel philadelphia,Navigational,5400,"0.66,0.54,0.36,0.54,1.00,0.81,0.23,0.13,0.29,0.29,0.10,0.66",20,0.89,0.65,"Sitelinks, Image, Video, Hotels pack, Related searches",9
thunder logo,Informational,5400,"0.23,0.29,0.29,0.44,0.36,0.44,0.66,1.00,1.00,0.36,0.23,0.44",26,1.92,0.26,"Sitelinks, Image, Image pack, Video, Related searches",9
undp logo,Navigational,5400,"0.81,0.54,0.81,0.66,0.54,0.54,0.81,1.00,0.66,0.66,0.19,1.00",25,0.60,0.00,"Sitelinks, Image, Image pack, People also ask, Related searches",27300000
us navy logo,Informational,5400,"0.67,1.00,0.67,0.54,0.81,0.81,0.81,1.00,0.81,0.81,0.67,0.54",27,0.49,0.27,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",8
virgo logo,Informational,5400,"0.44,1.00,0.08,0.24,0.12,0.81,0.16,0.01,0.02,0.12,0.24,0.44",26,3.89,0.34,"Image, Image pack, Video, People also ask, Related searches",10
