Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
percentage change calculator,"Informational, Commercial",49500,"0.67,0.54,0.67,0.67,0.67,0.54,1.00,0.81,0.44,0.67,0.67,0.44",26,0.01,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches",9
future value calculator,Informational,40500,"1.00,0.81,0.81,0.81,0.81,0.66,0.66,0.66,0.66,0.81,0.66,0.81",27,0.44,0.06,"Sitelinks, Image pack, Related searches",10
gravel calculator,Informational,40500,"0.54,0.36,0.29,0.36,0.54,1.00,1.00,0.81,0.66,0.66,0.54,0.54",30,0.63,0.01,"Video, Related searches",34000000
long division calculator,"Informational, Commercial",40500,"0.81,1.00,0.66,0.66,0.44,0.44,0.29,0.29,0.08,0.04,0.16,0.29",27,1.29,0.01,"Sitelinks, Video, Related searches, See results about",10
percentage difference calculator,"Informational, Commercial",40500,"0.54,1.00,0.45,0.45,0.66,0.30,0.36,0.30,0.24,0.19,0.24,0.81",19,0.01,0.00,"Video, Related searches, Questions and answers",10
grow a garden calculator,"Informational, Commercial",33100,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,1.00,0.54,0.67,0.44",17,2.25,0.00,"Image, Image pack, Video, Related searches",9
dog age calculator,Informational,27100,"0.29,0.36,0.66,0.44,0.44,1.00,0.81,0.66,0.44,0.36,0.66,0.66",23,0.11,0.01,"Image pack, Video, Related searches",10
life path calculator,"Informational, Transactional",27100,"0.81,0.67,0.81,0.81,0.81,1.00,0.81,0.81,0.67,0.67,0.67,0.67",29,0.99,0.02,"Sitelinks, Image pack, Video, People also ask, Related searches",9
moon sign calculator,Informational,27100,"0.81,0.81,0.54,0.81,0.67,1.00,0.67,1.00,0.67,0.67,0.81,0.81",23,0.56,0.05,"Sitelinks, Image pack, Video, Related searches",9
rounding calculator,"Informational, Commercial",27100,"1.00,0.83,0.56,0.67,0.83,0.67,0.67,0.36,0.17,0.11,0.19,0.36",23,1.58,0.00,"Video, Related searches, See results about",9
square feet calculator,Informational,27100,"0.66,0.44,0.66,0.54,0.66,0.36,0.54,1.00,0.44,0.44,0.44,0.44",30,1.92,0.00,"Image pack, People also ask, Related searches",10
acft calculator,Informational,22200,"0.67,0.54,0.44,0.44,0.54,0.67,1.00,0.54,0.16,0.09,0.10,0.10",12,0.21,0.02,"Sitelinks, Image pack, Video, Related searches",10
asphalt calculator,"Informational, Commercial",22200,"0.67,0.54,0.36,0.29,0.44,0.54,0.67,0.67,0.67,0.81,1.00,0.67",9,2.84,0.04,"Video, Video carousel, Related searches",10
board foot calculator,"Informational, Commercial",22200,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.81,0.81",20,0.01,0.01,"Video, Related searches",94500000
calculate mortgage payment,Informational,22200,"0.67,0.67,0.54,0.67,0.67,1.00,0.81,0.67,0.67,0.67,0.67,0.67",29,0.71,0.49,"Sitelinks, Related searches, Ads bottom",
cd interest calculator,Informational,22200,"1.00,0.81,0.81,1.00,0.81,1.00,1.00,0.81,0.81,0.81,0.81,0.81",28,1.97,0.45,"Sitelinks, People also ask, Related searches",10
life path number calculator,"Informational, Commercial",22200,"0.81,0.67,0.67,0.67,0.67,0.81,0.54,1.00,0.54,0.54,0.54,0.67",29,1.30,0.02,"Sitelinks, Video, People also ask, Related searches",10
rv loan calculator,Informational,22200,"0.83,0.67,0.54,0.83,0.83,1.00,1.00,0.83,1.00,0.83,0.83,0.83",28,0.59,0.28,"People also ask, Related searches",22500000
sig fig calculator,"Informational, Commercial",22200,"1.00,0.46,0.38,0.83,0.67,0.38,0.38,0.17,0.13,0.04,0.38,0.67",13,1.81,0.00,"Image pack, Video, Related searches, See results about",7
stair calculator,Informational,22200,"1.00,0.81,0.66,0.66,0.54,0.66,0.81,0.81,0.81,0.66,0.81,0.81",26,4.35,0.00,"Sitelinks, Image pack, Video, Video carousel, Related searches",9
starbucks calorie calculator,Navigational,22200,"0.54,0.66,0.44,0.81,0.66,0.81,1.00,0.81,0.66,0.66,1.00,1.00",25,1.43,0.00,"Sitelinks, Video, Video carousel, Related searches",31000000
voltage drop calculator,Informational,22200,"1.00,0.67,0.67,0.54,0.67,1.00,0.83,0.83,0.67,0.83,1.00,0.67",14,1.42,0.00,"Image pack, Video, People also ask, Related searches",10
abv calculator,Informational,18100,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.81,1.00,0.81",26,0.45,0.00,"Sitelinks, Video, Related searches",1940000
cagr calculator,"Informational, Commercial",18100,"1.00,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81",24,0.48,0.02,"Image pack, Video, Related searches",10
dilution calculator,"Informational, Commercial",18100,"1.00,0.81,0.66,0.66,0.81,0.81,0.81,0.66,0.66,0.66,0.66,0.66",21,2.87,0.00,"Image pack, Video, People also ask, Related searches, See results about",9
net worth calculator,Commercial,18100,"0.81,0.81,0.81,1.00,1.00,0.81,0.66,0.81,0.81,0.81,0.66,0.66",26,0.50,0.12,"Video, People also ask, Related searches, Ads top, Ads bottom",10
sat score calculator,"Informational, Commercial",18100,"0.67,0.30,0.36,0.10,0.16,0.67,0.25,0.36,0.54,0.30,1.00,0.67",10,1.91,0.00,"Sitelinks, Video, Related searches",
antiderivative calculator,"Informational, Commercial",14800,"0.56,1.00,0.56,0.69,0.81,0.56,0.69,0.25,0.06,0.06,0.06,0.19",23,0.02,0.01,"Image pack, Video, Related searches, See results about",8
autoloan calculator,Informational,14800,"0.67,1.00,0.54,0.67,0.81,0.54,1.00,0.54,1.00,1.00,0.67,0.54",27,0.45,0.22,"Sitelinks, People also ask, Related searches",10
calculating ups shipping,Informational,14800,"0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.30,1.00,0.00,0.02,0.16",24,0.66,0.13,"Sitelinks, AI Overview, Video, Related searches, Ads bottom, Ads middle",10
chess calculator,"Informational, Commercial",14800,"0.54,0.54,0.54,0.67,0.54,1.00,0.67,0.54,0.37,0.37,0.37,0.44",25,2.00,0.00,"Sitelinks, Video, Related searches, Ads bottom",9
dave ramsey retirement calculator,Transactional,14800,"0.66,0.54,0.54,0.66,0.54,0.44,0.44,0.54,0.54,0.66,0.81,1.00",30,2.26,0.02,"Sitelinks, Video, People also ask, Related searches, Ads bottom",1030000
eigenvalue calculator,"Informational, Commercial",14800,"0.55,1.00,0.55,0.12,0.36,0.44,0.67,0.24,0.06,0.08,0.05,0.15",20,0.08,0.02,"Video, Related searches, Ads top",7
fantasy football trade calculator,"Informational, Transactional",14800,"0.54,0.24,0.01,0.01,0.00,0.01,0.02,0.03,0.02,0.07,0.30,1.00",28,0.04,0.01,"Sitelinks, Image, Video, Discussions and forums, Related searches",8260000
gas mileage calculator,Informational,14800,"1.00,1.00,0.82,0.82,0.82,1.00,0.82,1.00,1.00,0.82,1.00,0.82",26,2.45,0.00,"Video, People also ask, Related searches",10
land loan calculator,Informational,14800,"0.81,0.81,0.66,1.00,0.81,0.81,0.81,0.66,0.66,0.81,0.66,0.66",25,1.51,0.30,"Sitelinks, People also ask, Related searches",175000000
mortgage calculator texas,Commercial,14800,"1.00,1.00,0.81,1.00,0.81,1.00,1.00,0.81,0.81,0.81,0.67,0.67",15,0.73,0.51,"Sitelinks, Video, Related searches",10
paypal fee calculator,"Informational, Commercial",14800,"0.66,0.66,0.66,0.81,0.66,0.81,1.00,0.81,0.81,0.66,0.66,0.54",14,7.16,0.03,"Sitelinks, Video, Related searches",8
quadratic equation calculator,Informational,14800,"0.55,0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.36,0.23,0.30,1.00",21,1.11,0.02,"Image pack, Video, Related searches",10
racine carree calculator,"Informational, Commercial",14800,"0.00,0.00,0.01,0.00,0.54,0.54,1.00,0.36,0.29,0.00,0.29,0.24",18,0.23,0.02,"Sitelinks, Video, Video carousel, People also ask, Related searches, See results about",65500
rent affordability calculator,Informational,14800,"0.19,0.36,0.36,0.54,0.54,1.00,1.00,0.81,0.81,0.81,0.66,0.54",19,0.33,0.02,"Video, People also ask, Related searches",41500000
reverse mortgage calculator,Commercial,14800,"0.81,0.81,0.67,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.67",19,7.72,0.71,"Sitelinks, AI Overview, People also ask, Related searches, Ads bottom, Ads middle",8
strength calculator,Navigational,14800,"0.67,0.81,0.67,1.00,0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.67",30,3.79,0.01,"Sitelinks, Video, Related searches",10
subway nutrition calculator,"Informational, Transactional",14800,"1.00,1.00,0.82,1.00,1.00,0.82,0.82,0.67,1.00,0.82,0.67,0.82",24,0.03,0.01,"Sitelinks, Video, Related searches",4
azure pricing calculator,Navigational,12100,"1.00,0.67,0.67,0.81,0.67,0.67,0.67,1.00,0.81,1.00,0.81,0.81",25,1.02,0.13,"Sitelinks, Video, Video carousel, Related searches, Ads top, Ads bottom",10
blood alcohol level calculator,Informational,12100,"1.00,0.54,0.13,0.19,0.13,0.16,0.19,0.44,0.13,0.44,0.29,0.19",19,5.05,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches",8
board feet calculator,"Informational, Commercial",12100,"0.81,1.00,0.36,0.36,0.67,0.44,1.00,0.81,0.54,0.67,0.54,1.00",25,0.01,0.01,"Image pack, Video, Related searches",112000000
cidr calculator,"Informational, Commercial",12100,"1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.67,0.67",23,0.01,0.01,"Sitelinks, Video, People also ask, Related searches",10
coast fire calculator,"Informational, Transactional",12100,"0.36,0.29,0.44,0.36,0.81,0.44,0.24,0.44,0.66,0.81,0.81,1.00",24,1.61,0.07,"Sitelinks, Image pack, Video, People also ask, Related searches",10
conduit fill calculator,"Informational, Commercial",12100,"0.66,0.54,0.54,0.66,0.54,0.54,0.54,0.44,0.54,1.00,0.81,0.81",25,0.63,0.01,"Sitelinks, Image pack, Video, Video carousel, Related searches",6660000
due date calculator by ivf,"Informational, Commercial",12100,"1.00,0.81,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.00,0.02,0.66",12,0.42,0.01,"Sitelinks, Image, Video carousel, Related searches",10
etg calculator,"Informational, Transactional",12100,"1.00,0.81,1.00,0.81,0.81,1.00,0.81,0.81,0.81,1.00,1.00,1.00",15,7.63,0.00,"Sitelinks, Video, People also ask, Related searches",352000
fers retirement calculator,Informational,12100,"0.54,0.44,0.44,0.81,1.00,0.81,0.66,0.44,0.36,0.36,0.36,0.44",25,0.56,0.13,"Sitelinks, AI Overview, Image pack, Video, Related searches",7
ffmi calculator,"Informational, Commercial",12100,"0.44,0.36,0.36,0.36,0.30,0.36,1.00,0.67,0.67,0.54,1.00,0.67",20,0.02,0.01,"Video, Related searches",15900
freight class calculator,"Informational, Commercial",12100,"1.00,0.66,0.54,0.81,0.81,0.81,0.66,0.66,0.66,0.81,0.81,0.81",26,3.38,0.28,"Video, Related searches, Ads top, Ads bottom",24300000
gcf calculator,"Informational, Commercial",12100,"1.00,0.66,0.45,0.66,0.66,0.55,0.45,0.30,0.09,0.09,0.23,0.55",9,1.48,0.01,"Image pack, Video, Related searches, See results about",9
height percentile calculator,"Informational, Commercial",12100,"0.81,0.67,0.81,0.67,0.81,0.81,0.67,0.67,0.67,0.67,1.00,0.81",29,1.49,0.00,"Sitelinks, Image pack, Video, Related searches",10
how to calculate net income,Informational,12100,"0.67,0.30,0.30,0.67,0.67,0.36,0.30,0.30,0.23,0.20,0.30,1.00",21,5.86,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches",10
how to calculate percent increase,Informational,12100,"1.00,0.54,0.36,0.54,0.66,0.66,0.66,0.66,0.44,0.54,0.44,0.66",27,0.01,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Questions and answers",8
inverse matrix calculator,"Informational, Transactional",12100,"0.81,1.00,0.54,0.37,0.81,0.81,0.54,0.37,0.13,0.07,0.06,0.37",14,0.06,0.02,"Sitelinks, Image pack, Video, Related searches, See results about",10
loan calculator auto,Informational,12100,"1.00,0.82,0.67,0.55,0.82,0.67,1.00,1.00,1.00,1.00,1.00,0.82",27,0.36,0.29,"Sitelinks, Related searches",10
mm to inches calculator,Informational,12100,"0.24,0.24,1.00,0.54,0.20,0.20,0.24,0.20,0.24,0.24,0.24,0.20",29,0.22,0.00,"Sitelinks, Instant answer, Video, People also ask, Related searches",10
motorcycle loan calculator,Informational,12100,"0.44,0.36,0.29,0.44,0.55,0.67,1.00,0.82,0.82,0.55,0.67,0.67",23,1.22,0.15,Related searches,4
partial derivative calculator,"Informational, Commercial",12100,"1.00,0.55,0.23,0.23,0.82,0.36,0.18,0.11,0.07,0.05,0.05,0.23",13,1.39,0.00,"Image pack, Video, Related searches",10
pc power supply calculator,"Informational, Commercial",12100,"0.29,1.00,1.00,0.54,0.44,0.54,0.44,0.29,0.29,0.54,0.36,0.44",19,0.04,0.11,"Sitelinks, Image pack, Video, Related searches, Ads top, Ads bottom",10
saturn return calculator,Commercial,12100,"0.55,0.45,0.55,0.55,0.66,0.66,0.66,1.00,1.00,0.55,0.55,0.55",26,1.15,0.00,"Sitelinks, Video, People also ask, Related searches",9180000
slope intercept form calculator,"Informational, Commercial",12100,"1.00,0.83,0.55,0.55,0.34,0.24,0.14,0.10,0.03,0.00,0.10,0.17",24,1.38,0.03,"Image pack, Video, Related searches, See results about",10
soil calculator,"Informational, Commercial",12100,"0.29,0.19,0.16,0.19,0.44,1.00,0.81,0.81,0.44,0.29,0.44,0.54",7,0.58,0.02,"Sitelinks, Video, People also ask, Related searches",10
subway calorie calculator,"Informational, Commercial",12100,"0.82,0.44,0.82,0.82,0.55,0.55,0.67,0.82,1.00,0.82,0.82,0.82",22,0.03,0.01,"Sitelinks, Image pack, Video, Related searches",9
act score calculator,Informational,9900,"0.81,0.44,0.66,0.44,0.81,1.00,1.00,0.54,1.00,0.81,0.54,0.66",20,2.63,0.00,"Sitelinks, Image pack, Related searches",9
bitumen calculator,"Informational, Commercial",9900,"0.04,0.01,0.03,0.00,0.44,0.81,1.00,0.67,0.24,0.00,0.03,0.44",24,2.84,0.04,"Video, People also ask, Related searches",1760000
calculate the cpm,Informational,9900,"0.00,0.01,0.03,0.00,1.00,0.81,1.00,0.00,0.00,0.00,0.03,0.44",14,27.16,0.01,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads bottom",9
calculator ira distribution,"Informational, Commercial",9900,"0.01,0.00,0.01,0.00,0.00,0.10,1.00,0.44,0.36,0.00,0.00,0.24",30,0.44,0.24,"Video, People also ask, Related searches",9
cap rate calculator,Informational,9900,"0.81,0.81,0.66,1.00,0.81,0.81,0.66,0.66,0.54,0.66,0.66,0.54",29,0.70,0.07,"Sitelinks, Video, People also ask, Related searches",393000000
casio calculator watch,"Informational, Transactional",9900,"0.54,1.00,0.67,0.54,0.54,0.54,0.54,0.54,0.54,0.81,0.54,0.54",23,0.29,0.93,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",10
chinese zodiac calculator,Informational,9900,"0.29,0.54,1.00,1.00,0.54,0.29,0.24,0.19,0.19,0.29,0.24,0.29",19,0.80,0.00,"Sitelinks, Related searches",10
concrete slab calculator,Informational,9900,"0.44,0.36,0.29,0.36,0.54,0.54,0.54,0.81,0.81,1.00,0.66,0.81",21,0.74,0.04,"Sitelinks, Video, People also ask, Related searches",9
correlation coefficient calculator,Informational,9900,"1.00,0.81,1.00,0.56,1.00,0.56,0.56,0.44,0.28,0.19,0.19,0.67",30,2.75,0.01,"Video, Video carousel, Related searches, See results about",119000000
cumulative abnormal return calculation,Informational,9900,"0.24,0.00,0.01,0.00,0.00,0.00,1.00,0.54,0.36,0.00,0.03,0.24",29,0.33,0.44,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",3850000
decimal to fraction calculator,"Informational, Transactional",9900,"1.00,0.67,0.67,0.81,0.81,1.00,0.67,0.54,0.24,0.35,0.35,0.44",19,1.35,0.00,"Sitelinks, Image pack, Video, Video carousel, Related searches",9
differential equation calculator,Transactional,9900,"0.82,0.66,0.55,0.55,1.00,0.66,0.66,0.30,0.09,0.09,0.11,0.55",23,1.25,0.02,"Sitelinks, Video, Related searches, See results about",
drywall calculator,"Informational, Commercial",9900,"0.44,0.36,0.36,0.54,0.54,0.81,1.00,0.81,0.66,0.66,0.81,0.66",8,0.95,0.02,"Image pack, Video, People also ask, Related searches, Ads top",8
early mortgage payoff calculator,"Informational, Commercial",9900,"1.00,0.81,1.00,1.00,0.67,0.67,0.54,0.67,0.67,0.81,0.67,0.67",21,0.38,0.06,"Sitelinks, Related searches",66500000
era calculator,"Informational, Commercial",9900,"0.24,0.08,0.05,0.05,0.19,0.54,1.00,0.81,0.66,0.54,0.44,0.36",18,0.03,0.09,"Video, People also ask, Related searches",9
fps calculator,Informational,9900,"0.54,0.81,0.81,1.00,0.54,0.54,0.54,0.54,0.66,0.66,0.44,0.54",30,2.73,0.00,"Sitelinks, Image, Video, Related searches",29500000
gear ratio calculator,"Informational, Commercial",9900,"1.00,0.81,0.81,1.00,0.81,1.00,1.00,0.81,0.81,0.81,0.81,0.81",20,0.23,0.00,"Image pack, Video, Video carousel, People also ask, Related searches",10
home equity line of credit calculator,Commercial,9900,"0.44,0.67,1.00,0.67,0.44,1.00,0.82,0.44,0.55,0.82,0.67,0.55",19,4.90,0.70,"Sitelinks, Video, Related searches",9
midpoint calculator,"Informational, Commercial",9900,"1.00,0.54,0.54,0.54,0.42,0.33,0.29,0.21,0.13,0.08,0.29,0.54",15,1.65,0.00,"Sitelinks, Image pack, Video, Related searches, See results about",8
mortgage calculator california,Informational,9900,"1.00,1.00,1.00,1.00,0.82,1.00,0.82,0.82,0.67,0.82,0.67,0.82",20,0.53,0.45,"Sitelinks, Related searches",10
prorated rent calculator,Informational,9900,"0.81,0.66,0.66,0.66,0.66,0.66,0.66,0.81,0.81,1.00,1.00,1.00",21,0.01,0.03,"Sitelinks, Video, Related searches",1950000
ramsey investment calculator,Informational,9900,"0.54,0.54,0.66,1.00,0.54,0.44,0.44,0.66,0.44,1.00,0.81,1.00",23,4.20,0.01,"Sitelinks, Image pack, Video, People also ask, Related searches",8
speed calculator,"Informational, Commercial",9900,"1.00,0.81,0.67,0.81,0.81,0.81,0.81,0.67,0.54,0.54,0.54,0.67",27,0.61,0.00,"Image pack, Video, Related searches, See results about",10
stone calculator,"Informational, Commercial",9900,"0.54,0.36,0.29,0.16,0.54,0.66,1.00,1.00,0.44,0.81,0.54,0.54",15,0.31,0.01,"Sitelinks, Related searches",8
time and a half calculator,"Informational, Commercial",9900,"0.66,1.00,1.00,0.66,0.54,0.54,0.54,0.81,0.81,0.81,0.66,0.66",30,0.47,0.00,"Video, People also ask, Related searches",673000000
time to decimal calculator,"Informational, Commercial",9900,"1.00,1.00,1.00,1.00,0.81,0.81,1.00,0.81,0.81,0.81,1.00,0.81",21,4.20,0.00,"Sitelinks, Video, Related searches",10
tire diameter calculator,"Informational, Commercial",9900,"1.00,0.36,0.18,0.45,0.30,0.45,0.36,0.18,0.18,0.36,0.36,0.18",22,1.32,0.03,"Sitelinks, Image pack, Video, Video carousel, Related searches",10
trade calculator fantasy,Informational,9900,"0.44,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.24,1.00",26,0.38,0.01,"Sitelinks, Image, Video, Related searches",10
wheel offset calculator,"Informational, Commercial",9900,"0.54,1.00,0.66,0.66,0.54,0.66,0.54,0.66,0.66,0.54,0.81,0.54",28,0.77,0.07,"Video, Related searches",130000000
z value calculator,Informational,9900,"1.00,0.81,0.54,0.43,0.43,0.24,0.36,0.36,0.19,0.19,0.12,0.28",28,1.97,0.00,"Video, People also ask, Related searches, See results about",10
4 function calculator,"Informational, Transactional",8100,"0.24,0.13,0.13,0.36,0.44,0.36,0.44,0.44,0.24,0.54,0.66,1.00",25,0.29,0.58,"Sitelinks, Video, People also ask, Related searches, Popular products",640000000
529 plan calculator,"Informational, Commercial",8100,"1.00,0.54,1.00,0.54,0.29,0.19,0.44,0.29,0.29,0.24,0.44,0.66",29,0.87,0.42,"Video, Related searches",17200000
angel number calculator,Informational,8100,"0.83,0.83,1.00,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.66,0.55",25,0.30,0.03,"Video, People also ask, Related searches",52500000
auto loan payoff calculator,"Informational, Commercial",8100,"0.66,0.44,0.81,1.00,0.66,0.66,0.66,0.66,0.66,0.54,0.29,0.81",23,1.11,0.05,"Sitelinks, Video, Related searches",23300000
auto loan rate calculator,Informational,8100,"0.54,0.44,1.00,0.10,0.29,1.00,0.81,0.81,0.66,0.66,0.66,0.54",30,0.29,0.30,"Sitelinks, People also ask, Related searches",9
auto loan refinance calculator,Informational,8100,"0.81,0.44,0.81,0.67,0.81,1.00,1.00,0.67,0.81,0.81,0.67,0.67",19,1.37,0.26,"Sitelinks, People also ask, Related searches",8
auto refinance calculator,Informational,8100,"0.66,0.54,0.66,0.66,0.66,1.00,1.00,0.66,0.54,0.66,0.66,0.66",29,1.39,0.49,"Sitelinks, People also ask, Related searches",143000000
boat payment calculator,Informational,8100,"0.66,0.36,0.44,0.66,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.54",22,0.79,0.21,"People also ask, Related searches, Ads bottom",10
body surface area calculator,Informational,8100,"1.00,1.00,1.00,0.81,1.00,0.67,0.67,0.30,0.44,0.35,0.35,0.81",19,0.02,0.00,"Image pack, Video, People also ask, Related searches",9
calculate sq ft,Informational,8100,"0.30,1.00,0.55,0.55,0.36,0.36,0.82,0.36,0.36,0.30,0.36,0.23",26,1.92,0.00,"AI Overview, Image pack, Video, People also ask, Related searches",10
car loan payoff calculator,Informational,8100,"0.66,0.66,0.66,1.00,0.81,0.66,0.54,0.54,0.54,0.54,0.44,0.81",20,1.11,0.05,"Sitelinks, Video, Related searches",10
car payment calculator texas,Informational,8100,"0.66,0.81,0.66,0.66,0.66,1.00,0.81,0.66,0.81,0.81,0.54,0.66",12,0.50,0.60,"Sitelinks, Related searches, Ads bottom",10
cd account calculator,Informational,8100,"0.35,0.54,1.00,0.44,0.54,0.19,0.54,0.13,0.54,0.24,0.44,0.30",26,2.56,0.41,"Sitelinks, Video, Related searches, Ads bottom",213000000
change calculator,"Informational, Commercial",8100,"0.54,0.81,0.66,1.00,0.81,0.66,0.66,0.54,0.81,0.81,0.66,0.66",30,5.13,0.00,"Video, Related searches",10
circle area calculator,Informational,8100,"0.42,1.00,0.54,0.67,0.67,0.54,0.54,0.67,0.33,0.42,0.29,0.33",29,0.29,0.00,"Instant answer, Image pack, Video, People also ask, Knowledge panel, Related searches, See results about",10
closing costs calculator,Informational,8100,"0.30,0.36,0.54,0.54,0.54,0.30,0.67,0.54,1.00,0.81,0.67,0.44",27,1.85,0.08,"Video, People also ask, Related searches",9
compounded interest calculators,Informational,8100,"0.81,0.81,1.00,1.00,0.81,0.66,0.66,0.81,0.81,1.00,0.81,0.00",15,0.55,0.06,"Sitelinks, Video, Related searches",10
dirt calculator,"Informational, Commercial",8100,"0.44,0.29,0.24,0.10,0.36,1.00,1.00,1.00,0.44,0.36,0.19,0.44",10,0.32,0.02,"Sitelinks, Video, Related searches",9
fantasy football calculator,"Informational, Transactional",8100,"0.15,0.11,0.05,0.03,0.00,0.02,0.02,0.05,0.08,0.30,1.00,0.44",27,1.48,0.00,"Sitelinks, Video, Related searches",72800000
fence calculator,"Informational, Transactional",8100,"0.36,0.29,0.24,0.29,0.44,1.00,1.00,0.66,0.54,0.54,0.54,0.44",18,2.10,0.13,"Sitelinks, Video, Related searches, Ads bottom",47100000
fuel consumption calculator,Informational,8100,"0.67,0.81,1.00,0.15,0.81,0.44,0.67,0.15,0.67,0.81,0.36,0.54",28,2.08,0.00,"Video, Related searches",8
high yield savings calculator,Informational,8100,"0.29,1.00,0.54,0.44,0.29,0.36,0.29,0.29,0.29,0.29,0.29,0.29",30,2.32,0.68,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads top, Ads bottom",8
how to calculate a percentage increase of a percentage,Informational,8100,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.36,0.20,0.00,0.00,0.00",29,0.01,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Questions and answers",10
how to calculate z score,Informational,8100,"0.81,0.30,0.30,0.36,0.81,0.44,0.44,0.44,0.20,0.16,0.20,1.00",29,2.27,0.00,"AI Overview, Image pack, Video, Video carousel, Related searches",7
interest only calculator,Informational,8100,"0.29,0.29,0.24,1.00,1.00,0.81,0.66,0.54,0.66,0.66,0.54,0.24",25,2.44,0.03,"Video, Related searches",613000000
ip address calculator,Informational,8100,"1.00,0.81,0.66,0.66,0.81,0.66,0.66,0.66,0.81,0.66,0.54,1.00",26,30.00,0.00,"Sitelinks, Video, Related searches",10
laplace transform calculator,"Informational, Commercial",8100,"0.66,1.00,0.36,0.24,0.28,0.43,0.43,0.19,0.06,0.06,0.04,0.19",18,1.48,0.00,"Sitelinks, Video, Related searches, See results about",5360000
maryland paycheck calculator,Informational,8100,"0.66,0.66,0.66,0.81,0.81,0.66,0.81,0.81,1.00,0.66,0.81,0.66",29,7.73,0.00,"Sitelinks, Related searches",74700000
meld score calculator,"Informational, Commercial",8100,"0.66,0.81,0.81,0.81,0.81,0.66,0.54,0.54,1.00,0.81,0.54,0.66",23,3.07,0.02,"Image pack, Video, Related searches",10
