Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
beard beard styles,"Informational, Commercial",8100,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.36,0.00,0.03,0.29",17,0.43,0.04,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",10
boyish style haircuts,Informational,8100,"0.19,0.03,0.07,0.01,0.81,1.00,0.81,0.66,0.66,0.00,0.08,0.44",25,0.95,0.00,"Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",1480000000
chicago style generator,"Informational, Commercial",8100,"1.00,0.67,0.55,0.29,0.36,0.36,0.67,0.29,0.11,0.24,0.12,0.44",27,1.77,0.05,"Sitelinks, Image pack, Video, Related searches",9
chicago tavern style pizza,"Informational, Commercial",8100,"0.44,0.19,0.36,0.36,0.36,0.66,0.81,0.81,1.00,1.00,0.66,0.66",24,0.58,0.03,"Sitelinks, AI Overview, Image, Video, Knowledge panel, Discussions and forums, Related searches",7
clothing styles,Informational,8100,"0.67,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.67",26,2.36,0.28,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches, Popular products, Things to know",10
female body style,Informational,8100,"0.36,0.36,0.44,0.66,1.00,0.44,0.29,0.13,0.01,0.00,0.01,0.13",28,0.60,0.00,"Sitelinks, Image, Image pack, Video, Related searches",
grunt style shirts,"Navigational, Commercial",8100,"0.44,0.81,1.00,0.36,0.36,0.54,0.44,0.67,0.67,0.54,0.54,0.54",22,1.60,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products, Ads top, Ads bottom",10
haircut styles women's medium,Informational,8100,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.44,0.36,0.00,0.00,0.36",25,0.12,0.04,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",10
how to style curtain bangs,Informational,8100,"0.82,0.82,0.82,1.00,0.82,1.00,0.82,0.66,0.66,0.66,1.00,0.66",25,0.04,0.02,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches",9
mens haircut styles,Informational,8100,"0.44,0.55,0.36,0.55,0.44,0.55,0.82,1.00,0.82,0.67,1.00,0.44",27,0.37,0.01,"Image, Image pack, Video, Discussions and forums, Related searches",8
shaker style cabinets,"Informational, Transactional",8100,"0.67,0.67,0.67,0.81,0.81,0.81,0.81,0.67,0.67,1.00,0.81,0.81",25,1.43,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",21400000
animal style in n out,Informational,6600,"0.54,0.36,0.29,0.66,0.54,1.00,0.66,0.44,0.54,0.54,0.54,0.66",25,0.02,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",7
architecture styles,Informational,6600,"0.07,0.10,0.13,0.13,0.08,0.19,0.10,0.10,1.00,0.07,0.08,0.10",23,0.29,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Carousel, Related searches",10
black hair styles,Informational,6600,"1.00,0.36,0.55,0.82,0.67,0.82,0.55,1.00,0.67,0.67,0.67,0.82",26,0.17,0.04,"Image, Image pack, Video, Related searches, See results about",10
braids styles,Informational,6600,"1.00,0.16,0.55,0.16,0.16,0.66,1.00,0.66,0.82,0.66,1.00,0.43",26,0.20,0.30,"Image, Image pack, Video, Related searches",
country style ribs recipe,Informational,6600,"0.67,0.44,0.36,1.00,0.67,0.81,0.54,0.81,0.67,0.67,0.54,0.54",27,0.12,0.04,"Sitelinks, Image, Video, Short videos, People also ask, Recipes, Related searches, See results about",32100000
cowboy hat styles,Informational,6600,"0.67,1.00,1.00,0.82,0.44,0.67,0.36,0.36,0.44,0.44,0.36,0.44",19,0.22,0.95,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",171000000
dreads styles,Informational,6600,"0.07,0.55,0.45,0.03,0.34,0.55,0.55,1.00,0.83,0.69,0.69,0.55",29,0.23,0.02,"Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Things to know",10
earthy style,Informational,6600,"1.00,0.66,0.55,0.43,0.23,0.18,0.16,0.18,0.18,0.23,0.11,0.11",11,1.13,0.07,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",68300000
egg cooking styles,"Informational, Transactional",6600,"1.00,0.13,0.08,0.29,0.36,0.81,0.36,0.54,0.29,0.24,0.36,0.29",29,0.04,0.01,"Sitelinks, Image pack, Video, Video carousel, Related searches",1400000000
hair braid styles for black hair,"Informational, Commercial",6600,"0.24,0.04,0.08,0.01,1.00,0.81,1.00,0.81,0.81,0.00,0.02,0.44",24,0.17,0.42,"Image, Image pack, Video, Video carousel, Related searches",10
hair styles men,Informational,6600,"1.00,0.36,0.54,0.30,0.20,0.67,0.23,0.44,0.23,0.54,0.30,0.54",28,0.41,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches",10
haircut styles for men,Informational,6600,"0.81,0.81,0.81,0.81,0.53,1.00,1.00,1.00,0.67,1.00,0.67,0.67",29,0.41,0.01,"Image, Image pack, Video, Video carousel, People also ask, Related searches",10
hipster style,Informational,6600,"1.00,0.54,0.54,0.44,0.30,0.36,0.36,0.30,0.36,0.36,0.36,0.30",29,2.66,0.04,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products, See results about, Things to know",8
men's haircut styles long hair,"Informational, Commercial",6600,"0.00,0.00,0.01,0.00,1.00,0.08,0.00,0.00,0.00,0.00,0.00,0.24",25,0.46,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",208000000
old men haircut styles,"Informational, Commercial",6600,"0.81,0.81,0.81,1.00,0.81,1.00,0.81,0.81,0.81,0.00,0.00,0.00",28,0.18,0.00,"Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",195000000
old money style men,Commercial,6600,"0.55,0.82,0.67,0.29,0.55,0.67,0.55,1.00,0.55,0.67,0.67,0.44",20,1.75,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",2030000000
short hair plaiting styles,Informational,6600,"0.10,0.03,0.07,0.01,0.81,1.00,1.00,0.66,0.81,0.00,0.07,0.36",27,0.32,0.25,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",10
short hair styles for men,Informational,6600,"0.17,0.24,0.24,0.24,0.34,0.28,0.34,0.83,0.55,0.55,1.00,0.55",29,0.41,0.00,"Image, Image pack, Video, Video carousel, People also ask, Related searches",9
short hair styles over 50 woman,,6600,"0.10,0.03,0.07,0.01,0.54,1.00,0.81,0.66,0.81,0.00,0.01,0.44",28,0.07,0.15,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",1410000000
simple gents hair style,Informational,6600,"0.05,0.01,0.02,0.00,1.00,1.00,0.81,0.07,0.05,0.00,0.02,0.00",23,2.98,0.00,"Image, Image pack, Video, Video carousel, Related searches",4650000
slow cooker country style ribs,Informational,6600,"0.54,0.54,0.44,0.36,1.00,0.24,0.19,0.36,0.29,0.24,0.19,0.81",22,0.19,0.00,"Sitelinks, AI Overview, Image, Video, People also ask, Recipes, Related searches",10
stockholm style,"Informational, Transactional",6600,"1.00,1.00,0.82,0.82,0.55,0.67,0.55,0.67,0.55,1.00,0.82,0.55",26,1.02,0.15,"Sitelinks, AI Overview, Image, Video, Discussions and forums, Related searches",261000000
style me for christmas,Informational,6600,"0.00,1.00,0.81,0.13,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.02",26,1.43,0.01,"Sitelinks, Image, Image pack, Video, Video carousel, Knowledge panel, Related searches, Popular products",10
styles of business management,Informational,6600,"0.24,0.03,0.08,0.01,1.00,0.81,1.00,0.66,0.54,0.00,0.02,0.44",21,0.11,0.16,"Sitelinks, AI Overview, Image pack, Video, Related searches",10
60s style guys,Informational,5400,"0.08,0.02,0.07,0.00,0.00,0.13,1.00,0.54,0.44,0.00,0.03,0.36",18,0.63,0.67,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",23800000
acubi style,"Informational, Commercial",5400,"1.00,0.45,0.34,0.28,0.28,0.34,0.24,0.28,0.28,0.55,0.34,0.34",18,1.16,0.11,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",3780000
anxious avoidant attachment style,Informational,5400,"0.54,0.44,0.44,0.66,0.81,1.00,0.54,0.54,0.44,0.54,0.44,0.36",23,0.30,0.10,"AI Overview, Image, Video, Discussions and forums, Related searches",5550000
audrey hepburn style,Informational,5400,"0.24,0.24,1.00,0.54,0.24,0.19,0.19,0.19,0.08,0.13,0.16,0.10",24,0.24,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",12500000
beard styles men,Informational,5400,"0.82,0.82,1.00,0.82,0.55,0.82,0.66,0.66,0.55,0.66,1.00,0.82",19,0.41,0.04,"AI Overview, Image, Image pack, Video, Related searches",134000000
boho style clothing,"Informational, Transactional",5400,"0.29,0.66,0.66,1.00,0.81,0.66,0.44,0.36,0.44,0.54,0.54,0.44",25,0.95,0.96,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",9
cornrow braid styles,Informational,5400,"1.00,0.66,0.81,0.44,0.13,0.44,0.81,0.05,0.23,0.29,0.23,0.15",25,0.09,0.04,"Image, Image pack, Video, Related searches",6
cornrow styles,Informational,5400,"0.30,0.30,0.35,0.35,0.44,0.54,0.30,0.81,0.67,1.00,0.67,0.81",29,0.15,0.04,"Sitelinks, Image, Image pack, Video, People also ask",63100000
different art styles,Informational,5400,"0.54,0.54,0.54,0.66,0.54,0.66,1.00,0.81,0.66,0.54,0.81,0.81",18,2.89,0.00,"Image, Image pack, Video, People also ask, Discussions and forums, Related searches",10
egg styles,Informational,5400,"0.35,0.82,1.00,0.55,0.55,0.67,0.67,0.82,0.82,0.67,1.00,0.67",27,0.03,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",8
facial hair styles,Informational,5400,"0.81,1.00,1.00,0.81,0.81,1.00,0.81,0.81,0.81,0.81,0.67,0.67",26,0.38,0.02,"Sitelinks, Image, Image pack, Video, People also ask, Discussions and forums, Related searches",9
hair style boyish,Informational,5400,"0.13,0.02,0.04,0.00,0.66,1.00,0.00,0.00,0.00,0.00,0.04,0.36",28,0.68,0.01,"Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",4020000
hair styling powder,"Informational, Commercial",5400,"0.67,0.81,0.67,0.54,0.43,0.81,0.81,0.67,0.67,0.81,1.00,1.00",17,0.56,0.99,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products, Things to know",61400000
leadership styles of,Informational,5400,"0.01,0.01,0.01,0.01,0.81,0.66,1.00,0.66,0.54,0.00,0.02,0.44",26,0.28,0.04,"Sitelinks, Image pack, Video carousel, Related searches",10
learning style quiz,"Informational, Commercial",5400,"0.67,0.44,0.28,0.67,0.44,0.36,0.44,0.44,0.36,0.28,1.00,0.54",29,0.15,0.05,"Sitelinks, Video, People also ask, Related searches",995000000
long beard styles,"Informational, Commercial",5400,"0.55,0.67,0.67,0.82,1.00,1.00,0.82,1.00,1.00,0.82,0.67,0.82",28,0.38,0.01,"Image, Image pack, Video, People also ask, Discussions and forums, Related searches",190000000
male dreadlocks style,Informational,5400,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",28,0.15,0.01,"Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches, Popular products",15400000
mission style,"Informational, Commercial",5400,"0.44,0.54,1.00,0.54,0.29,0.54,0.36,0.44,0.44,0.54,0.36,0.54",13,0.80,0.06,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches, Popular products",10
natural hair styles,"Informational, Transactional",5400,"0.54,0.54,0.38,0.38,0.62,1.00,0.77,0.54,0.31,1.00,0.54,0.62",28,0.09,0.05,"Image, Image pack, Video, Video carousel, People also ask, Related searches",420000000
quick weave styles,Commercial,5400,"0.36,0.54,0.23,0.54,0.54,1.00,0.67,0.67,0.44,0.44,0.67,0.67",28,0.29,0.75,"Image, Image pack, Video, People also ask, Related searches",97900000
retro style dress to impress,Informational,5400,"1.00,0.67,0.67,0.35,0.30,0.19,0.15,0.15,0.15,0.19,0.13,0.07",24,0.54,0.40,"Sitelinks, Image, Image pack, Video, Short videos, Related searches, Popular products",16300000
roaring twenties style men,"Informational, Commercial",5400,"0.66,0.81,1.00,0.66,0.54,0.66,0.54,0.19,0.01,0.00,0.00,0.00",20,0.54,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",976000
short bob style hairstyles,Informational,5400,"0.01,0.00,0.07,0.01,0.00,1.00,1.00,0.66,0.66,0.00,0.00,0.00",27,0.05,0.28,"Image, Image pack, Video, Video carousel, People also ask, Related searches",29000000
shotgun style house,Informational,5400,"0.44,0.03,1.00,0.24,0.24,0.54,0.12,0.19,0.16,0.81,0.36,0.36",24,0.01,0.01,"AI Overview, Image, Image pack, Video, People also ask, Related searches, Things to know",7
styles for tattoos,Informational,5400,"0.01,0.00,0.00,0.01,0.00,0.00,1.00,0.67,0.24,0.00,0.01,0.29",23,0.91,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches",228000000
therapist for avoidant attachment style,Informational,5400,"0.00,0.00,0.01,0.03,0.07,0.29,0.66,1.00,0.44,0.00,0.05,0.36",26,13.87,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",373000
twee style,Informational,5400,"0.36,0.30,1.00,1.00,0.55,0.36,0.30,0.30,0.30,0.36,0.30,0.36",25,0.59,0.10,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Discussions and forums, Related searches",36700000
wedding hair styles,Informational,5400,"0.55,0.11,0.66,0.36,0.55,0.36,0.43,1.00,0.82,0.82,0.66,0.82",28,0.50,0.22,"Image, Image pack, Video, People also ask, Related searches",10
what is detroit style pizza,Informational,5400,"0.81,0.67,0.67,1.00,0.81,0.81,0.67,1.00,0.81,1.00,0.81,0.67",17,0.05,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",9
