Keyword,Intent,Volume,Keyword Difficulty,CPC (USD),SERP Features
operations manager salary,Informational,8100,27,3.25,"AI Overview, Video, Related searches"
remote project manager jobs,Commercial,8100,16,0.70,"Sitelinks, Video, Jobs, Related searches"
servsafe manager,Navigational,8100,27,1.16,"Sitelinks, Video, Video carousel, People also ask, Related searches, Things to know, Ads top, Ads bottom"
servsafe manager practice test,Informational,8100,16,0.33,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
sql management studio download,Navigational,8100,25,10.98,"Sitelinks, Video, Video carousel, People also ask, Related searches"
sql server management studio download,Navigational,8100,28,10.98,"Sitelinks, Video, Video carousel, People also ask, Related searches"
application lifecycle management,Informational,6600,16,3.15,"Sitelinks, AI Overview, Image pack, Video, Related searches"
bachelor of management studies,Informational,6600,21,1.02,"Sitelinks, AI Overview, Video, Related searches"
campus management system,"Informational, Commercial",6600,18,4.68,"AI Overview, Video, People also ask, Related searches, Things to know, Ads bottom"
construction manager,Informational,6600,29,4.45,"Sitelinks, AI Overview, Image pack, Video, Jobs, Related searches"
crown asset management,Navigational,6600,18,3.20,"Sitelinks, Video, People also ask, Knowledge panel, Related searches"
emergency management jobs,Commercial,6600,19,0.25,"Video, People also ask, Jobs, Related searches"
european credit management,Informational,6600,10,2.37,"Video, People also ask, Related searches"
financial management associate,Informational,6600,12,2.04,"Video, Related searches"
managed security services,Informational,6600,23,32.91,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom, Ads middle"
program manager jobs,Commercial,6600,23,0.65,"Video, Jobs, Related searches"
svn source code management,Informational,6600,19,3.80,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Knowledge panel, Related searches, Ads bottom"
asset management company careers,Commercial,5400,27,0.71,"Sitelinks, AI Overview, Video, Related searches"
business management and management,Informational,5400,28,12.66,"Sitelinks, AI Overview, Video carousel, People also ask, Related searches, See results about, Things to know, Ads bottom"
certified property manager,Informational,5400,18,0.70,"Sitelinks, AI Overview, Image pack, Video, Related searches"
construction project manager,Informational,5400,12,4.04,"Sitelinks, AI Overview, Image pack, Video, Related searches, Ads bottom"
cortisol manager,"Informational, Commercial",5400,4,1.02,"Sitelinks, Image pack, Video, Video carousel, Discussions and forums, Related searches, Ads bottom"
customer success manager jobs,Commercial,5400,24,0.56,"Video, Jobs, Related searches"
data quality management,Informational,5400,29,9.63,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Ads bottom"
define labor management system,Informational,5400,26,4.89,"Featured snippet, Sitelinks, Video, People also ask, Related searches"
global management challenge,Informational,5400,15,0.70,"Video, Video carousel, People also ask, Related searches"
healthcare management administrators,Navigational,5400,26,2.92,"Sitelinks, Knowledge panel, Related searches"
managing director company,Informational,5400,22,4.07,"Sitelinks, AI Overview, Video, Related searches"
office manager jobs near me,Commercial,5400,21,0.28,"Sitelinks, People also ask, Jobs, Related searches"
on q property management,"Navigational, Commercial",5400,25,1.08,"Sitelinks, Image, Video, Local pack, Related searches, Ads top, Ads bottom"
property manager jobs,Commercial,5400,26,0.35,"Video, People also ask, Jobs, Related searches"
receivable management services,"Informational, Commercial",5400,24,5.36,"Sitelinks, AI Overview, Video, People also ask, Local pack, Knowledge panel, Related searches, Ads bottom"
serve property management,"Informational, Transactional",5400,11,3.93,"Sitelinks, Local pack, Related searches"
supply chain management salary,Informational,5400,16,4.44,"Sitelinks, AI Overview, Video, People also ask, Related searches"
tenant management organisation,Informational,5400,9,6.05,"Sitelinks, AI Overview, Video, Related searches"
vacancies in supply chain management,Commercial,5400,29,0.65,"Video, Video carousel, Jobs, Related searches"
yes energy management,Navigational,5400,24,3.62,"Sitelinks, Image pack, Video, Related searches"
zoho customer relationship management,"Informational, Transactional",5400,17,10.44,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches, Ads bottom"
