Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
redbull advent calendar,Commercial,14800,"0.81,0.44,1.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00",26,0.00,0.02,"Sitelinks, Image, Image pack, Video, Related searches",5480000
aacps calendar,Transactional,12100,"0.66,0.54,0.66,1.00,1.00,0.54,0.43,0.28,0.36,0.24,0.43,0.43",19,3.00,0.00,"Sitelinks, Video, Related searches",102000
aisd calendar,Informational,12100,"1.00,0.81,0.66,0.81,0.54,0.66,0.81,0.44,0.19,0.44,0.66,1.00",26,0.06,0.03,"Sitelinks, Video, Related searches",922000
binghamton academic calendar,"Informational, Transactional",12100,"0.81,0.66,0.66,1.00,0.54,0.54,0.66,0.36,0.19,0.36,0.81,0.81",21,0.00,0.00,"Image pack, Video, Related searches",807000
bonne maman advent calendar,Transactional,12100,"0.44,1.00,0.81,0.05,0.02,0.01,0.01,0.01,0.01,0.04,0.07,0.44",27,0.63,0.69,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",828000
calendar miami dade county public schools,Informational,12100,"0.00,0.00,0.00,0.00,1.00,0.44,0.66,0.29,0.00,0.00,0.00,0.00",26,3.83,0.00,"Image pack, Video, Related searches",319000
cfisd calendar,Navigational,12100,"0.67,1.00,0.81,0.67,0.67,0.67,0.54,0.67,0.20,0.36,0.54,0.81",20,0.00,0.00,"Sitelinks, Image pack, Related searches",47300
cornell academic calendar,Navigational,12100,"1.00,0.66,0.66,1.00,0.66,0.54,0.36,0.29,0.19,0.29,0.44,0.54",28,0.00,0.00,"Sitelinks, Related searches",21500000
december 2024 calendar printable,Informational,12100,"0.24,1.00,1.00,0.08,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00",23,0.00,0.11,"Sitelinks, Image, Image pack, Video, Related searches",178000000
disneyland crowd calendar 2025,"Informational, Commercial",12100,"0.19,0.24,0.54,1.00,1.00,0.81,0.81,0.81,0.66,0.81,0.81,0.81",29,1.06,0.04,"Sitelinks, Image, Image pack, Video, Related searches",16500000
january 2025 calendar printable,Informational,12100,"0.13,0.36,1.00,1.00,0.16,0.03,0.02,0.01,0.00,0.00,0.00,0.01",29,0.00,0.21,"Sitelinks, Image, Image pack, Video, Related searches",206000000
katy isd calendar,Informational,12100,"1.00,1.00,1.00,1.00,0.82,0.55,0.82,0.67,0.24,0.29,0.44,0.55",18,0.00,0.00,"Image pack, Related searches",2430000
ncsu academic calendar,Navigational,12100,"1.00,0.82,1.00,1.00,0.67,0.67,0.55,0.36,0.36,0.55,1.00,0.67",28,0.00,0.00,"Sitelinks, Related searches",7380000
nyc schools calendar error,Informational,12100,"1.00,0.00,0.00,0.00",22,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Related searches",2300000
pwcs calendar,"Informational, Transactional",12100,"0.81,0.66,0.54,0.66,0.44,0.36,0.29,0.24,0.24,0.29,0.36,1.00",30,0.00,0.00,"Sitelinks, Image pack, People also ask, Related searches",36400000
tamu academic calendar,Navigational,12100,"0.67,1.00,1.00,1.00,0.54,0.44,0.67,0.54,0.30,0.36,0.67,0.67",27,0.00,0.00,"Sitelinks, Related searches",4560000
telugu calendar 2025,"Informational, Transactional",12100,"0.07,0.10,0.24,1.00,0.66,0.66,0.81,0.66,0.54,0.54,0.66,0.54",15,0.00,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches",122000000
wall calendar 2025,Commercial,12100,"0.13,0.24,1.00,0.67,0.16,0.16,0.10,0.13,0.81,0.54,0.10,0.05",27,0.58,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",594000000
2026 calendar with holidays,Informational,9900,"0.08,0.13,0.08,0.19,0.19,0.24,0.36,0.44,0.54,0.81,0.81,1.00",30,0.92,0.54,"Sitelinks, AI Overview, Image, Video, Related searches",887000000
2027 calendar,Informational,9900,"0.29,0.24,0.29,0.66,0.44,0.44,0.54,0.44,0.54,0.66,0.81,1.00",27,1.15,0.58,"Sitelinks, Image, Image pack, Related searches",189000000
august 2024 calendar,Informational,9900,"1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",30,0.00,0.61,"Sitelinks, Image, Image pack, Video, Related searches",543000000
calendar baltimore county public schools,"Navigational, Commercial",9900,"0.01,0.01,0.03,0.00,0.81,0.81,1.00,0.67,0.01,0.00,0.04,0.44",20,0.00,0.00,"Sitelinks, Video, Related searches",5810000
chocolate advent calendar,Commercial,9900,"0.36,1.00,1.00,0.03,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.30",22,0.38,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",37400000
dadeschools calendar,Informational,9900,"0.81,0.67,0.67,0.81,0.81,1.00,0.81,0.54,0.15,0.30,0.44,0.81",26,3.84,0.00,"Image pack, Related searches",185000
fbisd calendar,"Navigational, Transactional",9900,"1.00,0.54,0.66,0.66,0.66,0.66,0.44,0.29,0.10,0.19,0.29,0.44",30,0.00,0.00,"Sitelinks, Image pack, Video, Related searches",159000
fwisd calendar,Navigational,9900,"0.44,1.00,0.44,0.54,0.66,0.54,0.66,0.44,0.10,0.29,0.36,0.66",20,0.84,0.00,"Sitelinks, Video, Related searches",245000
gnome advent calendar,"Informational, Transactional",9900,"1.00,0.54,0.66,0.10,0.03,0.01,0.00,0.00,0.07,0.07,0.08,0.08",30,0.35,1.00,"Sitelinks, Image, Image pack, Video, Related searches",2320000
humble isd calendar,Informational,9900,"0.36,0.54,0.44,1.00,0.81,0.44,0.44,0.44,0.24,0.36,0.44,0.36",26,0.00,0.00,"Image pack, Related searches",1710000
islamic calendar 2025,"Informational, Commercial",9900,"0.12,1.00,1.00,0.81,0.81,0.66,0.36,0.81,0.66,0.54,0.29,0.36",18,4.29,0.16,"Sitelinks, Image pack, Video, Related searches, Ads top, Ads bottom",104000000
january 2026 calendar,Informational,9900,"0.05,0.07,0.13,0.24,0.19,0.16,0.19,0.24,0.29,0.44,0.81,1.00",29,0.56,0.70,"Sitelinks, AI Overview, Image, Video, Related searches",1110000000
klein isd calendar,Navigational,9900,"0.67,1.00,0.81,1.00,0.67,0.44,0.67,0.30,0.23,0.54,0.67,0.54",19,0.00,0.00,"Sitelinks, Image pack, Related searches",15100000
lisd calendar,Informational,9900,"0.44,0.54,1.00,1.00,0.36,0.29,0.29,0.24,0.07,0.19,0.29,0.24",22,0.00,0.00,"Sitelinks, Image pack, Related searches",508000
mdcps calendar,Informational,9900,"0.13,1.00,0.67,0.24,0.08,0.19,0.24,0.07,0.08,0.16,0.08,0.16",26,3.83,0.00,"Image pack, Video, Related searches",330000
misd calendar,"Informational, Commercial",9900,"0.81,0.54,1.00,0.66,0.29,0.36,0.54,0.54,0.16,0.24,0.29,0.66",27,0.00,0.00,"Sitelinks, Related searches",1120000
nisd calendar,Informational,9900,"0.44,1.00,0.66,0.81,0.81,0.66,0.54,0.44,0.13,0.44,0.36,0.36",29,0.00,0.00,"Image pack, Related searches",67500
northeastern academic calendar,"Informational, Transactional",9900,"1.00,0.66,0.66,0.81,0.54,0.66,0.66,0.29,0.24,0.24,0.54,0.54",24,0.00,0.00,"Image pack, Video, Related searches",8130000
november 2024 calendar printable,Informational,9900,"0.81,1.00,0.08,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00",23,0.00,0.13,"Sitelinks, Image, Image pack, Video, Related searches",173000000
red bull advent calendar,Transactional,9900,"0.67,0.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04",29,0.00,0.02,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",9290000
wall calendar,"Informational, Transactional",9900,"0.44,0.81,1.00,0.81,0.29,0.29,0.29,0.29,0.44,0.81,0.81,0.54",29,0.86,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",655000000
13 month calendar,Informational,8100,"0.67,0.67,0.56,1.00,0.67,0.67,0.67,0.36,0.44,0.36,0.36,0.36",26,0.71,0.07,"Sitelinks, AI Overview, Image, Video, Related searches, See results about",1410000000
2025 wall calendar,"Informational, Transactional",8100,"0.13,0.44,1.00,0.66,0.13,0.07,0.03,0.04,0.03,0.03,0.03,0.02",25,0.54,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",592000000
april 2025 calendar printable,Informational,8100,"0.01,0.04,0.07,0.13,0.24,1.00,1.00,0.19,0.03,0.01,0.00,0.00",25,0.00,0.14,"Sitelinks, Image, Image pack, Video, Related searches",163000000
asu calendar,Navigational,8100,"1.00,0.82,0.67,1.00,0.82,0.67,0.44,0.44,0.29,0.44,0.82,0.67",22,0.00,0.00,"Sitelinks, Video, Related searches",60600000
broward schools calendar,Informational,8100,"1.00,0.55,0.66,0.45,0.45,0.66,0.09,0.36,0.11,0.30,0.18,0.36",19,0.00,0.00,"Image pack, Video, Related searches",3940000
calendar emoji,Informational,8100,"0.44,0.54,0.44,0.44,0.44,0.54,0.54,0.54,0.44,1.00,0.66,0.66",28,0.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",49100000
clemson academic calendar,Navigational,8100,"0.81,0.81,1.00,1.00,0.54,0.44,0.44,0.44,0.36,0.54,0.81,0.54",21,0.00,0.00,"Sitelinks, Related searches",2860000
columbia academic calendar,Informational,8100,"0.81,1.00,0.81,1.00,0.66,0.44,0.44,0.36,0.29,0.29,0.66,1.00",25,0.00,0.00,"Sitelinks, Related searches",82000000
conroe isd calendar,Informational,8100,"0.66,0.81,0.54,0.54,1.00,0.36,0.36,0.54,0.24,0.19,0.36,0.36",27,0.00,0.00,"Image pack, Related searches",417000
desk calendar 2025,Commercial,8100,"0.16,0.44,1.00,0.81,0.24,0.16,0.16,0.13,0.16,0.16,0.13,0.08",19,0.60,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",585000000
february 2026 calendar,Informational,8100,"0.05,0.07,0.08,0.29,0.36,0.24,0.29,0.29,0.29,0.44,0.66,1.00",20,0.48,0.41,"Sitelinks, AI Overview, Image, Video, Related searches",893000000
fulton county schools calendar,Navigational,8100,"0.83,0.34,1.00,0.55,1.00,0.34,0.69,1.00,1.00,0.24,0.45,0.17",24,0.00,0.00,"Sitelinks, Image pack, Related searches",2470000
gwinnett county school calendar,Informational,8100,"0.67,1.00,0.67,0.30,0.30,0.30,0.10,0.00,0.00,0.00,0.00,0.10",18,0.00,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches",3280000
gwu academic calendar,Navigational,8100,"0.81,1.00,0.66,0.81,0.54,0.54,0.54,0.36,0.44,0.44,0.66,0.66",26,0.00,0.00,"Sitelinks, Related searches",5220000
hillsborough county school calendar,Informational,8100,"0.05,0.44,0.44,0.67,1.00,0.82,0.67,0.36,0.20,0.44,0.36,0.15",25,0.00,0.00,"Sitelinks, Image pack, Video, Related searches",2690000
knox county schools calendar,"Informational, Transactional",8100,"0.36,0.36,0.44,0.44,0.81,0.44,1.00,0.66,0.19,0.36,0.36,0.44",28,4.47,0.01,"Image pack, Video, Related searches",2200000
lausd calendar 25-26,"Informational, Transactional",8100,"0.00,0.00,0.01,0.07,0.10,0.29,0.36,0.54,0.81,1.00,0.66,0.54",29,0.00,0.00,"Image, Image pack, Video, Related searches",15600
lcps calendar,Informational,8100,"1.00,0.81,0.67,1.00,0.67,0.67,0.54,0.30,0.23,0.15,0.67,0.54",30,0.01,0.01,"Sitelinks, Image pack, Video, Related searches",713000
little people advent calendar,Commercial,8100,"0.16,1.00,0.13,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.10",25,0.21,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",56400000
lsu academic calendar,"Informational, Transactional",8100,"0.66,0.81,1.00,1.00,0.81,0.66,0.54,0.44,0.29,0.44,1.00,0.66",30,0.00,0.00,"Sitelinks, Video, Related searches",4840000
march 2025 calendar printable,Informational,8100,"0.05,0.10,0.13,0.66,1.00,1.00,0.10,0.03,0.00,0.00,0.00,0.00",21,0.00,0.21,"Sitelinks, Image, Image pack, Video, Related searches",210000000
march 2026 calendar,Informational,8100,"0.07,0.07,0.08,0.16,0.24,0.54,0.44,0.44,0.54,0.66,1.00,1.00",25,1.04,0.32,"AI Overview, Image, Video, Related searches",935000000
may 2026 calendar,Informational,8100,"0.10,0.10,0.10,0.19,0.24,0.29,0.54,1.00,0.66,0.66,1.00,1.00",21,0.27,0.24,"Sitelinks, Image, Image pack, Related searches",1220000000
nyc schools calendar,Informational,8100,"0.29,0.29,0.36,0.54,0.29,0.66,0.44,1.00,0.44,0.19,0.54,0.66",19,0.00,0.00,"Sitelinks, Image pack, Video, Related searches",564000000
ocps calendar,Informational,8100,"0.67,0.82,0.82,1.00,0.44,0.67,0.55,0.44,0.20,0.36,0.44,0.44",26,0.00,0.00,"Sitelinks, Image, Image pack, Video, Related searches",2780000
pitt academic calendar,"Navigational, Transactional",8100,"1.00,0.66,0.81,0.66,0.54,0.44,0.36,0.24,0.19,0.29,0.66,0.66",30,0.00,0.00,"Sitelinks, Image pack, Related searches",22500000
pps calendar,Informational,8100,"0.66,0.44,0.54,1.00,0.54,0.66,0.54,0.36,0.29,0.29,0.66,0.44",23,0.00,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches",19000000
purdue academic calendar,"Informational, Transactional",8100,"0.81,0.81,0.81,1.00,0.54,0.54,0.54,0.36,0.30,0.44,1.00,0.81",20,0.00,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches",9170000
sunset calendar los angeles,Navigational,8100,"0.19,0.03,0.07,0.36,0.54,1.00,0.54,0.66,0.66,0.24,0.07,0.44",21,0.00,0.00,"Video, People also ask, Related searches",52500000
umass academic calendar,"Informational, Transactional",8100,"0.66,0.81,1.00,0.66,0.54,0.54,0.66,0.36,0.16,0.24,0.36,0.44",23,0.00,0.00,"Video, Related searches",2470000
wine advent calendar,"Informational, Transactional",8100,"0.54,1.00,0.30,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.02,0.16",21,1.67,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",24900000
aldine isd calendar,"Navigational, Transactional",6600,"0.67,0.67,0.81,1.00,1.00,0.44,0.44,0.44,0.28,0.44,0.54,0.67",18,0.00,0.00,"Sitelinks, Image pack, Related searches",243000
april 2026 calendar,Informational,6600,"0.05,0.05,0.07,0.16,0.16,0.29,0.66,0.44,0.44,0.54,0.81,1.00",19,0.52,0.49,"AI Overview, Image, Video, Related searches",947000000
atlanta public schools calendar,"Navigational, Transactional",6600,"0.44,0.81,1.00,0.81,0.66,0.66,0.66,0.66,0.36,0.54,0.54,0.54",29,12.09,0.00,"Image pack, Related searches",31400000
bisd calendar,"Informational, Commercial",6600,"0.54,0.36,0.44,1.00,0.66,0.44,0.36,0.29,0.08,0.19,0.44,0.29",24,0.00,0.00,"Sitelinks, Related searches",261000
bps calendar,"Informational, Commercial",6600,"0.44,0.66,1.00,1.00,0.81,1.00,0.66,0.66,0.66,0.24,0.54,0.66",26,0.00,0.00,"Image pack, Video, Related searches",33600000
broward school calendar,Informational,6600,"0.53,0.00,0.36,0.44,0.53,0.44,1.00,0.67,0.53,1.00,0.67,0.81",10,0.00,0.00,"Sitelinks, Image pack, Video, Related searches",3750000
calendar for miami dade public schools,Informational,6600,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.44,0.29,0.00,0.00,0.00",20,3.83,0.00,"Image pack, Video, Related searches",231000
calendar fulton county schools,Navigational,6600,"0.19,0.24,0.24,0.36,0.00,0.36,0.00,0.16,0.66,0.00,1.00,0.81",23,0.00,0.00,"Sitelinks, Image pack, Related searches",2220000
calendar miami dade public schools,Informational,6600,"0.00,0.00,0.02,0.00,0.00,0.20,1.00,0.44,0.29,0.00,0.00,0.00",19,3.83,0.00,"Image pack, Video, Related searches",1250000
calendar montgomery county public schools,Informational,6600,"0.00,0.00,0.02,0.00,0.00,0.10,1.00,0.44,0.20,0.00,0.03,0.00",25,3.00,0.00,"Image pack, Related searches",7810000
cy fair isd calendar,Navigational,6600,"0.24,0.29,0.44,1.00,0.54,0.29,0.10,0.13,0.04,0.36,0.36,0.19",15,0.00,0.00,"Sitelinks, Image pack, Related searches",240000
dcps calendar 24-25,Informational,6600,"0.81,0.54,0.54,1.00,0.54,0.13,0.24,0.04,0.01,0.01,0.10,0.00",28,0.00,0.00,"Image, Image pack, Related searches",14100
depo calendar,Informational,6600,"0.81,0.66,0.81,1.00,0.66,0.54,0.54,0.54,0.54,0.54,0.44,0.54",19,0.00,0.00,"Image, Image pack, Video, Related searches",24000000
episd calendar,Informational,6600,"0.66,0.54,0.44,0.66,1.00,0.81,0.44,0.54,0.29,0.29,0.29,1.00",26,0.00,0.00,"Sitelinks, Image pack, Video, People also ask, Related searches",244000
fishing advent calendar,Commercial,6600,"0.81,1.00,0.24,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.13,0.36",25,0.37,1.00,"Sitelinks, Image pack, Video, Video carousel, Related searches, Ads top, Ads bottom",28400000
fishing calendar,Commercial,6600,"0.44,0.36,0.36,0.29,0.44,0.66,0.81,0.81,0.81,0.81,1.00,0.54",19,0.55,0.12,"Sitelinks, Image, Video, Related searches",164000000
fort bend isd calendar,"Informational, Navigational",6600,"0.44,1.00,0.81,1.00,0.81,0.44,0.44,0.54,0.24,0.36,0.54,1.00",25,0.00,0.00,"Image pack, Video, Related searches",2160000
gw academic calendar,Navigational,6600,"1.00,1.00,1.00,0.36,0.66,0.54,0.44,0.29,0.29,0.44,0.81,0.81",22,0.00,0.00,"Sitelinks, Related searches",5070000
hisd calendar 25-26,"Informational, Transactional",6600,"0.00,0.00,0.02,0.16,0.10,0.00,0.24,0.08,0.16,0.19,1.00,1.00",21,0.00,0.00,"Image pack, Video, Related searches",15200
how can i share outlook calendar,Informational,6600,"0.00,0.00,0.07,0.01,0.81,1.00,1.00,0.66,0.81,0.00,0.00,0.00",27,0.92,0.00,"AI Overview, Video, Video carousel, Related searches",112000000
jcps calendar 25-26,"Informational, Transactional",6600,"0.00,0.03,0.05,0.13,0.19,0.29,0.29,0.36,0.44,0.81,0.66,1.00",30,0.00,0.00,"Image, Image pack, Video, Related searches",26500
june 2024 calendar,Informational,6600,"1.00,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00",27,0.00,0.39,"Image, Image pack, Video, Video carousel, Related searches",1380000000
june 2026 calendar,Informational,6600,"0.08,0.06,0.10,0.16,0.19,0.24,0.29,0.54,1.00,1.00,1.00,0.81",26,0.45,0.48,"Sitelinks, AI Overview, Image, Video, Related searches",909000000
makeup advent calendar,Commercial,6600,"0.68,1.00,0.55,0.05,0.00,0.00,0.00,0.02,0.02,0.02,0.05,0.11",27,1.00,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products",55700000
march 2024 calendar,Informational,6600,"0.00,0.00,0.00,0.00,0.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00",29,0.00,0.37,"Image, Image pack, Video, Related searches",517000000
miami dade public calendar,Informational,6600,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.01,0.00,0.00,0.00",27,3.83,0.00,"Image pack, Video, Related searches",4590000
montgomery county public schools calendar,"Informational, Transactional",6600,"0.54,1.00,0.44,0.19,0.24,0.30,0.07,0.19,0.13,0.30,0.67,0.07",27,3.00,0.00,Related searches,7780000
neisd calendar,Navigational,6600,"0.54,0.81,0.54,0.66,0.54,0.54,1.00,0.66,0.19,0.36,0.54,0.36",24,0.00,0.00,"Sitelinks, Related searches",108000
plano isd calendar,Informational,6600,"0.54,0.66,0.36,0.81,0.81,1.00,0.81,0.29,0.19,0.36,0.44,0.44",21,0.00,0.00,"Image pack, Related searches",1140000
polk county school calendar,Navigational,6600,"0.67,0.81,0.67,1.00,0.67,0.67,0.67,0.67,0.36,0.67,0.67,0.54",30,0.00,0.00,"Sitelinks, Image pack, Video, Related searches",3760000
round rock isd calendar,Informational,6600,"0.81,1.00,0.54,0.67,0.44,0.44,0.30,0.30,0.12,0.36,0.44,0.54",30,0.00,0.00,"Sitelinks, Image pack, Related searches",2080000
stardew calendar,Informational,6600,"0.13,0.81,0.81,1.00,0.54,0.66,0.29,0.44,0.36,0.36,0.44,0.54",26,0.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",8170000
stardew valley calendar,Informational,6600,"0.23,1.00,0.66,1.00,0.44,0.44,0.36,0.36,0.44,0.54,0.36,0.44",26,0.00,0.00,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches",4630000
sunset calendar new york,Informational,6600,"0.10,0.02,0.07,0.01,0.81,1.00,0.81,0.66,0.66,0.00,0.08,0.54",29,0.00,0.00,"Sitelinks, Related searches",24700000
ucr academic calendar,Navigational,6600,"0.66,0.81,1.00,1.00,0.81,0.81,0.44,0.54,0.36,0.36,0.54,0.66",20,0.00,0.00,"Sitelinks, Video, Related searches",364000
ucsb academic calendar,Navigational,6600,"0.44,0.66,1.00,1.00,0.54,0.81,0.44,0.44,0.36,0.24,0.44,0.81",28,0.00,0.00,"Sitelinks, Related searches",849000
uic academic calendar,"Navigational, Transactional",6600,"0.66,0.66,1.00,1.00,0.66,0.54,0.44,0.54,0.36,0.44,0.66,0.44",30,0.00,0.00,"Sitelinks, Related searches",
uva academic calendar,Navigational,6600,"0.81,0.81,0.81,1.00,0.44,0.36,0.36,0.29,0.23,0.36,0.81,0.54",28,0.00,0.00,"Sitelinks, Video, Related searches",14300000
virginia tech academic calendar,"Navigational, Transactional",6600,"0.66,0.81,0.66,1.00,0.44,0.36,0.54,0.44,0.29,0.44,0.81,0.44",30,0.00,0.00,"Sitelinks, Video, Related searches",54600000
wake county schools calendar,Informational,6600,"0.81,0.54,1.00,0.66,0.24,0.24,0.24,0.36,0.12,0.36,0.36,0.24",16,0.00,0.00,"Sitelinks, Image pack, Video, Related searches",6890000
whiskey advent calendar,Commercial,6600,"0.54,1.00,0.36,0.02,0.01,0.01,0.00,0.00,0.01,0.02,0.04,0.19",20,1.46,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",10300000
2018 calendar,Informational,5400,"0.66,0.55,0.66,0.66,0.55,1.00,0.66,0.55,0.45,0.55,0.55,0.55",28,0.00,0.22,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",1320000000
2024 december calendar,Informational,5400,"0.13,0.36,1.00,0.10,0.03,0.01,0.00,0.01,0.00,0.00,0.00,0.01",30,0.00,0.52,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches",1400000000
aacps calendar 24-25,Informational,5400,"1.00,0.81,0.54,0.54,0.24,0.13,0.00,0.00,0.00,0.00,0.00,0.00",22,0.00,0.00,"Sitelinks, Image pack, Video, Related searches",6490
aaps calendar,Navigational,5400,"0.67,1.00,1.00,0.82,0.36,0.44,0.67,0.29,0.18,0.36,1.00,0.55",27,12.09,0.00,"Sitelinks, Image pack, Video, Related searches",211000
academic calendar iub,Navigational,5400,"0.81,0.81,0.81,1.00,0.66,0.54,0.54,0.43,0.36,0.66,1.00,0.81",24,0.00,0.00,"Sitelinks, Related searches",119000
