Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
is cartoon network shut down,"Informational, Transactional",1900,"1.00,0.00,0.00,0.00,0.02,0.02,0.03,0.03,0.02,0.11,0.11,0.05",24,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",9
tv listings cartoon network,Informational,1900,"0.13,0.07,0.29,0.03,1.00,0.66,0.53,0.44,0.66,0.00,0.16,0.44",26,0.00,0.00,"Sitelinks, Image, Video, People also ask, Related searches",5690000
90s shows on cartoon network,Informational,1600,"0.19,0.09,0.35,0.06,0.52,1.00,1.00,0.67,0.80,0.00,0.24,0.67",29,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches",7580000
cartoon network cartoon movie,"Informational, Transactional",1600,"0.13,0.07,0.24,0.03,0.35,1.00,0.53,0.35,0.29,0.02,0.08,0.24",28,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",10
cartoon network chowder,Informational,1600,"0.34,0.82,0.82,0.65,1.00,0.34,0.55,0.34,0.34,0.44,0.34,0.34",29,0.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches",10
90s cartoon network shows,Informational,1300,"0.34,0.45,0.55,1.00,0.34,0.83,0.62,0.55,0.83,0.62,1.00,0.62",30,0.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",43500000
all shows in cartoon network,Informational,1300,"0.20,0.08,0.36,0.05,0.52,0.80,1.00,0.66,0.66,0.01,0.20,0.44",30,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches",9
cartoon characters from cartoon network,Informational,1300,"0.02,0.02,0.02,0.06,0.00,0.00,0.00,0.13,0.06,0.00,0.15,1.00",28,0.00,0.00,"Image, Image pack, Video, Carousel, Related searches",387000000
cartoon network 2000,"Informational, Commercial",1300,"1.00,0.46,0.52,0.52,0.46,0.84,1.00,1.00,0.52,0.31,0.84,0.84",29,0.00,0.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",204000000
cartoon network cartoons 2000s,"Informational, Commercial",1300,"1.00,0.81,0.81,0.81,0.81,0.81,0.62,1.00,1.00,0.62,0.62,0.45",23,0.00,0.00,"Sitelinks, Image, Image pack, Video, Related searches",10
cartoon network halloween movies,Informational,1300,"1.00,0.45,0.24,0.24,0.14,0.10,0.14,0.24,0.28,0.17,0.55,0.83",27,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",47800000
cartoon network rule 34,Navigational,1300,"0.84,0.84,0.68,0.84,0.68,0.68,0.68,0.52,1.00,0.68,0.68,0.68",22,0.00,0.00,Sitelinks,10
cartoon network schedule today,"Informational, Commercial",1300,"0.52,0.52,0.52,0.68,1.00,1.00,0.52,0.84,0.68,0.68,0.52,0.31",21,0.00,0.00,"Sitelinks, Image, Video, Related searches",164000000
cartoon network shows 90's,Informational,1300,"0.20,0.11,0.36,0.05,0.53,0.00,1.00,0.67,0.80,0.00,0.24,0.67",23,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",40400000
cartoons 90s cartoon network,Informational,1300,"0.84,0.68,0.68,0.84,0.84,1.00,0.84,0.68,0.84,0.05,0.37,0.68",23,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",5110000
cartoon network jobs,Commercial,1000,"1.00,0.80,0.60,0.80,0.40,0.40,0.40,0.40,0.40,0.40,0.20,0.20",26,5.56,0.01,"Image, Video, People also ask, Jobs, Related searches",208000000
cartoon network listings,Informational,1000,"0.04,0.01,0.03,0.16,1.00,0.08,0.22,0.20,0.16,0.22,0.16,0.65",24,0.00,0.00,"Sitelinks, Image, Video, Related searches",17100000
cartoon network porm,Informational,1000,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.54,0.00,0.00,0.04,0.01",30,0.00,0.00,,19000000
cartoon network pornography,Informational,1000,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.54,0.00,0.00,0.02,0.00",24,0.00,0.00,,9870000
cartoon network punch time explosion,Informational,1000,"0.67,1.00,0.75,0.75,1.00,0.54,0.75,0.75,0.75,1.00,1.00,1.00",27,0.00,0.00,"Sitelinks, Image, Video, Video carousel, People also ask, Knowledge panel, Related searches, Popular products",1500000
early 2000s cartoon network shows,Informational,1000,"0.62,0.55,0.55,0.81,0.55,0.62,0.62,0.62,0.62,0.62,1.00,0.81",25,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches",15100000
totally spies cartoon network archive,Informational,1000,"1.00,0.00,0.00,0.00",28,0.00,0.00,"Image, Image pack, Video",175000
totally spies cartoon network intro,"Navigational, Transactional",1000,"1.00,0.00",23,0.00,0.00,"Image, Video, Related searches",60400
totally spies intro 2003 cartoon network,"Informational, Transactional",1000,"1.00,0.00,0.00,0.00",30,0.00,0.00,"Image, Video, People also ask, Related searches",75800
tv guide cartoon network,Informational,1000,"1.00,0.55,0.03,0.03,0.03,0.03,0.03,0.82,0.82,0.04,0.04,0.55",23,0.00,0.00,"Sitelinks, Image, Video, Related searches",438000000
