Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
cellular trail camera,Commercial,9900,"0.44,0.81,0.44,0.16,0.13,0.13,0.16,0.10,0.81,0.81,0.81,1.00",21,0.75,0.43,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",56500000
udot cameras,Informational,9900,"0.22,0.44,0.56,0.56,1.00,0.56,0.28,0.11,0.11,0.08,0.11,0.08",29,0.00,0.00,"Sitelinks, Image, Video, Related searches",280000
35mm camera,"Informational, Commercial",8100,"0.44,0.36,0.36,0.44,0.24,0.36,0.44,0.36,0.54,1.00,0.81,0.29",28,0.29,0.90,"Sitelinks, Image, Video, People also ask, Related searches, Popular products",41000000
camera strap,Commercial,8100,"0.63,0.63,1.00,0.81,0.50,0.63,0.63,1.00,0.81,1.00,0.63,0.63",24,0.68,1.00,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches, Popular products",157000000
canon t6 digital slr camera,Commercial,8100,"0.10,0.02,0.07,0.01,0.81,1.00,1.00,0.66,0.81,0.00,0.08,0.54",28,0.18,0.92,"Sitelinks, Image, Video, Video carousel, Related searches, Popular products",2070000
wyze outdoor camera,"Informational, Transactional",8100,"0.83,1.00,0.83,0.55,0.66,0.83,0.66,0.66,0.83,0.66,0.83,0.83",22,0.32,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",2500000
13 cameras the movie,"Informational, Transactional",6600,"0.12,0.12,0.04,0.01,0.66,0.81,1.00,0.81,1.00,0.00,0.08,0.44",30,0.00,0.00,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",102000000
bay bridge cameras,Informational,6600,"0.55,0.30,0.43,0.43,0.55,0.55,0.43,1.00,0.82,0.82,0.82,0.66",25,0.00,0.00,"Image, Video, Related searches",95200000
best cameras for photography,Commercial,6600,"1.00,1.00,0.67,0.81,0.35,0.67,0.54,0.81,0.54,0.54,0.81,0.54",27,0.33,1.00,"Sitelinks, AI Overview, Image, Video, Related searches, Popular products",1340000000
camera pinhole camera,"Informational, Commercial",6600,"0.10,0.03,0.07,0.00,0.54,1.00,0.81,0.66,0.54,0.00,0.08,0.54",17,0.28,0.23,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Popular products",5560000
d3200 digital camera,"Informational, Transactional",6600,"0.24,0.04,0.08,0.01,0.66,0.81,1.00,0.81,1.00,0.00,0.10,0.66",30,0.18,0.89,"Sitelinks, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",2350000
houston camera exchange,Navigational,6600,"0.81,0.81,0.81,0.66,1.00,0.81,0.66,0.66,0.81,0.81,0.81,0.66",30,0.14,0.19,"Sitelinks, Image, Video, Knowledge panel, Related searches, Ads bottom",20600000
kodak disposable camera,Commercial,6600,"0.19,0.24,0.24,0.13,0.13,0.24,0.24,0.24,1.00,0.44,0.36,0.44",29,0.36,0.76,"Sitelinks, Image, Video, People also ask, Discussions and forums, Related searches, Popular products",2840000
lorex camera system,"Informational, Transactional",6600,"0.81,1.00,0.66,0.54,0.54,0.66,0.44,0.54,0.54,0.54,0.54,0.54",23,1.88,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",1160000
mirrorless camera vs dslr,Informational,6600,"0.66,0.81,1.00,0.44,0.66,0.66,0.81,0.81,0.81,1.00,0.81,0.54",17,0.08,0.24,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Short videos, People also ask, Related searches",17800000
red light camera,Informational,6600,"0.29,0.44,0.54,0.54,0.44,0.44,0.66,0.36,0.54,0.54,1.00,0.66",28,4.40,0.01,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches, See results about",1230000000
samsung digital camera,Commercial,6600,"1.00,0.24,0.24,0.19,0.16,0.24,0.19,0.24,0.19,0.19,0.24,0.29",25,0.18,0.89,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",454000000
walmart body cameras pilot,"Informational, Transactional",6600,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",26,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",2400000
best cellular trail camera,Commercial,5400,"1.00,1.00,0.67,0.29,0.15,0.20,0.15,0.15,0.24,0.36,0.55,0.55",25,0.62,1.00,"Sitelinks, AI Overview, Image, Video, Related searches",34500000
best doorbell camera without subscription,Commercial,5400,"0.81,1.00,1.00,0.81,0.66,0.81,0.81,0.43,1.00,1.00,1.00,1.00",29,0.73,1.00,"Sitelinks, Video, People also ask, Related searches",1020000000
best mirrorless camera,Commercial,5400,"0.67,1.00,0.81,0.44,0.54,0.81,0.67,1.00,0.81,0.67,0.67,0.67",22,0.37,0.98,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",30200000
camera film,Commercial,5400,"0.67,0.67,1.00,0.54,0.44,0.54,0.67,0.54,0.67,0.35,0.67,0.44",27,0.34,0.69,"Sitelinks, Image, Video, Related searches, Popular products",3820000000
camera night vision camera,"Informational, Transactional",5400,"1.00,0.81,1.00,0.81,0.67,0.81,0.67,0.00,0.44,0.00,0.00,0.00",30,1.06,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",257000000
camera png,Informational,5400,"0.54,0.44,0.44,0.66,0.81,0.66,0.81,0.66,0.54,0.54,0.81,1.00",30,0.00,0.00,"Image, Image pack, Video, Related searches",2450000000
camera prive,Navigational,5400,"0.81,0.67,1.00,0.81,1.00,0.81,1.00,1.00,0.81,0.67,0.81,1.00",20,2.50,0.02,Sitelinks,55400000
camera with emoji,"Informational, Transactional",5400,"0.01,0.00,0.08,0.01,0.16,0.81,1.00,0.81,0.66,0.00,0.08,0.54",28,0.00,0.00,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches",98400000
disposable kodak camera camera,Transactional,5400,"0.54,0.54,0.66,0.44,0.36,0.44,0.54,0.23,1.00,0.00,0.05,0.54",16,0.36,0.76,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",3780000
gully camera,"Informational, Commercial",5400,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",6,0.61,0.74,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",3560000
insta360 nano 360 video camera,Informational,5400,"0.36,0.04,0.13,0.01,1.00,1.00,1.00,0.44,1.00,0.00,0.16,1.00",20,0.28,1.00,"Video, Video carousel, Discussions and forums, Related searches, Popular products",1570000
night vision camera,"Informational, Transactional",5400,"1.00,0.36,0.29,0.44,0.29,0.29,0.36,0.36,0.29,0.36,0.29,0.36",20,1.06,1.00,"Sitelinks, Image, Video, Video carousel, Related searches, Popular products",407000000
osmo drone camera,"Informational, Transactional",5400,"0.03,0.02,0.10,0.01,0.66,0.66,1.00,0.81,0.66,0.00,0.03,0.44",28,0.17,1.00,"Sitelinks, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches, Popular products, Ads bottom",7810000
pink digital camera,Commercial,5400,"0.36,1.00,1.00,0.44,0.36,0.44,0.44,0.66,0.54,0.44,0.54,0.36",28,0.31,0.95,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",658000000
rear view mirror camera,Commercial,5400,"0.81,1.00,0.54,0.54,0.36,0.44,0.44,0.44,0.44,0.54,0.54,0.36",30,0.54,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",77400000
ring camera battery,"Informational, Transactional",5400,"0.66,0.66,0.66,0.81,0.66,0.66,0.66,0.66,0.81,1.00,0.81,0.81",30,0.71,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products, Ads bottom",177000000
solar powered security camera,"Informational, Transactional",5400,"0.29,0.54,0.36,0.44,0.36,0.54,0.44,0.54,0.66,0.81,0.81,1.00",30,1.26,1.00,"Sitelinks, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",89000000
spartan camera,Informational,5400,"0.55,0.55,0.67,0.44,0.36,0.36,0.29,0.29,0.44,0.55,0.67,1.00",20,4.70,1.00,"Sitelinks, Video, Knowledge panel, Related searches, Ads top, Ads bottom",13900000
35 mm camera,Commercial,4400,"0.35,0.54,0.66,0.44,0.35,0.44,0.35,0.44,1.00,0.54,1.00,0.66",28,0.29,0.90,"Sitelinks, Image, Video, People also ask, Related searches, Popular products",388000000
bay bridge traffic cameras,"Informational, Transactional",4400,"0.54,0.30,0.12,0.36,0.05,0.10,0.06,0.23,1.00,1.00,0.67,0.20",30,0.00,0.00,"Image, Video, Video carousel, Related searches",11700000
best budget digital camera,Commercial,4400,"0.54,1.00,0.81,0.44,0.29,0.19,0.44,0.44,0.54,0.54,0.29,0.44",29,0.39,1.00,"Sitelinks, Image, Video, Related searches, Popular products",445000000
best digital camera for beginners,Commercial,4400,"0.24,0.44,1.00,0.29,0.24,0.24,0.19,0.29,0.24,0.19,0.19,0.24",26,0.46,1.00,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches, Popular products, Ads bottom",221000000
best travel camera,Commercial,4400,"0.54,1.00,0.54,0.81,0.54,0.81,0.66,0.66,0.66,0.81,0.54,0.66",27,0.37,1.00,"Sitelinks, AI Overview, Image, Video, Related searches, Popular products",951000000
bethany beach video camera,Informational,4400,"0.00,0.00,0.10,0.00,0.01,0.54,0.66,1.00,1.00,0.00,0.15,0.81",22,0.00,0.00,"Image, Image pack, Video, Video carousel, Related searches",8140000
cam ip camera,Commercial,4400,"0.19,0.05,0.19,0.02,0.29,0.81,0.81,0.66,1.00,0.00,0.04,0.66",24,2.27,0.93,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products, Ads bottom",47300000
camera car rear,"Informational, Transactional",4400,"0.23,0.00,0.16,0.02,0.66,1.00,1.00,0.81,1.00,0.01,0.16,0.81",26,0.33,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",191000000
camera d3400,"Informational, Transactional",4400,"0.15,0.04,0.10,0.01,0.23,0.81,1.00,0.81,0.81,0.00,0.03,0.54",20,0.23,0.91,"Sitelinks, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches, Popular products",2220000
camera flash,Commercial,4400,"0.67,0.67,0.81,0.81,0.67,0.67,1.00,1.00,0.53,0.67,0.81,0.81",25,0.39,0.60,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",659000000
camera nikon aw100,"Informational, Transactional",4400,"0.04,0.02,0.06,0.01,0.12,0.44,1.00,0.81,0.81,0.00,0.02,0.10",17,0.12,0.94,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",327000
camera nikon d4s,"Informational, Transactional",4400,"0.24,0.05,0.13,0.02,1.00,1.00,1.00,0.44,1.00,0.00,0.03,0.66",25,0.54,0.90,"Sitelinks, AI Overview, Image, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",514000
camera with best camera,Commercial,4400,"0.03,0.07,0.13,0.01,0.29,1.00,1.00,1.00,1.00,0.00,0.04,0.29",22,0.43,1.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",3480000000
canon ea1 camera,Commercial,4400,"0.00,0.00,0.00,0.00,0.00,0.81,1.00,0.00,0.00,0.00,0.00,0.00",20,0.29,1.00,"Sitelinks, AI Overview, Image, Video, Discussions and forums, Related searches, Popular products",1550000
canon powershot sd1300 camera,"Informational, Transactional",4400,"0.04,0.07,0.08,0.19,0.05,0.05,0.81,1.00,0.01,0.00,0.00,0.00",22,0.21,0.98,"Sitelinks, Image, Image pack, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",129000
cellular security camera,Commercial,4400,"0.67,0.81,0.54,0.43,0.36,0.43,0.36,0.43,0.54,0.81,1.00,0.81",20,1.68,1.00,"Sitelinks, Image, Video, Video carousel, Related searches, Popular products",124000000
cellular trail cameras,Commercial,4400,"0.66,0.36,0.24,0.12,0.02,0.03,0.03,0.03,0.10,0.44,0.44,1.00",27,0.75,0.43,"Sitelinks, AI Overview, Image, Video, Related searches, Popular products",19000000
cotrip cameras,Navigational,4400,"0.29,1.00,0.44,0.81,0.44,0.44,0.36,0.19,0.10,0.10,0.08,0.05",29,0.00,0.00,"Sitelinks, Video, Related searches",1580000
document camera,Commercial,4400,"0.44,0.36,0.29,0.36,0.36,0.44,0.44,0.44,0.36,0.44,1.00,0.55",27,0.72,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products, Ads bottom",849000000
fujifilm x100vi digital camera,"Informational, Transactional",4400,"0.08,0.08,0.10,0.13,0.10,0.19,0.23,0.23,0.81,0.66,0.81,1.00",29,1.36,0.62,"Sitelinks, AI Overview, Image, Video, People also ask, Knowledge panel, Discussions and forums, Related searches",2970000
hummingbird feeder with camera,"Informational, Transactional",4400,"0.19,0.29,1.00,0.24,0.16,0.44,0.66,1.00,0.36,0.29,0.36,0.24",25,0.67,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products",3850000
inverted camera,"Informational, Transactional",4400,"0.43,0.36,0.28,0.54,0.66,0.66,1.00,0.81,0.54,0.54,0.66,0.81",22,0.00,0.00,"Sitelinks, Video, Related searches",306000000
iphone camera not working,Informational,4400,"0.67,0.67,0.81,0.67,0.81,1.00,1.00,0.81,0.81,1.00,1.00,1.00",22,0.33,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches",895000000
laredo bridge cameras,Informational,4400,"0.54,0.36,1.00,0.81,0.54,0.23,0.28,0.28,0.44,0.54,0.28,0.23",23,0.00,0.00,"Sitelinks, Image, Image pack, Video, Related searches",263000
medium format camera,Commercial,4400,"0.54,0.44,0.54,0.54,0.44,0.54,0.44,0.44,0.54,0.81,1.00,0.66",28,0.32,0.98,"Sitelinks, Image, Video, Video carousel, Related searches, Popular products",189000000
moultrie trail camera,Transactional,4400,"0.81,1.00,0.81,0.44,0.30,0.30,0.30,0.44,0.44,0.54,0.67,0.81",24,0.55,1.00,"Sitelinks, Image, Video, Related searches, Popular products, Ads top, Ads bottom",1170000
moultrie trail cameras,Transactional,4400,"0.36,0.81,0.44,0.16,0.10,0.29,0.29,0.10,0.54,0.54,1.00,0.81",20,0.55,1.00,"Sitelinks, Image, Video, Related searches, Popular products, Ads bottom",989000
nikon s6800 digital camera,"Informational, Transactional",4400,"0.35,0.66,0.66,0.44,0.35,0.54,0.81,1.00,0.66,0.35,0.23,0.16",23,0.19,0.95,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",77200
parts of a camera,Informational,4400,"0.05,0.13,0.07,1.00,0.04,0.04,0.05,0.05,0.08,0.03,0.08,0.10",12,0.00,0.00,"Sitelinks, AI Overview, Image, Video, Related searches",1070000000
point and shoot film camera,Commercial,4400,"0.54,0.54,0.81,0.43,0.54,0.43,0.54,0.54,0.67,1.00,0.67,0.54",18,0.34,1.00,"Sitelinks, Image, Video, Related searches, Popular products",147000000
retro digital camera,Commercial,4400,"0.81,1.00,1.00,0.29,0.29,0.44,0.29,0.54,0.81,0.66,0.44,0.44",29,0.53,1.00,"Sitelinks, Image, Image pack, Video, Discussions and forums, Related searches, Popular products, Ads bottom",351000000
sd card of camera,"Informational, Transactional",4400,"0.54,0.54,1.00,0.66,0.54,0.66,0.66,0.44,0.81,0.00,0.00,0.00",25,0.28,0.93,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products",108000000
security cameras without wifi,Commercial,4400,"0.67,0.67,0.67,0.67,0.67,0.81,1.00,0.81,0.81,0.81,0.81,0.81",19,2.02,1.00,"Sitelinks, Image, Video, People also ask, Discussions and forums, Related searches, Popular products",116000000
smoke detector camera,"Informational, Transactional",4400,"0.44,0.67,0.82,1.00,0.35,0.44,0.44,0.67,0.23,0.35,0.44,0.67",9,0.60,1.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches, Ads bottom",15500000
solar camera 100..500,"Informational, Transactional",4400,"1.00,1.00,1.00,0.81,0.81,1.00,0.00,0.00,0.00,0.00,0.00,0.00",11,0.00,0.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",461000000
spy spy camera,Commercial,4400,"0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",29,0.00,0.00,"Sitelinks, Image, Video, Video carousel, Related searches",140000000
spypoint trail camera,"Navigational, Transactional",4400,"1.00,1.00,0.81,0.35,0.22,0.30,0.22,0.30,0.35,0.35,1.00,0.81",24,0.57,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products, Ads top, Ads bottom",928000
udot traffic cameras,"Informational, Commercial",4400,"0.44,0.67,0.67,0.67,1.00,0.67,0.28,0.22,0.22,0.19,0.22,0.19",28,0.00,0.00,"Sitelinks, Image, Video, Related searches, Things to know",116000
vivitar camera,"Informational, Transactional",4400,"0.67,1.00,0.81,0.67,0.67,0.54,0.54,0.67,0.67,0.54,0.67,0.36",29,2.17,0.95,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",6470000
what is camera bobbing,Informational,4400,"0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.03,0.05,0.01,0.01,0.00",23,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",413000000
ysl camera bag,"Informational, Transactional",4400,"1.00,0.55,1.00,0.82,0.55,0.55,0.44,0.44,0.44,0.44,0.35,0.67",16,0.55,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",12100000
action lights camera action,"Informational, Transactional",3600,"0.08,0.05,0.28,0.03,0.81,1.00,1.00,1.00,0.66,0.01,0.05,1.00",29,0.00,0.01,"Image, Video, Featured video, Video carousel, Knowledge panel, Related searches, Popular products",141000000
alpha a5000 camera,"Informational, Transactional",3600,"0.05,0.02,0.16,0.02,0.29,0.81,0.81,1.00,0.81,0.00,0.00,0.00",29,0.21,0.87,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Knowledge panel, Discussions and forums, Related searches",911000
axis camera,Navigational,3600,"1.00,0.65,0.65,0.65,0.82,0.65,0.65,0.65,0.55,1.00,0.65,1.00",23,2.47,1.00,"Sitelinks, Image, Video, Video carousel, Related searches, Popular products, Ads bottom",121000000
best ilc camera,Commercial,3600,"0.02,0.00,0.23,0.02,0.66,0.81,0.81,0.81,1.00,0.00,0.04,0.44",17,0.37,0.98,"Sitelinks, AI Overview, Image, Video, Related searches",532000
best iphone camera,Commercial,3600,"1.00,1.00,1.00,0.80,0.80,1.00,1.00,1.00,1.00,1.00,1.00,1.00",25,1.16,0.98,"Sitelinks, AI Overview, Video, Video carousel, Related searches",1330000000
best starter camera,Commercial,3600,"0.44,1.00,0.23,0.54,0.06,0.54,0.19,0.12,0.09,0.09,0.23,0.16",28,0.35,1.00,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches, Popular products, Ads bottom, Ads middle",260000000
blink camera blinking red,Informational,3600,"1.00,0.81,1.00,0.81,0.81,1.00,0.81,1.00,0.81,1.00,1.00,0.65",27,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Short videos, Related searches",8980000
california road cameras,Informational,3600,"0.05,1.00,0.36,0.29,0.44,0.24,0.10,0.05,0.10,0.04,0.03,0.02",19,0.00,0.00,"Image, Video, People also ask, Related searches",79600000
camera case,Commercial,3600,"0.67,0.67,1.00,0.81,0.54,0.67,0.54,1.00,0.67,0.67,0.67,0.67",21,0.67,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",1480000000
camera digital retro,Commercial,3600,"0.05,0.07,0.00,0.00,0.54,0.66,0.66,0.66,1.00,0.00,0.03,0.36",22,0.53,1.00,"Sitelinks, Image, Video, Discussions and forums, Related searches, Popular products",114000000
camera for photography,Commercial,3600,"0.36,0.54,1.00,0.28,0.36,0.43,0.36,0.43,0.66,0.54,0.43,0.81",23,0.26,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",4440000000
camera monitor,"Informational, Transactional",3600,"1.00,0.81,0.66,0.53,0.53,0.66,0.53,0.66,0.44,0.81,0.81,0.81",24,0.48,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches, Popular products",2480000000
camera nikon coolpix a900,"Informational, Transactional",3600,"0.05,0.02,0.10,0.01,0.13,0.29,0.54,1.00,1.00,0.00,0.03,0.29",28,0.17,0.98,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches, Ads bottom",557000
camera on tripod,Informational,3600,"1.00,0.44,0.06,0.22,0.44,0.14,0.36,0.67,0.44,0.28,0.08,0.14",27,0.50,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",122000000
camera with infrared,Commercial,3600,"0.01,0.00,0.36,0.01,0.00,1.00,0.00,0.00,0.03,0.00,0.10,0.81",26,0.91,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products",64000000
cameras in shops,Transactional,3600,"0.02,0.00,0.02,0.01,0.00,0.01,1.00,0.81,0.81,0.00,0.03,0.44",20,1.05,0.49,"Sitelinks, Image, Video, Video carousel, Local pack, Related searches, Popular products",402000000
car dash camera,Commercial,3600,"1.00,0.67,0.44,0.55,0.20,0.23,0.44,0.44,0.29,0.35,0.23,0.29",21,0.48,1.00,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches, Popular products, Things to know",165000000
cat camera collar,Commercial,3600,"1.00,0.35,0.23,0.35,0.23,0.35,0.44,0.66,0.44,0.35,0.29,0.35",18,0.28,0.94,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",
costco security cameras,Navigational,3600,"0.82,1.00,0.53,0.82,0.44,0.67,0.53,0.67,0.67,0.18,0.67,0.67",29,2.54,1.00,"Sitelinks, Image, Video, Video carousel, Related searches, Ads bottom",12800000
digital film camera,Commercial,3600,"0.35,1.00,0.66,0.54,0.29,0.29,0.29,0.35,0.35,0.35,0.29,0.44",25,0.88,1.00,"Sitelinks, Image, Video, People also ask, Discussions and forums, Related searches, Popular products, Ads bottom",1250000000
donner pass camera,"Informational, Commercial",3600,"0.03,1.00,0.44,0.44,1.00,0.54,0.08,0.04,0.00,0.00,0.00,0.01",18,0.00,0.00,"Sitelinks, Image, Video, Related searches",5200000
drone with thermal camera,"Informational, Commercial",3600,"0.67,0.67,1.00,0.28,0.36,0.19,0.19,0.19,0.16,0.36,0.23,0.23",19,0.43,1.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches, Popular products",16900000
ear cleaner with camera,Commercial,3600,"0.28,0.43,1.00,0.81,0.67,0.81,0.54,0.36,0.43,0.43,0.54,0.43",28,0.62,1.00,"Sitelinks, AI Overview, Image, Video, Discussions and forums, Related searches, Popular products",104000000
export footage from red camera,Informational,3600,1.00,19,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",36600000
fujifilm xq2 camera,"Informational, Transactional",3600,"0.81,0.54,0.66,1.00,0.00,0.00,0.00,0.00,0.23,0.54,0.81,0.29",25,0.00,0.70,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",184000
furrion backup camera,"Navigational, Transactional",3600,"0.81,0.81,0.54,0.54,0.65,0.81,1.00,1.00,1.00,0.81,0.81,0.65",16,0.44,1.00,"Sitelinks, Image, Video, Video carousel, Discussions and forums, Related searches, Popular products, Ads bottom",253000
fx3 camera,"Informational, Transactional",3600,"0.44,0.44,0.44,0.81,0.66,0.81,0.81,1.00,0.81,0.81,0.81,0.81",29,0.32,1.00,"Sitelinks, AI Overview, Video, Video carousel, Knowledge panel, Discussions and forums, Related searches",6290000
gameboy camera,Informational,3600,"0.43,0.36,0.54,0.54,0.43,0.54,0.66,1.00,0.36,0.43,0.43,0.54",28,0.13,0.25,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches, Popular products",12900000
good digital camera affordable,Commercial,3600,"0.00,0.00,0.54,0.00,0.54,0.81,0.66,0.44,1.00,0.00,0.00,0.00",27,0.39,1.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches, Popular products, Ads bottom",166000000
