Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
checkers setup,Informational,1900,"0.36,0.81,0.36,1.00,0.22,0.43,0.20,0.20,0.29,0.65,0.22,0.29",17,0.10,0.04,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",22200000
rules for checkers,Informational,1900,"1.00,0.55,1.00,0.55,0.55,1.00,0.41,0.55,0.55,0.79,1.00,1.00",15,0.09,0.07,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",20500000
vans checkered platform,"Informational, Transactional",1900,"0.66,0.66,0.66,0.55,0.55,0.83,0.83,1.00,0.66,0.83,0.55,0.83",22,0.85,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",1090000
checkered blanket,"Informational, Transactional",1600,"0.80,0.54,1.00,0.80,0.54,0.54,0.37,0.54,0.41,0.54,0.54,0.54",12,0.71,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products",32300000
checkered dress,"Informational, Transactional",1600,"0.79,0.55,0.55,0.55,0.41,0.67,0.79,1.00,0.79,0.79,0.79,0.79",16,0.68,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",2660000000
checkered flags,"Informational, Transactional",1600,"0.83,0.83,0.70,1.00,1.00,0.83,0.52,1.00,1.00,0.52,0.83,1.00",19,1.08,0.75,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products, Things to know",10
checkered nails,Informational,1600,"0.25,0.68,0.46,1.00,0.85,1.00,1.00,1.00,0.46,0.85,1.00,0.85",27,0.00,0.94,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches",25900000
checkered sweater,"Informational, Commercial",1600,"1.00,0.81,0.81,0.53,0.28,0.22,0.08,0.11,0.14,0.11,0.28,0.28",20,0.62,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Explore brands, Related searches, Popular products, Things to know",44700000
checkered vans womens,"Informational, Transactional",1600,"0.85,1.00,1.00,0.52,0.68,0.85,0.85,0.85,0.68,0.68,1.00,0.85",29,0.74,1.00,"Sitelinks, Image, Image pack, Video, Explore brands, Related searches, Popular products",1380000
checkers hours,"Informational, Transactional",1600,"0.53,0.14,1.00,0.53,0.78,0.78,0.78,0.53,0.53,0.22,1.00,0.53",21,0.55,0.03,"Sitelinks, AI Overview, Video, Related searches",32800000
checkers lawrence,Informational,1600,"0.54,1.00,1.00,0.66,0.54,0.66,0.54,0.36,0.66,0.41,0.79,0.41",29,2.35,0.01,"Sitelinks, Image, Video, Knowledge panel, Related searches",1080000
checkers restaurant menu and prices,"Navigational, Transactional",1600,"0.00,0.00,1.00,0.35,0.66,0.12,0.12,0.12,0.10,0.00,0.00,0.00",18,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, See results about",10
checkers the game rules,Informational,1600,"0.00,0.01,0.01,0.00,0.04,0.04,1.00,0.00,0.00,0.00,0.00,0.00",22,0.06,0.09,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",3230000
fly or die checkers,Navigational,1600,"0.83,0.35,0.17,0.17,0.43,0.83,1.00,0.43,0.65,0.83,1.00,0.57",30,0.00,0.00,"Sitelinks, Video, Related searches",9600000
game rules for checkers,Informational,1600,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",19,0.09,0.07,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",3480000
hilton checkers hotel,Navigational,1600,"0.22,1.00,0.14,0.36,1.00,0.14,0.64,0.08,0.28,0.06,0.08,0.06",23,0.91,0.40,"Sitelinks, Image, Image pack, Video, Knowledge panel, Related searches, Ads bottom",9
pink checkered vans,"Informational, Transactional",1600,"0.54,0.67,1.00,0.67,0.54,0.67,0.54,0.54,0.41,0.80,0.67,0.41",27,1.00,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",4710000
rules in checkers game,Informational,1600,"0.00,0.00,0.00,0.00,0.02,0.00,1.00,0.00,0.00,0.00,0.00,0.00",24,0.06,0.09,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",3150000
womens checkered vans,"Informational, Transactional",1600,"0.27,1.00,0.36,0.53,0.25,0.44,0.44,0.36,0.25,0.27,0.36,0.27",22,0.74,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",1370000
checkered cardigan,"Informational, Commercial",1300,"1.00,0.80,0.66,0.66,0.55,0.41,0.30,0.23,0.18,0.23,0.41,0.41",18,0.61,1.00,"Image, Image pack, Related searches, Popular products",
checkered cutting board,"Informational, Transactional",1300,"0.46,0.84,1.00,0.84,0.52,0.84,0.68,0.68,0.52,0.84,0.84,1.00",23,0.43,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Explore brands, Related searches, Popular products",62000000
checkered flag honda norfolk va,"Navigational, Transactional",1300,"0.68,0.46,0.68,0.37,0.52,0.37,0.52,0.68,1.00,0.68,1.00,0.68",15,1.08,0.17,"Sitelinks, Image, Video, People also ask, Knowledge panel, Related searches",9
checkered flag hyundai world,Navigational,1300,"0.52,0.68,0.52,0.52,0.46,0.68,0.68,1.00,0.52,0.68,0.68,0.84",26,4.19,0.23,"Sitelinks, Image, Video, People also ask, Knowledge panel, Related searches, Ads bottom, Ads middle",128000
checkered giant,Informational,1300,"0.37,0.46,0.46,0.31,0.46,0.68,0.68,0.84,0.84,1.00,0.31,0.68",29,0.00,0.00,"Sitelinks, Image, Video, Video carousel, People also ask, Knowledge panel, Related searches",66600000
checkered pants women,"Informational, Transactional",1300,"0.66,0.66,0.36,0.54,0.66,0.54,0.54,0.54,0.36,0.54,1.00,0.66",24,0.67,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products",243000000
checkered platform vans,"Informational, Transactional",1300,"1.00,0.80,1.00,1.00,0.30,0.36,0.80,0.55,0.23,0.30,0.41,0.30",22,0.76,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",1130000
checkered print,Informational,1300,"0.52,0.46,0.46,0.37,0.68,0.68,0.68,0.68,0.37,0.68,0.68,1.00",27,0.00,0.72,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",398000000
checkered shorts,"Informational, Transactional",1300,"0.41,0.24,0.20,0.30,0.24,0.54,0.79,1.00,0.79,1.00,0.66,0.54",13,0.68,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products",102000000
checkered skirt,"Informational, Transactional",1300,"1.00,0.13,0.41,0.41,0.41,0.54,0.41,0.54,0.54,0.41,0.54,0.54",22,0.64,1.00,"Sitelinks, Image, Image pack, Video, Explore brands, Related searches, Popular products",522000000
checkered tablecloth,"Informational, Transactional",1300,"0.81,0.36,0.55,0.62,0.62,0.81,1.00,0.81,1.00,0.81,0.81,0.81",18,0.64,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",13400000
checkered tea kettle,Commercial,1300,"0.41,0.79,1.00,0.79,0.66,0.66,0.54,0.54,0.36,0.41,0.41,0.41",26,0.37,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products, Things to know",948000
checkered vans slip ons,"Informational, Transactional",1300,"1.00,0.28,0.36,1.00,0.53,0.42,0.42,0.42,0.36,0.53,0.67,0.42",30,0.85,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, Related searches, Popular products",
checkers and rally's fries,"Informational, Transactional",1300,"0.43,0.09,0.09,0.06,0.01,0.00,0.22,1.00,0.05,0.12,1.00,0.02",11,0.18,0.74,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Discussions and forums, Related searches",158000
checkers flyordie,"Navigational, Transactional",1300,"0.16,0.13,0.24,0.16,0.44,0.44,1.00,0.00,0.00,0.36,0.44,0.66",21,0.00,0.00,"Sitelinks, Image, Video, People also ask, Related searches",15600
checkers speech,Informational,1300,"0.41,0.41,0.37,0.41,0.54,0.80,1.00,1.00,0.37,0.30,0.41,0.80",28,0.00,0.00,"AI Overview, Video, Video carousel, Knowledge panel, Related searches",10600000
chess not checkers,Informational,1300,"0.84,0.68,0.68,0.84,1.00,0.46,0.84,0.84,0.84,0.68,0.52,0.68",16,0.73,0.04,"Sitelinks, Video, Video carousel, Knowledge panel, Related searches",
chess vs checkers,Commercial,1300,"0.84,1.00,0.84,0.68,0.84,0.68,0.68,0.52,0.52,0.46,0.46,0.52",24,0.00,0.00,"AI Overview, Image, Video, People also ask, Related searches",7520000
game of checkers rules,Informational,1300,"0.79,0.00,0.00,0.00,1.00,0.79,0.79,0.42,0.68,0.79,0.37,0.53",20,0.06,0.09,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Discussions and forums, Related searches",7740000
gramicci checkered rayon shirt,"Informational, Transactional",1300,"1.00,0.00,0.00,0.00",4,0.00,0.00,"Sitelinks, Image, Image pack, Video, Related searches",91400
green checkered rug,"Informational, Transactional",1300,"0.76,0.76,0.76,1.00,0.76,1.00,0.76,0.76,1.00,0.76,1.00,1.00",18,1.11,1.00,"Sitelinks, Image, Image pack, Video, Explore brands, Related searches, Popular products",7130000
how do i play chinese checkers,Informational,1300,"0.08,0.00,0.00,0.07,0.01,0.02,1.00,0.54,1.00,0.01,0.07,0.54",28,0.00,0.00,"Featured snippet, Video, Video carousel, Short videos, Discussions and forums, Related searches",7390000
how do you win a checkers game,Informational,1300,"0.30,0.15,0.55,0.08,0.79,1.00,0.67,0.79,1.00,0.02,0.30,0.67",25,0.11,0.02,"AI Overview, Image, Image pack, Video, Video carousel, Related searches",9
pink and checkered vans,"Informational, Transactional",1300,"0.68,0.85,0.52,0.37,1.00,1.00,1.00,0.85,0.68,0.52,0.85,0.25",30,1.04,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",4840000
pink checkered background,Informational,1300,"0.31,0.46,0.52,0.84,0.84,0.68,0.84,0.84,0.68,0.84,1.00,0.84",24,0.00,0.17,"Sitelinks, Image, Image pack, Video, Related searches",10
red and checkered vans,"Informational, Transactional",1300,"0.68,0.84,1.00,0.52,0.68,0.68,0.84,0.68,0.52,0.05,0.37,0.52",21,1.00,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",6500000
white checkered vans,"Informational, Transactional",1300,"0.50,0.63,0.81,0.50,0.44,0.63,0.81,0.81,0.81,1.00,1.00,0.63",28,1.06,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",5250000
black and white checkered background,Informational,1000,"0.67,0.67,0.55,1.00,1.00,0.67,0.55,0.67,0.55,0.67,1.00,0.76",22,0.00,0.34,"Image, Image pack, Related searches",66500000
black and white checkered floor,Informational,1000,"0.81,0.62,0.45,1.00,1.00,0.81,0.55,0.55,0.81,0.45,0.81,0.81",20,2.68,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",35100000
black and white checkered pants,"Informational, Transactional",1000,"1.00,1.00,1.00,0.76,0.76,1.00,0.67,0.76,0.44,0.56,1.00,0.76",11,0.53,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Explore brands, Related searches, Popular products",42100000
black outdoor door mat checkered,Commercial,1000,"1.00,0.00,0.00,0.00",22,0.00,0.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",24400000
checkered area rug,"Informational, Transactional",1000,"0.81,1.00,0.81,0.81,0.55,0.62,0.44,0.55,0.62,0.62,0.62,0.44",13,1.03,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",3770000
checkered backpack,"Informational, Transactional",1000,"0.10,0.10,0.10,0.08,0.08,0.10,0.08,0.13,0.22,1.00,0.65,0.22",9,0.95,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",10
checkered cake,Informational,1000,"0.77,0.77,0.55,0.68,0.55,0.68,0.77,0.68,0.55,0.77,1.00,1.00",24,0.00,0.30,"Image, Image pack, Video, Recipes, Related searches",72800000
checkered deck balatro,Commercial,1000,"0.13,0.20,0.55,1.00,0.44,0.44,0.34,0.34,0.24,0.20,0.16,0.11",27,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",18700
checkered flag dealership,"Navigational, Commercial",1000,"0.80,0.15,0.20,1.00,0.11,0.12,0.24,0.05,0.36,0.02,0.44,0.05",29,1.06,0.81,"Sitelinks, Image, Video, People also ask, Local pack, Related searches",8
checkered flag porsche,"Navigational, Commercial",1000,"0.81,0.62,0.81,0.62,0.62,1.00,0.62,0.62,0.55,0.55,0.62,0.62",29,2.44,0.16,"Sitelinks, Image, Video, Local pack, Related searches",791000
checkered purse,"Informational, Transactional",1000,"0.79,1.00,1.00,1.00,0.68,0.79,0.68,0.68,0.68,0.79,1.00,0.79",20,0.95,1.00,"Image, Image pack, Video, Explore brands, Related searches, Popular products",18300000
checkered tile,Commercial,1000,"0.37,0.20,0.20,0.16,0.68,0.25,0.52,0.84,1.00,0.84,1.00,0.68",9,3.26,1.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products, Ads bottom, Ads middle",44100000
checkers big buford,Informational,1000,"0.41,0.30,0.30,0.41,0.36,1.00,0.79,0.54,0.20,0.24,0.66,0.30",30,0.16,0.00,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",131000
checkers coupon code,Transactional,1000,"0.46,0.20,0.84,0.46,1.00,0.46,0.84,0.52,0.16,0.84,0.25,0.20",17,0.57,0.02,"Sitelinks, AI Overview, Video, People also ask, Related searches",1080000
checkers delivery,"Informational, Transactional",1000,"0.43,1.00,0.05,0.08,0.08,0.02,0.02,0.02,0.03,0.04,0.02,0.02",30,1.51,0.74,"Sitelinks, Image, Video, Video carousel, Related searches",10
checkers nixon speech,Informational,1000,"0.24,0.11,0.20,0.05,0.44,0.44,1.00,0.65,0.30,0.05,0.00,0.55",30,0.00,0.00,"Sitelinks, Image, Video, Video carousel, Knowledge panel, Related searches",82000
checkers photos,Informational,1000,"0.02,0.00,0.01,0.04,0.08,0.44,0.44,1.00,0.82,0.82,0.65,0.24",22,0.00,0.01,"Image, Image pack, Video, Related searches",20900000
checkers pieces,Informational,1000,"0.44,1.00,0.61,0.44,0.44,0.56,0.81,0.61,0.56,0.44,0.56,1.00",21,0.26,0.29,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Knowledge panel, Related searches",14200000
checkers restaurant locations,"Navigational, Transactional",1000,"0.24,0.04,0.13,1.00,0.67,0.67,0.41,0.19,0.19,0.67,0.30,0.41",25,0.11,0.05,"Sitelinks, AI Overview, Image pack, Video, People also ask, Knowledge panel, Related searches",10
checkers strategy,Informational,1000,"0.62,0.80,1.00,0.80,0.62,0.80,0.62,0.62,0.62,0.80,0.62,0.55",15,0.11,0.00,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",14100000
checkers t pain,Informational,1000,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",21,0.96,0.79,"AI Overview, Image pack, Video, People also ask, Related searches",6800000
french fries checkers,Commercial,1000,"0.10,0.00,0.00,0.02,0.08,0.66,0.01,1.00,0.03,0.13,0.02,0.02",18,0.24,0.69,"Sitelinks, Image pack, Video, Video carousel, Related searches, Popular products",1310000
hot pink checkered bedding,"Informational, Transactional",1000,"1.00,0.00,0.00",21,0.00,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",14000000
how do you set up checkers,Informational,1000,"0.68,0.68,1.00,0.84,0.52,0.46,0.46,0.46,0.31,0.37,0.37,0.37",14,0.06,0.02,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Discussions and forums, Related searches",10
how many pieces in checkers,Informational,1000,"0.88,1.00,1.00,1.00,1.00,0.71,1.00,1.00,1.00,0.71,1.00,0.88",24,0.00,0.00,"AI Overview, Video, People also ask, Related searches",13200000
nixon checkers speech,Informational,1000,"0.37,0.46,0.37,0.46,0.37,0.46,1.00,1.00,0.20,0.31,0.52,1.00",28,3.68,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Knowledge panel, Related searches",171000
pastel red checkered bed sheets queen,"Informational, Transactional",1000,"1.00,0.00,0.00",12,0.00,0.00,"Sitelinks, Image, Image pack, Video, Related searches, Popular products",4890000
rally's checkers locations,Navigational,1000,"0.44,0.00,0.00,0.00,0.00,0.29,1.00,0.00,0.66,0.00,0.00,0.00",20,0.14,0.07,"Sitelinks, Image pack, Video, People also ask, Knowledge panel, Related searches",2710000
red and white checkered tablecloth,"Informational, Transactional",1000,"0.62,0.16,0.55,0.62,0.62,0.81,0.55,1.00,1.00,0.81,1.00,0.62",25,0.91,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",13200000
red checkered vans,"Informational, Transactional",1000,"0.50,0.63,1.00,0.50,0.50,0.63,0.63,0.63,0.63,1.00,0.81,0.63",22,0.95,1.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches, Popular products",4080000
vans checkered slip on,"Informational, Transactional",1000,"0.34,0.55,1.00,0.55,0.28,0.41,0.34,0.34,0.34,0.34,0.28,0.34",27,0.89,1.00,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches, Popular products, Ads bottom, Ads middle",6560000
what time does checkers close,"Informational, Commercial",1000,"0.80,0.80,0.80,0.62,0.44,0.80,0.44,0.55,0.44,0.62,1.00,0.44",18,0.00,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches",37900000
